{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Co./Last Name,First Name,Card ID,Card Status,Addr 1 - Line 1,Addr 1 - Line 2,Addr 1 - Line 3,Addr 1 - Line 4,Addr 1 - City,Addr 1 - State,Addr 1 - Postcode,Addr 1 - Country,Addr 1 - Phone No. 1,Addr 1 - Phone No. 2,Addr 1 - Phone No. 3,Addr 1 - Fax No.,Addr 1 - Email,Addr 1 - WWW,Addr 1 - Contact Name,Addr 1 - Salutation,Addr 2 - Line 1,Addr 2 - Line 2,Addr 2 - Line 3,Addr 2 - Line 4,Addr 2 - City,Addr 2 - State,Addr 2 - Postcode,Addr 2 - Country,Addr 2 - Phone No. 1,Addr 2 - Phone No. 2,Addr 2 - Phone No. 3,Addr 2 - Fax No.,Addr 2 - Email,Addr 2 - WWW,Addr 2 - Contact Name,Addr 2 - Salutation,Addr 3 - Line 1,Addr 3 - Line 2,Addr 3 - Line 3,Addr 3 - Line 4,Addr 3 - City,Addr 3 - State,Addr 3 - Postcode,Addr 3 - Country,Addr 3 - Phone No. 1,Addr 3 - Phone No. 2,Addr 3 - Phone No. 3,Addr 3 - Fax No.,Addr 3 - Email,Addr 3 - WWW,Addr 3 - Contact Name,Addr 3 - Salutation,Addr 4 - Line 1,Addr 4 - Line 2,Addr 4 - Line 3,Addr 4 - Line 4,Addr 4 - City,Addr 4 - State,Addr 4 - Postcode,Addr 4 - Country,Addr 4 - Phone No. 1,Addr 4 - Phone No. 2,Addr 4 - Phone No. 3,Addr 4 - Fax No.,Addr 4 - Email,Addr 4 - WWW,Addr 4 - Contact Name,Addr 4 - Salutation,Addr 5 - Line 1,Addr 5 - Line 2,Addr 5 - Line 3,Addr 5 - Line 4,Addr 5 - City,Addr 5 - State,Addr 5 - Postcode,Addr 5 - Country,Addr 5 - Phone No. 1,Addr 5 - Phone No. 2,Addr 5 - Phone No. 3,Addr 5 - Fax No.,Addr 5 - Email,Addr 5 - WWW,Addr 5 - Contact Name,Addr 5 - Salutation,Notes,Identifiers,Custom List 1,Custom List 2,Custom List 3,Custom Field 1,Custom Field 2,Custom Field 3,Billing Rate,Terms - Payment is Due,           - Discount Days,           - Balance Due Days,           - % Discount,           - % Monthly Charge,Tax Code,Credit Limit,Tax ID No.,Volume Discount %,Sales/Purchase Layout,Price Level,Payment Method,Payment Notes,Name on Card,Card Number,BSB,Account Number,Account Name,A.B.N. ,A.B.N. Branch,Account,Salesperson,Salesperson Card ID,Comment,Shipping Method,Printed Form,Freight Tax Code,Use Customer's Tax Code,Receipt Memo,Invoice/Purchase Order Delivery,Record ID,,,,
State Quality Management Pty Ltd,,*None,Y,PO Box 82A,,,,Fairfield Heights,NSW,4225,,0414 716 719,,,,greg@statewidequality.com.au,,Greg Walters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,31,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,,GST,N,,P,3109,,,,
Bayernfonds Kambera GmbH C/- Knight,,*None,Y,Frank Australia,Bayernfonds Kambera GMBH,C/-Knight Frank,PO Box 248,Civic Square,ACT,2608,,02 6230 7855,0437 408 306,,,Canberra.Accounts@au.knightfrank.com,,Carrington Wroe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,31,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,2017 AU ONSITE,GST,N,,P,3111,,,,
Coles Property Pty Ltd,,*None,Y,C/O - Jones Lang LaSalle,"Level 29, Central Park",152-158 St Georges Terraces,,Perth,WA,6000,,08 9483 8515,0467 465 030,,,kashif.safdarali@ap.jll.com,,Kashif Ali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,31,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,2017 AU ONSITE,GST,N,,P,3112,,,,
RiskTech,,*None,N,Unit 21,138 Juliette Street,,,Greenslopes,QLD,4120,,0451 076 410sCOTT,,,,accounts@risktech.com.au,PO REQUIRED,Scott Bamford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,31,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,2017 AU ONSITE,GST,N,,P,3114,,,,
Radovic Corporation Pty Ltd,,906,Y,43 Quailo Avenue,,,,Hallett Cove,SA,5158,,0422 460 859,,,,mrsmilenaradovic@gmail.com,,Milena Radevic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,31,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,,GST,N,,P,3115,,,,
Romaldi Constructions Pty Ltd,,*None,Y,708 Port Road ,,,,Beverly,SA,57000,,08 8241 7200,0424 184 662,,,evalente@romaldi.com.au,,Elvio Valente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,31,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,,GST,N,,P,3116,,,,
B8P Group Pty Ltd,,*None,Y,PO Box 92,,,,St Clair,NSW,2759,,0403 915 384,,,,osvaldo@b8p.com.au,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,31,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,2017 AU ONSITE,GST,N,,P,3117,,,,
Epoca Constructions Pty Ltd,,*None,N,ABN: 66 009 855 332,33 Wyandra Street,,,Teneriffe,QLD,4005,,07 3868 8400,0419 025 654,,,accounts@epoca.com.au,PO Required,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,31,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,2017 AU ONSITE,GST,N,,P,3118,,,,
Ace Construction Tiling,,*None,Y,Unit B2 /10 Compton Road,,,,Underwood,QLD,4119,,07 3208 3453,0416 268 900,,,michael@acetiling.com,,Michael Kim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,31,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,2017 AU ONSITE,GST,N,,P,3119,,,,
Challenger Life Nominees T/A,,*None,Y,Trustee of North Rocks Shopping Centre,328-336 Norths Rocks Road,,,North Rocks,NSW,2151,Attn: Wayne Pearn,02 9872 9806,0402 723 211,,,Paminvoices.Sydney@ap.jll.com,,Wayne Pearn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,31,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,2017 AU ONSITE,GST,N,,P,3120,,,,
The Sanctuary CTS38880,,1355,Y,C/- Rubicon,PO Box 3062,,,Tarragindi,QLD,4121,,0408 754 007,,,,kamakymbo1@bigpond.com,,Kym Blackwell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,31,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,,GST,N,,P,3121,,,,
Decorative Concrete Floors,,*None,Y,19 Rolle Street,,,,Holland Park West,QLD,4121,,0433 643 284,,,,sales@decorativefloors.com.au,,Palvinder Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,31,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,2017 AU ONSITE,GST,N,,P,3122,,,,
Bess Concrete Pty Ltd,,*None,Y,121 Delta Street,,,,Geebung,QLD,4034,,07 3865 6736,0430 974 335,,,daniel.greene@bessconcrete.com,,Dan Greene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,31,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,2017 AU ONSITE,GST,N,,P,3123,,,,
Challenger Life Nominees Pty Ltd,,*None,Y,C/O JLL - (53 Albert St),GPO Box 1407,,,Brisbane,QLD,4000,,0400 450 585,,,,Pam.Nell@ap.jll.com,,Dean Richardson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,31,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,2017 AU ONSITE,GST,N,,P,3124,,,,
Challenger Life CDI Nominees Pty Ltd,,*None,Y,in its capacity as trustee for the Challenger Diversified Property Trust 1,C/O JLL - (Makerston House),GPO Box 1407,,Brisbane,QLD,4001,,0400 450 585,,,,Pam.Nell@ap.jll.com,,Dean Richardson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,31,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,2017 AU ONSITE,GST,N,,P,3125,,,,
OReilly Investment Trust & OReilly Familly Trust,,*None,Y,C/o Team Property Management Pty Ltd,PO Box 99,,,Coorparoo,QLD,4151,,07 3457 1600,07 3457 1670,,07 3457 1699,wendy@teamproperty.com.au,,Wendy Matthews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,31,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,,GST,N,,P,3126,,,,
The Trust Company (RE Services) Ltd ATF EG,,1437,Y,Core Plus Fund No1 Ownership Trust,C/- CBRE ( C ) Pty Ltd,QLD Rents Trust,Locked Bag 2003,Archerfield,QLD,4108,,07 5581 2000,0437 732 749,,,reasap.pacific@cbre.com,,Shani Greenfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,31,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,,GST,N,,P,3127,,,,
Kinslake Pty Ltd ATF Kinslake Unit Trust,,*None,Y,ABN 22 110 5998 948,PO Box 8103,,,Sunnybank,QLD,4109,,07 3345 2020,07 434 215 916,,,accounts@kinstone.com.au,,Kelvin Soo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,31,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,2017 AU ONSITE,GST,N,,P,3128,,,,
Wicks Brunswick Pty Ltd ATF Brunswick St Trust,,1344-10,Y,C/- Mirvac Real Estate Pty Ltd,PO Box 3642,,,South Brisbane BC,QLD,4101,,0458 288 458,,,,investmentsinvoices@mirvac.com,,Brendan Russo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,31,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,,GST,N,,P,3129,,,,
Muswellbrook Marketplace,,*None,Y,22 Sowerby Street,,,,Muswellbrook,NSW,2333,,,,,,centremanager@muswellbrookmarketplace.com.au,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,31,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,,GST,N,,P,3130,,,,
Highfields Plaza,,*None,Y,c/- Whistle Funds Management Company Pty Ltd,1 Plaza Circle,,,Highfields,QLD,4352,,,,,,invoice@whistle.com.au,,Veronica O'Dwyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,31,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,2017 AU ONSITE,GST,N,,P,3131,,,,
Sarina Beach Road Shopping Centre,,1562-3,Y,c/- Whistle Funds Management Company Pty Ltd,13 Beach Road,,,Sarina,QLD,4737,,,,,,invoice@whistle.com.au,,Veronica O'Dwyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,31,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,,GST,N,,P,3132,,,,
Vicinity Centres PM Pty Ltd  (ABN 96 101 504 0415),,1291-6,Y,c/- Mt Pleasant Shopping Centre,PO Box 8040,,,Mount Pleasant,QLD,4740,,07 4969 2400,0457 901 095,,,MountPleasant.Accounts@vicinity.com.au,,Troy Hide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,31,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,,GST,N,,P,3133,,,,
Village Fair Glenmore Park Pty Ltd,,737-7,Y,C/O - Raine & Horne Commercial,PO Box 8202,,,Glenmore Park,NSW,2745,,,,,,mrobinson@rhcretail.com.au,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,31,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,,GST,N,,P,3134,,,,
Solomon Oxman Cooper,,737-08,Y,Circa Retail,C/- Rook Partners Asset Management,Level 1,5a/1 Somerset Avenue,Narellan,NSW,2567,,02 9820 7889,,,,lstevens@rookpartners.com,,Lisa Stevens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,31,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,,GST,N,,P,3135,,,,
The Octagon,,*None,Y,c/- JLL,110 George Street,,,Parramatta,NSW,2150,,,,,,luke.krejci@ap.jll.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,31,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,,GST,N,,P,3136,,,,
Fergus Buillders Pty Ltd,,*None,Y,1 Brickworks Court,,,,Mackay,QLD,4740,,07 4942 2544,,,,reception@fergusbuilders.com.au,,Montannah Browne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,31,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,2017 AU ONSITE,GST,N,,P,3137,,,,
GW @ JL Fergus Pty Ltd,,*None,Y,1 Brickworks Court,Glenella QLD ,,,Mackay,QLD,4740,,07 4961 9444,0488 778 433,,,ap@mackay.qld.gov.au,,Pail Stibilj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,31,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,2017 AU ONSITE,GST,N,,P,3138,,,,
John James Memorial Foundation,,*None,Y,C/O JLL,GPO Box 721,,,Canberra,ACT,2600,,0434 267 980,,,,bill.mertzanakis@ap.jlll.com,,Bill Mertzanakis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,31,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,2017 AU ONSITE,GST,N,,P,3139,,,,
Building Green,,*None,Y,PO Box 100,,,,Rochedale South,QLD,4123,,1300 155 116,0432 745 342,,,matt@buildingingreen.com.au,,Matt Howie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,31,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,2017 AU ONSITE,GST,N,,P,3140,,,,
Perpetual Trustee Company Limited ATF,,1437-44,Y,Abacus Short Street Trust,C/- CBRE (C) Pty Ltd,QLD Rents Trust,Locked Bag 2003,Archerfield,QLD,4108,,,,,,PDF;COPY;ONLY,reasap.pacific@cbre.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,31,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,,GST,N,,P,3141,,,,
MISTA pty Ltd ATF Julius Avenue 12 Trust,,*None,Y,C/- Propertylink Admin Management,pty Ltd GPO Box 4622,GPO Box 4662,,Sydney,NSW,2000,,02 9889 5942,0434 560 089,,,reasap.pacific@cbre.com,,Greg NorthCott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,31,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,2017 AU ONSITE,GST,N,,P,3143,,,,
GHD Constructions,,*None,Y,PO Box 3237,,,,Birkdale,QLD,4159,,0439 500 102,,,,ghdconstructions@bigpond.com,,John Trevethan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,31,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,2017 AU ONSITE,GST,N,,P,3144,,,,
Primewest Funds LTD ATF The 114-120 Old Pittwater,,656,Y,C/- Knight Frank Australia Pty Ltd,PO Box 1952,,,North Sydney,NSW,2060,,02 9939 8377,0450 737 604,,,vince.bird@au.knightfrank.com,,Vince Brid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,31,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,,GST,N,,P,3145,,,,
VDG Services Integrated Property Services,,*None,N,PO Box 1051,,,,Menai Central,NSW,2234,,02 8033 6381,0403 296 494,,,PDF;COPY,accounts@vdgservices.com.au,Dean Graoroski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,31,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,2017 AU ONSITE,GST,N,,P,3146,,,,
Suretread Stair Nosings Pty Ltd,,*None,N,65 Wellington Street,,,,Riverstone,NSW,2765,,02 9627 9747,0413 870 744 Jo-Ann,0409 814 609 Anthony,,suretread@optusnet.com.au,,Leane Woodhouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,31,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,,GST,N,,P,3147,,,,
Outdoor Stone Centre Pty Ltd,,*None,Y,ABN 84 553 01 7070,18 Birubi Street,,,Coorparoo,QLD,4151,,07 3397 2700,,0419 029 716 Vanja,,team@outdoorstonecentre.com,oscentre@bigpond.net.au,Vanja Brkan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,31,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,,GST,N,,P,3148,,,,
Complete Body Corporate Services,,*None,Y,5/151 Cotlew St,,,,Ashmore,QLD,4214,,07 5597 02669,,,,nutriost@tpg.com.au,,Elizabeth Orme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,31,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,2017 AU ONSITE,GST,N,,P,3149,,,,
London House Body Corporate,,*None,Y,PO Box 2362,,,,Chermside Centre,QLD,4032,,07 3024 0165,,,,p.maurelli@hopgoodganim.com.au,creditors@capitolbca.com.au,Pia Maurelii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,31,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,2017 AU ONSITE,GST,N,,P,3150,,,,
Frankston Community Rehabilitation Centre,,*None,Y,125 Golf Links Road,,,,Frankston,VIC,3199,,03 9783 7288,,,,RBarnden@phcn.vic.gov.au,,Rebecca Barnden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,31,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,2017 AU ONSITE,GST,N,,P,3151,,,,
Casa Di Natura - House of Nature,,*None,Y,144 Ensbey Road,,,,Flaxton,QLD,4560,,075 478 6331,0417 576 442,,,sue@casadinatura.com.au,,Sue Broughton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,31,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,2017 AU ONSITE,GST,N,,P,3152,,,,
SJ Higgins Constructions Pty Ltd,,*None,N,ABN 69 006 869 307,Unit 2,53 Metroplex Avenue,,Murarrie,QLD,4172,,07 3395 6413,0437 621 602,03 8552 2800 ACC,,accounts@sjhiggins.com.au,,Trevor Newman,PO REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,31,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,2017 AU ONSITE,GST,N,,P,3153,,,,
Attn: Stockland Townsville,,*None,Y,Stockland Trust Management Ltd,Centre Management ,310 Ross River Road,,AITKENVALE,QLD,4814,,07 4479 6033,,,,rebecca.hilton@stockland.com.au,,Kevin Griffin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,31,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,2017 AU ONSITE,GST,N,,P,3154,,,,
Whisper Bay Whitsundays Pty Ltd,,*None,Y,11 Altmann Avennue,,,,Cannonvale,QLD,4802,,0420 860 003,,,,accounts1@miragewhitsundays.com.au,,Terry Ren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,31,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,,GST,N,,P,3155,,,,
Raine Square Trust,,*None,Y,C/- Raine Square Centre Management Office,300 Murray Street,,,Perth,WA,6000,,8 6143 4806,0409 402 611,,,sam.godawitharana@au.knightfrank.com,,Sam Godawitharana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,31,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,,GST,N,,P,3156,,,,
RBD Terraces Management Pty Ltd,,*None,Y,34 Tewantin Way,,,,Forest Lake,QLD,4078,,07 3879 44012,0409 944 670,,,Alan.Clark@lendlease.com,,Alan Clarke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,31,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,,GST,N,,P,3157,,,,
ISPT Retail Aust Property Trust (Thuringowa QLD),,Thuringowa,N,C/O CBRE (C) Pty Ltd,"Level 3, Waterfront Place",1 Eagle Street,,BRISBANE,QLD,4000,,0408 569 469,,,,kylie.walker@cbre.com,,Kylie Walker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,31,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,2017 AU ONSITE,GST,N,,P,3158,,,,
Sleeping Giant Pty Ltd,,*None,Y,17 Altair Place,,,,Jamisontown,NSW,2750,,02 4720 9600,0404 121 416 Janine,,,janinea@sleepinggiant.com.au,,Janine Allender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,31,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,,GST,N,,P,3160,,,,
QIC Private Capital Pty Ltd &,,1435,N,QIC Infrastructure Management No.2 Pty Ltd,PO Box 3130,,,BRISBANE,QLD,4000,,07 3153 1169,,,,admin.qbop@ap.jll.com,,Zara Moulden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,31,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,2017 AU ONSITE,GST,N,,P,3161,,,,
Kersley Street Pty Ltd,,1346,N,ABN 88906315010,32 Primrose Terrace ,,,Red Hill,QLD,4059,,07 3368 3244,07 3368 3277,0418 167 404,,steven@campbelldynamics.com,,Steven Campbell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,31,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,2017 AU ONSITE,GST,N,,P,3162,,,,
Mirvac Real Estate Pty Ltd,,1344-11,N,"Level 26, 60 Margaret Street",,,,Sydney,NSW,2000,,07 3832 6686,0419 549 444,,,investmentsinvoices@mirvac.com,,Greg Kirby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,31,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,2017 AU ONSITE,GST,N,,P,3163,,,,
Minden Court CTS 11648,,*None,Y,23 Heath Street,,,,Southport,QLD,4215,,07 5591 7505,,,,maintenance@completebodycorporate.com,,Maja Rauchie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,31,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,2017 AU ONSITE,GST,N,,P,3164,,,,
Alliance Retail Pty Ltd,,*None,Y,PO Box 220,,,,Labrador,QLD,4215,,1300 597 811,0404 409 787,,,projects@allianceretailinteriors.com,,Leah Allen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,31,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,2017 AU ONSITE,GST,N,,P,3165,,,,
Silk Eternity Pty Ltd,,*None,Y,PO Box 250,,,,Five Dock,NSW,2046,,0414 337910,,,,accounts.silk@bigpond.com,,Sarah Appleby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,31,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,,GST,N,,P,3166,,,,
