*ContactName,EmailAddress,POAddressLine1,POAddressLine2,POAddressLine3,POAddressLine4,POCity,PORegion,POPostalCode,POCountry,*InvoiceNumber,Reference,*InvoiceDate,*DueDate,Total,InventoryItemCode,*Description,*Quantity,*UnitAmount,Discount,*AccountCode,*TaxType,TaxAmount,TrackingName1,TrackingOption1,TrackingName2,TrackingOption2,Currency,Exchange Rate
In The Jin,,,,,,,,,,4235.0,,28/06/2024,28/06/2024,,,Mid year lunch ,1,684.36,,61801.0,GST on Expenses,68.44,Job,,,,,
In The Jin,,,,,,,,,,4235.0,,28/06/2024,28/06/2024,,,Credit card surcharge,1,11.29,,61801.0,BAS Excluded,0.00,Job,,,,,
Wash On Wheels,,,,,,,,,,4239.0,,28/06/2024,28/06/2024,,,Car detailing 049DV7 and 923EL5,1,343.64,,62005.0,GST on Expenses,34.36,Job,,,,,
Sk&SW Pty Ltd,,,,,,,,,,4247.0,,28/06/2024,28/06/2024,,,Mandarin lesson June 2024,1,227.27,,61804.0,GST on Expenses,22.73,Job,,,,,
Emirates Post,,,,,,,,,,4260.0,,28/06/2024,28/06/2024,,,Renewal PO Box in UAE AED$995. Invoice dated 09-07-20024 but it was paid during Australian FY 2023-2024,1,419.91,,62823.0,BAS Excluded,0.00,Job,,,,,
Sydney Tools Pty Ltd,,,,,,,,,,4245.0,,29/06/2024,29/06/2024,,,Site thermometer for training in UAE,1,134.55,,62818.0,GST on Expenses,13.45,Job,,,,,
Motorpass,,,,,,,,,,4246.0,,29/06/2024,29/06/2024,,,June  2024 motor vehicle fuel,1,"3,148.73",,62001.0,GST on Expenses,314.87,Job,,,,,
Zoom Office Cleaning,,,,,,,,,,4230.0,,30/06/2024,30/06/2024,,,June cleaning GTCC,1,218.8,,62622.0,GST on Expenses,21.88,Job,,,,,
Zoom Office Cleaning,,,,,,,,,,4231.0,,30/06/2024,30/06/2024,,,June cleaning Lota HQ,1,"1,170.13",,61107.0,GST on Expenses,117.01,Job,,,,,
Empire Accountants,,,,,,,,,,4236.0,,30/06/2024,30/06/2024,,,Monthly fixed agreement FY 2023/2024,1,"1,595",,60008.0,GST on Expenses,159.5,Job,,,,,
Empire Accountants,,,,,,,,,,4236.0,,30/06/2024,30/06/2024,,,Surcharge fee,1,1.9,,60008.0,BAS Excluded,0.00,Job,,,,,
Red ICT,,,,,,,,,,4241.0,,30/06/2024,30/06/2024,,,Internet at Lota,1,111.18,,61004.0,GST on Expenses,11.12,Job,,,,,
Red ICT,,,,,,,,,,4241.0,,30/06/2024,30/06/2024,,,Internet GTCC,1,102.09,,62614.0,GST on Expenses,10.21,Job,,,,,
Office Works,,,,,,,,,,4243.0,,30/06/2024,30/06/2024,,,Stationary Lota,1,178.95,,61301.0,GST on Expenses,17.89,Job,,,,,
Ink Station,,,,,,,,,,4244.0,,30/06/2024,30/06/2024,,,2 tonners,1,280.76,,61301.0,GST on Expenses,28.08,Job,,,,,
Citygreen,,,,,,,,,,4234.0,,01/07/2024,01/07/2024,,,Indoor plants maintenance,1,70.45,,61107.0,GST on Expenses,7.05,Job,,,,,
Regional Insurance Broker (RIBSQ Pty Ltd),,,,,,,,,,4238.0,,01/07/2024,01/07/2024,,,Stamp duty,1,116.77,,62006.0,BAS Excluded,0.00,Job,,,,,
Regional Insurance Broker (RIBSQ Pty Ltd),,,,,,,,,,4238.0,,01/07/2024,01/07/2024,,,Broker Fee,1,43.56,,61405.0,GST on Expenses,4.36,Job,,,,,
Regional Insurance Broker (RIBSQ Pty Ltd),,,,,,,,,,4238.0,,01/07/2024,01/07/2024,,,Adding a new RAV4 is Sydney FHX32N- Premium,1,"2,123",,62015.0,GST on Expenses,212.3,Job,,,,,
Regional Insurance Broker (RIBSQ Pty Ltd),,,,,,,,,,4238.0,,01/07/2024,01/07/2024,,,Premium adjusted,1,-21.01,,62015.0,BAS Excluded,0.00,Job,,,,,
Regional Insurance Broker (RIBSQ Pty Ltd),,,,,,,,,,4238.0,,01/07/2024,01/07/2024,,,Credit card surcharge,1,37.5,,62015.0,BAS Excluded,0.00,Job,,,,,
Regional Insurance Broker (RIBSQ Pty Ltd),,,,,,,,,,4238.0,,01/07/2024,01/07/2024,,,ESL,1,21.02,,61406.0,BAS Excluded,0.00,Job,,,,,
Nifty Group Pty Ltd,,,,,,,,,,4240.0,,01/07/2024,01/07/2024,,,Monthly cloud back up,1,80.91,,61001.0,GST on Expenses,8.09,Job,,,,,
Nifty Group Pty Ltd,,,,,,,,,,4240.0,,01/07/2024,01/07/2024,,,Credit card surcharge,1,1.78,,61001.0,BAS Excluded,0.00,Job,,,,,
MYOB Australia Pty Ltd,,,,,,,,,,4242.0,,01/07/2024,01/07/2024,,,MYOB Australia monthly subscription,1,160.91,,60017.0,GST on Expenses,16.09,Job,,,,,
Brisbane City Council- Rates,,,,,,,,,,4248.0,,01/07/2024,01/07/2024,,,Rates for Lota HQ,1,"1,424.7",,61104.0,BAS Excluded,0.00,Job,,,,,
National Association of Testing Authorities,,,,,,,,,,4275.0,,01/07/2024,01/07/2024,,,Membership period 1 July 2024 to 30 June 2025 for ISTS,1,"4,950",,60012.0,GST on Expenses,495,Job,,,,,
National Association of Testing Authorities,,,,,,,,,,4275.0,,01/07/2024,01/07/2024,,,Calibration and Training Centre,1,"4,950",,60012.0,GST on Expenses,495,Job,,,,,
Brisbane City Council- Rates,,,,,,,,,,4281.0,,01/07/2024,01/07/2024,,,Rates GTCC,1,794.35,,62617.0,BAS Excluded,0.00,Job,,,,,
Beakon Pty Ltd,,,,,,,,,,4336.0,,01/07/2024,01/07/2024,,,Beakon induction subscription 01-07-2024 to 30-06-2025. ($185-21.50 credit amount) = 163.5,1,168.18,,60012.0,GST on Expenses,16.82,Job,,,,,
Beakon Pty Ltd,,,,,,,,,,4336.0,,01/07/2024,01/07/2024,,,$185-$ 21.50 credit amount = 163.5,1,-21.5,,60012.0,BAS Excluded,0.00,Job,,,,,
Beakon Pty Ltd,,,,,,,,,,4336.0,,01/07/2024,01/07/2024,,,Credit card surcharge,1,0.00,,60012.0,BAS Excluded,0.00,Job,,,,,
Workcover Queensland,,,,,,,,,,4249.0,,03/07/2024,03/07/2024,,,Premium Workcover renewal ,1,"8,203.12",,61402.0,GST on Expenses,820.31,Job,,,,,
Workcover Queensland,,,,,,,,,,4249.0,,03/07/2024,03/07/2024,,,Stamp duty Work cover,1,451.18,,61403.0,BAS Excluded,0.00,Job,,,,,
The Royal Automobile Club of Queensland Limited,,,,,,,,,,4256.0,,03/07/2024,03/07/2024,,,RACQ renewal 861 BK7,1,110,,62015.0,GST on Expenses,11,Job,,,,,
Xero (NZ) Ltd,,,,,,,,,,4257.0,,03/07/2024,03/07/2024,,,Xero monthly subscription in UAE,1,42.79,,62819.0,BAS Excluded,0.00,Job,,,,,
SLH Mowing ,,,,,,,,,,4251.0,,04/07/2024,04/07/2024,,,Backyard maintenance,1,281.82,,61107.0,GST on Expenses,28.18,Job,,,,,
The Printing Well Pty Ltd,,,,,,,,,,4255.0,,05/07/2024,05/07/2024,,,UAE worksheets printing,1,183.8,,62802.0,GST on Expenses,18.38,Job,,,,,
The Printing Well Pty Ltd,,,,,,,,,,4255.0,,05/07/2024,05/07/2024,,,.,1,0.00,,62802.0,BAS Excluded,0.00,Job,,,,,
Bunnings Warehouse,,,,,,,,,,4338.0,,05/07/2024,05/07/2024,,,Testing equipment bought by Mick ,1,185.39,,61705.0,GST on Expenses,18.54,Job,,,,,
Laboratorio de Resbaladicidad SL,,,,,,,,,,4262.0,,07/07/2024,07/07/2024,,,Shipping cost pendulum invoice #FRA/24/05/0213 dated 21/05/2024. Pendulum arrived on 18-06-20204,1,711.96,,60027.0,BAS Excluded,0.00,Job,,,,,
National Storage- Bohle,,,,,,,,,,4258.0,,08/07/2024,08/07/2024,,,6 months rental storage in Townsville,1,436.36,,61615.0,GST on Expenses,43.64,Job,,,,,
Sydney Water,,,,,,,,,,4279.0,,09/07/2024,09/07/2024,,,Water and Sewerage Sydney apartment,1,172.79,,62716.0,GST Free Expenses,0.00,Job,,,,,
Department of Transport and Main Roads,,,,,,,,,,4280.0,,09/07/2024,09/07/2024,,,12 months registration 469HZ3,1,845.65,,62004.0,BAS Excluded,0.00,Job,,,,,
Microsoft Pty Ltd,,,,,,,,,,4339.0,,09/07/2024,09/07/2024,,,Microsoft Syntex subscription,1,159.79,,61005.0,GST on Expenses,15.98,Job,,,,,
Apple Pty Ltd,,,,,,,,,,4267.0,,10/07/2024,10/07/2024,,,iPhone case for Mick Walton,1,71.82,,61007.0,GST on Expenses,7.18,Job,,,,,
Xero Australia Pty Ltd,,,,,,,,,,4321.0,,10/07/2024,10/07/2024,,,Xero monthly subscription,1,30.23,,62623.0,GST on Expenses,3.02,Job,,,,,
Australia Wide First Aid,,,,,,,,,,4266.0,,12/07/2024,12/07/2024,,,"Firs aid and CPR courses for (Natalie, Grant, Ned. Elliot)",1,360,,61804.0,GST on Expenses,36,Job,,,,,
Comply Flow Pty Ltd,,,,,,,,,,4270.0,,16/07/2024,16/07/2024,,,CBRE/ISPT Comply Flow induction - Elliot Benson,1,32.99,,60101.0,GST on Expenses,3.3,Job,,,,,
Comply Flow Pty Ltd,,,,,,,,,,4271.0,,16/07/2024,16/07/2024,,,CBRE/ISPT Comply Flow induction - Chris Rezuk,1,32.99,,60101.0,GST on Expenses,3.3,Job,,,,,
Comply Flow Pty Ltd,,,,,,,,,,4272.0,,16/07/2024,16/07/2024,,,CBRE/ISPT Comply Flow induction - Grant MacVitie,1,32.99,,60101.0,GST on Expenses,3.3,Job,,,,,
Comply Flow Pty Ltd,,,,,,,,,,4273.0,,16/07/2024,16/07/2024,,,CBRE/ISPT Comply Flow induction - Nathan Martin,1,32.99,,60101.0,GST on Expenses,3.3,Job,,,,,
Comply Flow Pty Ltd,,,,,,,,,,4274.0,,16/07/2024,16/07/2024,,,CBRE/ISPT Comply Flow induction - Joshua Walden,1,32.99,,60101.0,GST on Expenses,3.3,Job,,,,,
Servco Australia Morningside Pty Ltd,,,,,,,,,,4276.0,,18/07/2024,18/07/2024,,,Rubber mat for RAV4 for 053GU9,1,106.39,,62007.0,GST on Expenses,10.64,Job,,,,,
Office Works,,,,,,,,,,4277.0,,18/07/2024,18/07/2024,,,Stationary Lota,1,94.62,,61301.0,GST on Expenses,9.46,Job,,,,,
Ink Station,,,,,,,,,,4278.0,,18/07/2024,18/07/2024,,,Tonner and drum for Lota,1,553.1,,61301.0,GST on Expenses,55.31,Job,,,,,
iPRO Group Pty Ltd,,,,,,,,,,4282.0,,20/07/2024,20/07/2024,,,Induction monthly subscription,1,45,,60101.0,GST on Expenses,4.5,Job,,,,,
Apple Pty Ltd,,,,,,,,,,4283.0,,20/07/2024,20/07/2024,,,iPhone 15 for MM,1,"1,680.91",,13510.0,BAS Excluded,168.09,Job,,,,,
Apple Pty Ltd,,,,,,,,,,4283.0,,20/07/2024,20/07/2024,,,Iphone case ,1,71.82,,61007.0,GST on Expenses,7.18,Job,,,,,
Bunnings Warehouse,,,,,,,,,,4284.0,,23/07/2024,23/07/2024,,,6 M6 SS 316 Pack of 6,1,2.82,,61711.0,GST on Expenses,.28,Job,,,,,
Big Blue Self Storage,,,,,,,,,,4285.0,,23/07/2024,23/07/2024,,,Cairns storage unit 6 months,1,518.18,,61606.0,GST on Expenses,51.82,Job,,,,,
Seek Limited,,,,,,,,,,4286.0,,23/07/2024,23/07/2024,,,Advertising for new technician,1,925,,60018.0,GST on Expenses,92.5,Job,,,,,
The Good Guys Discount Warehouses (Australia) P/L,,,,,,,,,,4287.0,,23/07/2024,23/07/2024,,,Heater for Lota HQ,1,144.55,,60013.0,GST on Expenses,14.45,Job,,,,,
Microsoft Regional Sales Pte Ltd,,,,,,,,,,4301.0,,23/07/2024,23/07/2024,,,Licenses Microsoft email monthly subsciption,1,63,,61010.0,GST on Expenses,6.3,Job,,,,,
Microsoft Regional Sales Pte Ltd,,,,,,,,,,4324.0,,23/07/2024,23/07/2024,,,Cloud monthly subscription,1,72.6,,61010.0,GST on Expenses,7.26,Job,,,,,
Energy Australia Pty Ltd,,,,,,,,,,4294.0,,24/07/2024,24/07/2024,,,Electricity Sydney apartment,1,525.08,,62708.0,GST on Expenses,52.51,Job,,,,,
Bayside Council,,,,,,,,,,4320.0,,24/07/2024,24/07/2024,,,Sydney apartment 12 months council rates,1,"1,601.95",,62717.0,BAS Excluded,0.00,Job,,,,,
Comply Flow Pty Ltd,,,,,,,,,,4290.0,,25/07/2024,25/07/2024,,,CBRE ISPT INDUCTION for Ned Holzberger,1,32.99,,60101.0,GST on Expenses,3.3,Job,,,,,
Comply Flow Pty Ltd,,,,,,,,,,4291.0,,25/07/2024,25/07/2024,,,CBRE ISPT INDUCTION for Mick Walton,1,32.99,,60101.0,GST on Expenses,3.3,Job,,,,,
Comply Flow Pty Ltd,,,,,,,,,,4292.0,,25/07/2024,25/07/2024,,,CBRE ISPT INDUCTION for Joel Barnett,1,32.99,,60101.0,GST on Expenses,3.3,Job,,,,,
Comply Flow Pty Ltd,,,,,,,,,,4293.0,,25/07/2024,25/07/2024,,,CBRE ISPT INDUCTION for Carl Kleinhaus,1,32.99,,60101.0,GST on Expenses,3.3,Job,,,,,
National Storage Mackay CBD,,,,,,,,,,4295.0,,26/07/2024,26/07/2024,,,6 months rental storage Mackay,1,470.91,,61618.0,GST on Expenses,47.09,Job,,,,,
The Royal Automobile Club of Queensland Limited,,,,,,,,,,4300.0,,26/07/2024,26/07/2024,,,RACQ renovation policy 728 WLM,1,110,,62015.0,GST on Expenses,11,Job,,,,,
TNT Express,,,,,,,,,,4304.0,,27/07/2024,27/07/2024,,,Shipping fee sending pendulum calibrated to Multiple Services,1,87.46,,60027.0,GST on Expenses,8.75,Job,,,,,
Bunnings Warehouse,,,,,,,,,,4296.0,,28/07/2024,28/07/2024,,,Vent hall and a ladder step for GTCC,1,97.52,,62606.0,GST on Expenses,9.75,Job,,,,,
Vodafone Pty Limited,,,,,,,,,,4297.0,,28/07/2024,28/07/2024,,,Telephone bill Lota and Internet Sydney apartment $82.65,1,"1,021.7",,61004.0,GST on Expenses,102.17,Job,,,,,
Whelan Property Group,,,,,,,,,,4307.0,,28/07/2024,28/07/2024,,,Body corporate fees Sydney apartment ,1,"1,590.09",,62707.0,GST on Expenses,159.01,Job,,,,,
Office Works,,,,,,,,,,4302.0,,30/07/2024,30/07/2024,,,Stationary Lota,1,323.45,,61301.0,GST on Expenses,32.34,Job,,,,,
Nespresso,,,,,,,,,,4303.0,,30/07/2024,30/07/2024,,, Coffee for Lota,1,149.09,,61304.0,GST on Expenses,14.91,Job,,,,,
Zoom Office Cleaning,,,,,,,,,,4298.0,,31/07/2024,31/07/2024,,,July cleaning at the GTCC,1,218.8,,62622.0,GST on Expenses,21.88,Job,,,,,
Zoom Office Cleaning,,,,,,,,,,4299.0,,31/07/2024,31/07/2024,,,July cleaning at Lota HQ,1,"1,170.13",,61107.0,GST on Expenses,117.01,Job,,,,,
CM3 Contractor Management Pty Ltd,,,,,,,,,,4305.0,,31/07/2024,31/07/2024,,,Induction for Joshua Walden,1,24.2,,60101.0,GST on Expenses,2.42,Job,,,,,
Tork Signs,,,,,,,,,,4306.0,,31/07/2024,31/07/2024,,,Sigane for Sydney RAV ,1,125,,60018.0,GST on Expenses,12.5,Job,,,,,
Wash On Wheels,,,,,,,,,,4308.0,,31/07/2024,31/07/2024,,,Car detailing BMW (O49DV7) and RAV 4 (923EL5),1,343.64,,62005.0,GST on Expenses,34.36,Job,,,,,
Office Works,,,,,,,,,,4309.0,,31/07/2024,31/07/2024,,,Stationary Lota,1,122.75,,61301.0,GST on Expenses,12.27,Job,,,,,
Red ICT,,,,,,,,,,4313.0,,31/07/2024,31/07/2024,,,Internet Lota,1,111.18,,61004.0,GST on Expenses,11.12,Job,,,,,
Red ICT,,,,,,,,,,4313.0,,31/07/2024,31/07/2024,,,Internet GTCC,1,102.09,,62614.0,GST on Expenses,10.21,Job,,,,,
Empire Accountants,,,,,,,,,,4316.0,,31/07/2024,31/07/2024,,,Monthly fixed agreement FY 2024/2025,1,"1,710",,60008.0,GST on Expenses,171,Job,,,,,
Empire Accountants,,,,,,,,,,4316.0,,31/07/2024,31/07/2024,,,Bank surcharge,1,1.9,,60008.0,BAS Excluded,0.00,Job,,,,,
Motorpass,,,,,,,,,,4317.0,,31/07/2024,31/07/2024,,,Fuel in July 2024 all vehicles,1,"3,073.59",,62001.0,GST on Expenses,307.36,Job,,,,,
Nifty Group Pty Ltd,,,,,,,,,,4310.0,,01/08/2024,01/08/2024,,,Monthly cloud back up,1,80.91,,61001.0,GST on Expenses,8.09,Job,,,,,
Nifty Group Pty Ltd,,,,,,,,,,4310.0,,01/08/2024,01/08/2024,,,Credit card surcharge,1,1.78,,61001.0,BAS Excluded,0.00,Job,,,,,
MYOB Australia Pty Ltd,,,,,,,,,,4311.0,,01/08/2024,01/08/2024,,,MYOB monthly subscription,1,160.91,,60017.0,GST on Expenses,16.09,Job,,,,,
Citygreen,,,,,,,,,,4312.0,,01/08/2024,01/08/2024,,,Indoor plants maintenance,1,70.45,,61107.0,GST on Expenses,7.05,Job,,,,,
Coorparoo Paint & Panel,,,,,,,,,,4315.0,,01/08/2024,01/08/2024,,,RAV 4 spare tyre for DL34BV and the other tyre is a spare not assigned to any RAV4 yet.,1,"1,000",,62005.0,GST on Expenses,100,Job,,,,,
Sk&SW Pty Ltd,,,,,,,,,,4364.0,,01/08/2024,01/08/2024,,,Mandarin session in July 2024 (Helen provided this invoice on 26-08-2024 as a result is recorded in August as GST is already reported and lodged),1,227.27,,61804.0,GST on Expenses,22.73,Job,,,,,
Xero (NZ) Ltd,,,,,,,,,,4318.0,,03/08/2024,03/08/2024,,,ISTS Safety Consultancy monthly subscription,1,43.78,,62819.0,BAS Excluded,0.00,Job,,,,,
Origin Energy,,,,,,,,,,4325.0,,05/08/2024,05/08/2024,,,Electricity bill in Lota,1,18.41,,61103.0,GST on Expenses,1.84,Job,,,,,
Rapid Global,,,,,,,,,,4323.0,,08/08/2024,08/08/2024,,,Savills induction for Grant MacVitie,1,30,,60101.0,GST on Expenses,3,Job,,,,,
Bridgestone Australia Ltd,,,,,,,,,,4329.0,,08/08/2024,08/08/2024,,,Fitting tyre and adjusted DL3 4BV,1,353.64,,62005.0,GST on Expenses,35.36,Job,,,,,
London Fire & Safety,,,,,,,,,,4328.0,,09/08/2024,09/08/2024,,,Fire alarm inspection at the GTCC,1,55,,62630.0,GST on Expenses,5.5,Job,,,,,
Microsoft Pty Ltd,,,,,,,,,,4331.0,,09/08/2024,09/08/2024,,,Microsoft sintex,1,5.33,,61005.0,GST on Expenses,.53,Job,,,,,
London Fire & Safety,,,,,,,,,,4340.0,,09/08/2024,09/08/2024,,,Smoke and Fire extinguisher inspections at Lota,1,105,,60107.0,GST on Expenses,10.5,Job,,,,,
Xero Australia Pty Ltd,,,,,,,,,,4330.0,,10/08/2024,10/08/2024,,,Xero monthly subscription Walton Global,1,30.23,,62623.0,GST on Expenses,3.02,Job,,,,,
TNT Express,,,,,,,,,,4337.0,,10/08/2024,10/08/2024,,,Shipping Pendulum to Austral Bricks,1,99.93,,60027.0,GST on Expenses,9.99,Job,,,,,
Melbourne IT,,,,,,,,,,4332.0,,11/08/2024,11/08/2024,,,GPC domain renewal,1,179.95,,61003.0,GST on Expenses,18,Job,,,,,
Melbourne IT,,,,,,,,,,4333.0,,11/08/2024,11/08/2024,,,sliptestingequipment domain renewal,1,179.95,,61003.0,GST on Expenses,18,Job,,,,,
Regional Insurance Broker (RIBSQ Pty Ltd),,,,,,,,,,4334.0,,12/08/2024,12/08/2024,,,RAV 4 added to the vehicle policy 154 KV2,1,"1,482.05",,61401.0,GST on Expenses,148.2,Job,,,,,
Regional Insurance Broker (RIBSQ Pty Ltd),,,,,,,,,,4334.0,,12/08/2024,12/08/2024,,,Discount correction garaging address,1,-83.5,,61401.0,GST on Expenses,-8.35,Job,,,,,
Regional Insurance Broker (RIBSQ Pty Ltd),,,,,,,,,,4334.0,,12/08/2024,12/08/2024,,,Stamp duty (vehicle),1,146.72,,62006.0,BAS Excluded,0.00,Job,,,,,
Regional Insurance Broker (RIBSQ Pty Ltd),,,,,,,,,,4334.0,,12/08/2024,12/08/2024,,,Correction Stamp duty,1,-8.27,,62006.0,BAS Excluded,0.00,Job,,,,,
Regional Insurance Broker (RIBSQ Pty Ltd),,,,,,,,,,4334.0,,12/08/2024,12/08/2024,,,Broker fee,1,48.2,,61405.0,GST on Expenses,4.83,Job,,,,,
Regional Insurance Broker (RIBSQ Pty Ltd),,,,,,,,,,4334.0,,12/08/2024,12/08/2024,,,Broker Fee,1,.11,,61405.0,GST on Expenses,.01,Job,,,,,
Supercheap Auto,,,,,,,,,,4341.0,,12/08/2024,12/08/2024,,,Wipers for RAV4 053GU9,1,26.35,,62005.0,GST on Expenses,2.64,Job,,,,,
Bunnings Warehouse,,,,,,,,,,4390.0,,14/08/2024,14/08/2024,,,Testing equipment,1,140.02,,61705.0,GST on Expenses,14,Job,,,,,
Laboratorio de Resbaladicidad SL,,,,,,,,,,4342.0,,16/08/2024,16/08/2024,,,Shipping invoices #FRA24/07/0356 09-07-2024 AND FRA/24/08/0401.,1,"1,130.56",,60027.0,BAS Excluded,0.00,Job,,,,,
Office Works,,,,,,,,,,4344.0,,16/08/2024,16/08/2024,,,Stationary,1,126.38,,61301.0,GST on Expenses,12.64,Job,,,,,
TNT Express,,,,,,,,,,4348.0,,17/08/2024,17/08/2024,,,Adjustment shipping to Austral Bricks,1,61.5,,60027.0,GST on Expenses,6.15,Job,,,,,
Urban Utilities,,,,,,,,,,4347.0,,19/08/2024,19/08/2024,,,Water and sewerage GTCC,1,223,,62619.0,BAS Excluded,0.00,Job,,,,,
Regional Insurance Broker (RIBSQ Pty Ltd),,,,,,,,,,4352.0,,19/08/2024,19/08/2024,,,New  Public liability  Vero Policy Number ( New policy for rails and airports),1,"5,500",,61401.0,GST on Expenses,550,Job,,,,,
Regional Insurance Broker (RIBSQ Pty Ltd),,,,,,,,,,4352.0,,19/08/2024,19/08/2024,,,Remove Public liability to Vero Policy Number: 15T4557200 ( New policy for rails and airports),1,"-4,159.1",,61401.0,GST on Expenses,-415.91,Job,,,,,
Regional Insurance Broker (RIBSQ Pty Ltd),,,,,,,,,,4352.0,,19/08/2024,19/08/2024,,,Credit card surcharge,1,27.22,,61401.0,BAS Excluded,0.00,Job,,,,,
Regional Insurance Broker (RIBSQ Pty Ltd),,,,,,,,,,4352.0,,19/08/2024,19/08/2024,,,Stamp duty,1,544.5,,61403.0,BAS Excluded,0.00,Job,,,,,
Regional Insurance Broker (RIBSQ Pty Ltd),,,,,,,,,,4352.0,,19/08/2024,19/08/2024,,,Stamp duty,1,-411.75,,61403.0,BAS Excluded,0.00,Job,,,,,
Regional Insurance Broker (RIBSQ Pty Ltd),,,,,,,,,,4352.0,,19/08/2024,19/08/2024,,,Broker Fee,1,186.82,,61405.0,GST on Expenses,18.68,Job,,,,,
Regional Insurance Broker (RIBSQ Pty Ltd),,,,,,,,,,4352.0,,19/08/2024,19/08/2024,,,Broker fee,1,1.6,,61405.0,GST on Expenses,.16,Job,,,,,
The Printing Well Pty Ltd,,,,,,,,,,4345.0,,20/08/2024,20/08/2024,,,Worksheets for wet an dry test printing for UAE,1,181.82,,61301.0,GST on Expenses,18.18,Job,,,,,
The Printing Well Pty Ltd,,,,,,,,,,4345.0,,20/08/2024,20/08/2024,,,Credit card surcharge,1,2.18,,61301.0,BAS Excluded,0.00,Job,,,,,
iPRO Group Pty Ltd,,,,,,,,,,4346.0,,20/08/2024,20/08/2024,,,Induction monthly subscription,1,45,,60101.0,GST on Expenses,4.5,Job,,,,,
SLH Mowing ,,,,,,,,,,4374.0,,20/08/2024,20/08/2024,,,Backyard maintenance,1,118.18,,61107.0,GST on Expenses,11.82,Job,,,,,
Rapid Global,,,,,,,,,,4349.0,,21/08/2024,21/08/2024,,,1 credit for Retail Projex induction,1,30,,60101.0,GST on Expenses,3,Job,,,,,
Veritas Engineering Pty Ltd,,,,,,,,,,4351.0,,21/08/2024,21/08/2024,,,ASIC renewal Nathan Martin,1,317.09,,60101.0,GST on Expenses,31.71,Job,,,,,
Veritas Engineering Pty Ltd,,,,,,,,,,4351.0,,21/08/2024,21/08/2024,,,credit card surcharge,1,6.53,,60101.0,BAS Excluded,0.00,Job,,,,,
Harvey Norman,,,,,,,,,,4353.0,,22/08/2024,22/08/2024,,,New fridge for Sydney apartment,1,952.73,,62705.0,GST on Expenses,95.27,Job,,,,,
Coorparoo Paint & Panel,,,,,,,,,,4358.0,,23/08/2024,23/08/2024,,,Repairing and painting the right door after it was accidentally hit by Nathan 923EL5,1,"1,750.79",,62005.0,GST on Expenses,175.08,Job,,,,,
Tork Signs,,,,,,,,,,4360.0,,23/08/2024,23/08/2024,,,Signance for 154KV2,1,165,,60018.0,GST on Expenses,16.5,Job,,,,,
Microsoft Regional Sales Pte Ltd,,,,,,,,,,4362.0,,23/08/2024,23/08/2024,,,Licenses for the cloud monthly subscription,1,63,,61010.0,GST on Expenses,6.3,Job,,,,,
Microsoft Regional Sales Pte Ltd,,,,,,,,,,4363.0,,23/08/2024,23/08/2024,,,Microsoft licenses monthly subscription,1,72.6,,61010.0,GST on Expenses,7.26,Job,,,,,
Baywash Carwash,,,,,,,,,,4410.0,,23/08/2024,23/08/2024,,,Car washing 728 WLM,1,22.73,,62005.0,GST on Expenses,2.27,Job,,,,,
Palm Beach Collection,,,,,,,,,,4359.0,,25/08/2024,25/08/2024,,,Fragrances  ,1,136.23,,61304.0,GST on Expenses,13.62,Job,,,,,
Bunnings Warehouse,,,,,,,,,,4389.0,,25/08/2024,25/08/2024,,,Testing equipment,1,117.98,,61705.0,GST on Expenses,11.8,Job,,,,,
Rapid Global,,,,,,,,,,4365.0,,26/08/2024,26/08/2024,,,Rapid Global induction Mirvac,1,30,,60101.0,GST on Expenses,3,Job,,,,,
Rapid Global,,,,,,,,,,4366.0,,26/08/2024,26/08/2024,,,Rapid Global induction Dreamworld,1,25,,60101.0,GST on Expenses,2.5,Job,,,,,
Comply Flow Pty Ltd,,,,,,,,,,4367.0,,26/08/2024,26/08/2024,,,Comply flow CBRE/ISPT,1,35.53,,60101.0,GST on Expenses,3.55,Job,,,,,
Vodafone Pty Limited,,,,,,,,,,4370.0,,27/08/2024,27/08/2024,,,ISTS telephone bill and Internet in Sydney apartment,1,876.45,,61004.0,GST on Expenses,87.64,Job,,,,,
Australia Post,,,,,,,,,,4376.0,,28/08/2024,28/08/2024,,,ASIC pas for Joshua Warren,1,317.09,,60101.0,GST on Expenses,31.71,Job,,,,,
The Mat Group,,,,,,,,,,4378.0,,28/08/2024,28/08/2024,,,Mat for HQ meeting room,1,289.64,,60014.0,GST on Expenses,28.96,Job,,,,,
Office Works,,,,,,,,,,4381.0,,28/08/2024,28/08/2024,,,Stationary,1,180.96,,61301.0,GST on Expenses,18.09,Job,,,,,
Office Works,,,,,,,,,,4381.0,,28/08/2024,28/08/2024,,,Apple earpods,1,52.73,,61007.0,GST on Expenses,5.27,Job,,,,,
Office Works,,,,,,,,,,4381.0,,28/08/2024,28/08/2024,,,Travel organiser,1,45.45,,61512.0,GST on Expenses,4.55,Job,,,,,
CM3 Contractor Management Pty Ltd,,,,,,,,,,4377.0,,29/08/2024,29/08/2024,,,Induction CM3 JLL for Joshua Warren,1,24.2,,60101.0,GST on Expenses,2.42,Job,,,,,
National Storage- Coconut Grove,,,,,,,,,,4382.0,,29/08/2024,29/08/2024,,,Darwin storage unit 6 months,1,463.64,,61613.0,GST on Expenses,46.36,Job,,,,,
