*ContactName,EmailAddress,POAddressLine1,POAddressLine2,POAddressLine3,POAddressLine4,POCity,PORegion,POPostalCode,POCountry,*InvoiceNumber,Reference,*InvoiceDate,*DueDate,Total,InventoryItemCode,*Description,*Quantity,*UnitAmount,Discount,*AccountCode,*TaxType,TaxAmount,TrackingName1,TrackingOption1,TrackingName2,TrackingOption2,Currency,BrandingTheme,Exchange Rate
 National Flooring Distributors,,,,,,,,,,69477,,12/09/2022,12/09/2022,,,Provide special request wet slip resistance measurement and report for the following samples. Testing performed 09-09-2022. Testing requested by Bonnie Ly.\r\n- Soundless Luxury Plank Light Brown Timber Look Vinyl 18x30cm.\r\n- Sunvista Luxury Plank Dark Brown Timber Look Vinyl 18x30cm,1,300.00,,43002,GST on Income,30.00,Job,8005-Product Class- AU,,,,,
 Woolworths Facilities Management,,,,,,,,,,69478,PF2503,12/09/2022,12/09/2022,,,Provide annual wet and dry slip resistance measurement and report for Woolworths Mascot. Testing performed 05-09-2022. Work Order WF3091 Purchase Order PF2503,1,680.00,,43000,GST on Income,68.00,Job,716-02-Woolworths Mascot,,,,,
 Primewest Diversified Income Trust No.3,,,,,,,,,,69479,512514-427,12/09/2022,12/09/2022,,,Provide 6 monthly wet slip resistance measurement and report for Primewest Yamanto. Testing performed 1-09-2022. Purchase Order 512514-427,1,425.00,,43000,GST on Income,42.50,Job,1369-23-Primewest Yamanto,,,,,
 INTREC Facilities  Management Pty Ltd,,,,,,,,,,69480,,13/09/2022,13/09/2022,,,Provide special request wet slip resistance measurement and report for Milperra Public School. Testing performed 08-09-2022. Testing requested by Brendan Duffy.,1,500.00,,43001,GST on Income,50.00,Job,4008-Specials - SYD,,,,,
 LIF Pty Limited,,,,,,,,,,69481,3109381,13/09/2022,13/09/2022,,,Provide 3 monthly wet and dry slip resistance measurement and report for Marketplace Leichhardt. Testing performed 05-09-2022. Purchase Order 0003109381,1,665.00,,43000,GST on Income,66.50,Job,698-07-Marketplace Leichhardt,,,,,
 520 Wickham Street Trust,,,,,,,,,,69482,MG11360,13/09/2022,13/09/2022,,,Provide annual wet and dry slip resistance measurement and report for HQ South Tower. Testing performed 09-09-2022. Purchase Order MG11360,1,625.00,,43000,GST on Income,62.50,,,,,,,
 Dearmer Investments Pty Ltd,,,,,,,,,,69483,,13/09/2022,13/09/2022,,,Provide annual wet slip resistance measurement and report for Peregian Springs Shopping Centre. Testing performed 08-09-2022.,1,415.00,,43000,GST on Income,41.50,,,,,,,
 My Floor Flooring Solutions,,,,,,,,,,69484,,13/09/2022,13/09/2022,,,Provide special request wet slip resistance measurement and report for 469 Settlement Road. Testing performed on 13-09-2022. Testing requested by Lauren Kershaw.,1,650.00,,43001,GST on Income,65.00,Job,4004-Specials - SEQ,,,,,
 Mirvac Real Estate Pty Ltd,,,,,,,,,,69485,2376390,13/09/2022,13/09/2022,,,Provide annual wet and dry slip resistance measurement and report for 8-12 Chifley Square. Testing performed 07-09-2022. Purchase Order 2376390 Work Order 818462,1,545.00,,43000,GST on Income,54.50,,,,,,,
 CLN AFT Lennox Shopping Village,,,,,,,,,,69486,AU01548215,13/09/2022,13/09/2022,,,Provide annual wet and dry slip resistance measurement and report for Lennox Village Centre. Testing performed 06-09-2022. Purchase Order AU01548215,1,750.00,,43000,GST on Income,75.00,,,,,,,
 Shopping Centres Australasia Property Group Re Ltd,,,,,,,,,,69487,W9473739,13/09/2022,13/09/2022,,,Provide 6 monthly wet and dry slip resistance measurement and report for Chancellor Park Marketplace. Testing performed 12-09-2022. Purchase Order W9473739,1,510.00,,43000,GST on Income,51.00,Job,1412-09-Chancellor Park Marketplace,,,,,
 Buzloj Pty Ltd,,,,,,,,,,69488,SO7133192_243924,13/09/2022,13/09/2022,,,Provide 6 monthly wet slip resistance measurement and report for Mountain Creek Shopping Centre. Testing performed 12-09-2022. Purchase Order SO7133192_243924,1,390.00,,43000,GST on Income,39.00,Job,1437-01-Mountain Creek SC,,,,,
 McNab Developments (QLD) Pty Ltd,,,,,,,,,,69489,PO13195924,13/09/2022,13/09/2022,,,Provide special request wet slip resistance measurement and report for Sunshine Coast City Hall. Testing performed 13-09-2022. Purchase Order Number: 19135924. Testing requested by Will Adams.,1,675.00,,43001,GST on Income,67.50,Job,4004-Specials - SEQ,,,,,
 Wedge Street 1869 Pty Limited atf,,,,,,,,,,69490,#000059,13/09/2022,13/09/2022,,,Provide 6 monthly wet and dry slip resistance measurement and report for Engadine Central Shopping Centre. Testing preformed 07-09-2022. Purchase Order #000059,1,545.00,,43000,GST on Income,54.50,Job,506-01-Engadine Central SC,,,,,
 Concord Industrial Coatings Pty Ltd,,,,,,,,,,69491,1030,13/09/2022,13/09/2022,,,Provide special request wet slip resistance measurement and report for Stockland Aura Sales. Testing performed on 13-09-2022. Purchase Order No: 00001030. Testing requested by Carin Davidson.,1,825.00,,43001,GST on Income,82.50,Job,4004-Specials - SEQ,,,,,
 Assetlink (QLD),,,,,,,,,,69492,PO107482,13/09/2022,13/09/2022,,,Provide 3 monthly wet and dry slip resistance measurement and report for Brickworks Centre. Testing performed 02-09-2022. Purchase order PO107482,1,575.00,,43000,GST on Income,57.50,,,,,,,
 Assetlink (QLD),,,,,,,,,,69494,PO107481,13/09/2022,13/09/2022,,,Provide 6 monthly wet and dry slip resistance measurement and report for Warner Marketplace. Testing performed 07-09-2022. Purchase order PO107481,1,575.00,,43000,GST on Income,57.50,,,,,,,
 Jefwell Pty Ltd,,,,,,,,,,69495,CWO0504788,13/09/2022,13/09/2022,,,Provide 6 monthly wet and dry slip resistance measurement and report for Mt Annan Marketplace. Testing performed 08-09-2022. Purchase Order CWO0504788,1,640.00,,43000,GST on Income,64.00,Job,596-Mt Annan Marketplace,,,,,
 Belgotex Floorcoverings Australia,,,,,,,,,,69496,,14/09/2022,14/09/2022,,,"Provide special request wet slip resistance measurement and report for the following sample. Testing performed 14/09/2022. Testing requested by Justin Mitchell.\r\n - Kensington, Maple, Timber Look Vinyl, 18x122cm",1,150.00,,43002,GST on Income,15.00,Job,8005-Product Class- AU,,,,,
 Ruthven Innopark Pty Ltd ATF The Ruthven,,,,,,,,,,69497,SO7133631_243924,14/09/2022,14/09/2022,,,Provide annual wet slip resistance measurement and report for 20 Innovation Parkway. Testing performed 12-09-2022. Purchase Order SO7133631_243924,1,390.00,,43000,GST on Income,39.00,Job,1437-18-20 Innovation Parkway,,,,,
 Kawana Holdings Pty Ltd atf The Kawana Unit Trust,,,,,,,,,,69498,SO7132160_243924,14/09/2022,14/09/2022,,,Provide annual wet and dry slip resistance measurement and report for Kawana House. Testing performed 12-09-2022. Purchase Order SO7132160_243924,1,585.00,,43000,GST on Income,58.50,Job,1437-57-Kawana House,,,,,
 BIC Consolidated,,,,,,,,,,69499,95888,14/09/2022,14/09/2022,,,Provide 6 monthly wet and dry slip resistance measurement and report for 42-60 Albert Street. Testing performed 05-09-2022. Purchase order 95888,1,675.00,,43000,GST on Income,67.50,,,,,,,
 Ibis Budget Campbelltown,,,,,,,,,,69500,,14/09/2022,14/09/2022,,,Provide annual wet and dry slip resistance measurement and report for Ibis Budget Campbelltown. Testing performed 08-09-2022. ,1,645.00,,43000,GST on Income,64.50,Job,720-12-Ibis Budget Campbelltown,,,,,
 Mooloolaba International CTS 27524,,,,,,,,,,69501,,14/09/2022,14/09/2022,,,Provide annual wet and dry slip resistance measurement and report for Mooloolaba International Mall. Testing performed 12-09-2022. ,1,670.00,,43000,GST on Income,67.00,Job,1407-Mooloolaba International,,,,,
 Brisbane Airport Corporation Pty Limited,,,,,,,,,,69502,PCA00753,15/09/2022,15/09/2022,,,Provide annual wet slip resistance measurement and report for Brisbane Airport Pedestrian Crossings (Half Audit). Testing performed 14-09-2022. Purchase Order PCA00753,1,"1,420.00",,43000,GST on Income,142.00,Job,1410-06-BNE Airport PED Half Audi,,,,,
 Brisbane BMW ,,,,,,,,,,69503,,15/09/2022,15/09/2022,,,JIMNY GLX 1.51 SSpd Manual Wagon MY19,1,"28,181.82",,43005,GST on Income,"2,818.18",,,,,,,
 South City Construct,,,,,,,,,,69504,21202,15/09/2022,15/09/2022,,,"Provide special request wet slip resistance measurement and report for the following samples. Testing performed 15/09/2022. Testing requested by Cameron Van Der Merwe. Order #21202\r\n - Ceramica Senio, ST2V1102, Beige, Tile, Sealer, 20x20cm",1,150.00,,43002,GST on Income,15.00,Job,8005-Product Class- AU,,,,,
 Zupp 349 Pty Ltd,,,,,,,,,,69505,AU01539564,15/09/2022,15/09/2022,,,Provide every 2nd year wet and dry slip resistance measurement and report for 349 Coronation Drive. Testing performed 13-09-2022. Purchase Order AU01539564,1,690.00,,43000,GST on Income,69.00,,,,,,,
 Dexus Property Services P/L (DXPS),,,,,,,,,,69506,1271073,15/09/2022,15/09/2022,,,Provide annual wet and dry slip resistance measurement and report for 42 Manton Street. Testing performed 14-09-2022. Purchase Order 1271073,1,585.00,,43000,GST on Income,58.50,Job,1240-04-42 Manton St,,,,,
 Dexus Property Services P/L (DXPS),,,,,,,,,,69507,1271068,15/09/2022,15/09/2022,,,Provide annual wet and dry slip resistance measurement and report for 34 Manton Street. Testing performed 14-9-2022. Purchase Order 1271068,1,585.00,,43000,GST on Income,58.50,Job,1240-08-34 Manton Street,,,,,
 Aqua Facilities Management,,,,,,,,,,69508,,15/09/2022,15/09/2022,,,Provide special request wet and dry slip resistance measurement and report for Market Square Deception Bay. Testing performed 14-09-2022. Testing requested by Rachel.,1,575.00,,43001,GST on Income,57.50,Job,4004-Specials - SEQ,,,,,
 Elanor Investment Nominees Ptl Ltd as Tr,,,,,,,,,,69510,CWO0505383,16/09/2022,16/09/2022,,,Provide 6 monthly wet and dry slip resistance measurement and report for Fairfield Central Shopping Centre. Testing performed 08-09-2022. Purchase Order CWO0505383,1,650.00,,43000,GST on Income,65.00,,,,,,,
 Building A CTS 28544,,,,,,,,,,69511,39563,16/09/2022,16/09/2022,,,Provide annual wet slip resistance measurement and report for 3 Nicklin Way. Testing performed 12-09-2022. Purchase Order 00039563,1,390.00,,43000,GST on Income,39.00,Job,1437-23-3 Nicklin Way,,,,,
 McAlister & Burford Pty Ltd,,,,,,,,,,69513,,16/09/2022,16/09/2022,,,Provide special request wet slip resistance measurement and report for Queensland Ambulance Service Emerald. Testing performed 15-09-202,1,"1,995.00",,43001,GST on Income,199.50,Job,4005-Specials -  RQLD,,,,,
 McAlister & Burford Pty Ltd,,,,,,,,,,69513,,16/09/2022,16/09/2022,,,Provide special request wet slip resistance measurement and report for Queensland Ambulance Service Blackwater. Testing performed 15-09-2022,1,375.00,,43001,GST on Income,37.50,Job,4005-Specials -  RQLD,,,,,
 McAlister & Burford Pty Ltd,,,,,,,,,,69513,,16/09/2022,16/09/2022,,,Slip tests requested by Matt McAlister.,1,.00,,43001,GST on Income,.00,Job,4005-Specials -  RQLD,,,,,
 BLD Building Legal & Development Pty Ltd,,,,,,,,,,69515,,16/09/2022,16/09/2022,,,Provide special request wet slip resistance measurement and report for 128 Roscoe Street Holland Park. Testing performed 16-09-2022. Testing requested by Andrew Hopkins.,1,675.00,,43001,GST on Income,67.50,Job,4004-Specials - SEQ,,,,,
 BLD Building Legal & Development Pty Ltd,,,,,,,,,,69516,,16/09/2022,16/09/2022,,,Provide special request wet slip resistance measurement and report for 76 Samford Road Alderley. Testing performed 16-09-2022. Testing requested by Andrew Hopkins.,1,675.00,,43001,GST on Income,67.50,Job,4004-Specials - SEQ,,,,,
 Fabcot Pty Limited,,,,,,,,,,69517,CWO0505605,16/09/2022,16/09/2022,,,Provide 6 monthly wet slip resistance measurement and report for Chermside Marketplace. Testing performed 13-07-2022. Purchase Order CWO0505605,1,425.00,,43000,GST on Income,42.50,Job,1369-31-Chermside Marketplace,,,,,
 Fabcot Pty Limited,,,,,,,,,,69518,CWO0505603,16/09/2022,16/09/2022,,,Provide 6 monthly wet and dry slip resistance measurement and report for Northside Plaza. Testing performed 12-07-2022. Purchase Order CWO0505603,1,600.00,,43000,GST on Income,60.00,Job,1369-32-Northside Plaza,,,,,
 APOT II No.1 Trust,,,,,,,,,,69519,15937,16/09/2022,16/09/2022,,,Provide 6 monthly wet and dry slip resistance measurement and report for Birkdale Fair. Testing performed 06-09-2022. Purchase Order 0015937,1,665.00,,43000,GST on Income,66.50,,,,,,,
 Darth Industries,,,,,,,,,,69520,,16/09/2022,16/09/2022,,,"Provide special request wet slip resistance measurement and report for the following samples. Testing performed 16/09/2022. Testing requested by Damon Hoole.\r\n - Materia Brick, Grey, Tile, 6x25cm\r\n - Travertino Bianco, Grey, Tile, 30x60cm",1,300.00,,43002,GST on Income,30.00,Job,8005-Product Class- AU,,,,,
 Quad Services Pty Ltd,,,,,,,,,,69521,Sep-77,19/09/2022,19/09/2022,,,Provide 3 monthly wet and dry slip resistance measurement and report for Campbelltown Mall. Testing performed 08-09-2022. Purchase order SEP 77,1,350.00,,43000,GST on Income,35.00,Job,522-01-Campbelltown Mall,,,,,
 ISPT Retail Property Trust Eastgate No.1,,,,,,,,,,69522,W9791675,19/09/2022,19/09/2022,,,Provide 6 monthly wet and dry slip resistance measurement and report for Eastgate Shopping Centre. Testing performed 07-09-2022. Purchase order W9791675,1,570.00,,43000,GST on Income,57.00,,,,,,,
 Accounts Payable,,,,,,,,,,69523,1565720,19/09/2022,19/09/2022,,,Provide special request wet slip resistance measurement and report for The Wesley Hospital. Testing performed 07-09-2022.Purchase Order Number 1565720. Testing requested by Steve Day.,1,650.00,,43001,GST on Income,65.00,Job,4004-Specials - SEQ,,,,,
 Millennium Hi-Tech Pty Ltd (SA),,,,,,,,,,69524,Whar 182022,19/09/2022,19/09/2022,,,Provide 3 monthly wet and dry slip resistance measurement and report for Wharflands Plaza. Testing performed 14-09-2022. Purchase order Whar 182022,1,725.00,,43000,GST on Income,72.50,Job,914-08-Wharflands Plaza,,,,,
 BUSINESS CREDITS PTY LTD,,,,,,,,,,69525,WUT503_2200096,19/09/2022,19/09/2022,,,Provide 6 monthly wet and dry slip resistance measurement and report for 169 Nicolson Avenue. Testing performed 14-09-2022. Purchase order WUT503_2200096,1,535.00,,43000,GST on Income,53.50,Job,902-04-169 Nicolson Avenue,,,,,
 BUSINESS CREDITS PTY LTD,,,,,,,,,,69526,WUT501_2200439,19/09/2022,19/09/2022,,,Provide 6 monthly wet and dry slip resistance measurement and report for Westlands Shopping Centre. Testing performed 14-09-2022. Purchase order WUT501_2200439,1,"1,325.00",,43000,GST on Income,132.50,Job,902-18-Westlands SC,,,,,
 Springmount Services Pty Ltd,,,,,,,,,,69527,PQ012973,19/09/2022,19/09/2022,,,Provide 3 monthly wet and dry slip resistance measurement and report for Paradise Centre. Testing performed 15-09-2022. Purchase order PQ012973,1,975.00,,43000,GST on Income,97.50,,,,,,,
 Breeze Management Group,,,,,,,,,,69528,,19/09/2022,19/09/2022,,,Provide special request wet slip resistance measurement and report for Big4 Breeze Port Elliot. Testing performed 13-09-2022. Testing requested by Kate Willson,1,"1,325.00",,43001,GST on Income,132.50,Job,4012-Specials - SA,,,,,
 Adelaide Airport Limited,,,,,,,,,,69529,,19/09/2022,19/09/2022,,,Provide 3 monthly wet and dry slip resistance measurement and report for Adelaide Airport. Testing performed 15-09-2022. ,1,740.00,,43000,GST on Income,74.00,Job,901-Adelaide Airport,,,,,
 Woolworths Group Limited,,,,,,,,,,69530,PF2556,19/09/2022,19/09/2022,,,Provide annual wet and dry slip resistance measurement and report for Woolworths Gepps Cross Support Office. Testing performed 16-09-2022. Purchase order PF2556. Work Order Number WF3144,1,680.00,,43000,GST on Income,68.00,Job,904-01-Woolworths Gipps Cross,,,,,
 Breeze Management Group,,,,,,,,,,69531,,19/09/2022,19/09/2022,,,Provide special request wet slip resistance measurement and report for Big4 Breeze Port Hughes. Testing performed 14-09-2022. Testing requested by Kate Willson.,1,"1,475.00",,43001,GST on Income,147.50,Job,4012-Specials - SA,,,,,
 Breeze Management Group,,,,,,,,,,69532,,19/09/2022,19/09/2022,,,Provide special request wet slip resistance measurement and report for Big4 Breeze Mannum. Testing performed 13-09-2022. Testing requested by Kate Willson.,1,"1,325.00",,43001,GST on Income,132.50,Job,4012-Specials - SA,,,,,
 Lumira Apartments CTS 48316,,,,,,,,,,69533,,19/09/2022,19/09/2022,,,Provide special request wet slip resistance measurement and report for Lumira Apartments. Testing performed 19-09-2022. ,1,650.00,,43001,GST on Income,65.00,Job,4004-Specials - SEQ,,,,,
 Dexus Property Services P/L (DXPS),,,,,,,,,,69534,1271690,19/09/2022,19/09/2022,,,Provide annual wet and dry slip resistance measurement and report for 30 Bellrick Street. Testing performed 15-09-2022. Purchase order 1271690,1,810.00,,43000,GST on Income,81.00,,,,,,,
 Cirka Group Pty Ltd,,,,,,,,,,69535,155457,19/09/2022,19/09/2022,,,Provide monthly wet and dry slip resistance measurement and report for Myer Centre. Testing performed 16-09-2022. Purchase order 155457,1,695.00,,43000,GST on Income,69.50,Job,911-04-Myer Centre,,,,,
 Belgotex Floorcoverings Australia,,,,,,,,,,69537,,20/09/2022,20/09/2022,,,"Provide special request wet slip resistance measurement and report for the following samples. Testing performed 19/09/2022. Testing requested by Andy Muckert.\r\n - Kensington, Ebony, Timber Look Vinyl, 18x122cm\r\n - Kensington, Magnolia, Timber Look Vinyl, 18x122cm",1,300.00,,43002,GST on Income,30.00,Job,8005-Product Class- AU,,,,,
 Vicinity Centres PM Pty Ltd,,,,,,,,,,69538,1051005,20/09/2022,20/09/2022,,,Provide 6 monthly wet and dry slip resistance measurement and report for Kurralta Central. Testing performed 15-09-2022. Purchase order 1051005,1,670.00,,43000,GST on Income,67.00,,,,,,,
 The Gap Village Shopping Centre,,,,,,,,,,69539,,20/09/2022,20/09/2022,,,Provide 6 monthly wet slip resistance measurement and report for The Gap Village SC. Testing performed 15-09-2022.,1,370.00,,43000,GST on Income,37.00,Job,1526-01-The Gap Village,,,,,
 Harbour Rocks Hotel,,,,,,,,,,69540,SLP0427,20/09/2022,20/09/2022,,,Provide 6 monthly wet and dry slip resistance measurement and report for Harbour Rocks Hotel. Testing performed 12-09-2022. Purchase order SLP0427,1,570.00,,43000,GST on Income,57.00,,,,,,,
 Challenger Life Nominees Pty Ltd ACN 091 336 793,,,,,,,,,,69541,AU01552716,20/09/2022,20/09/2022,,,Provide annual wet and dry slip resistance measurement and report for 35 Clarence Street. Testing performed 12-09-2022. Purchase order AU01552716,1,585.00,,43000,GST on Income,58.50,Job,698-35-35 Clarence Street,,,,,
