*ItemCode,ItemName,PurchasesDescription,PurchasesUnitPrice,PurchasesAccount,PurchasesTaxRate,SalesDescription,SalesUnitPrice,SalesAccount,SalesTaxRate,InventoryAssetAccount,CostOfGoodsSoldAccount
05-callies-ho-k,Callies Billet K Series Cranks,,,,,,2700.00,41110,GST on Income,,
05-2jz-2nd-hed,"2nd Hand 2JZ Head stripped, cl",,,,,,1200.00,41110,GST Free Expenses,,
06-grd-4cyl,Grind 4 Cylinder Crank,,,,,,495.00,41110,GST on Income,,
06-strtn-crnk,Striaghten Cranksharft,,,,,,143.00,41110,GST on Income,,
06-Re-siz-rds,Re-Size Rods,,,,,,45.00,41110,GST on Income,,
BUL-BL-RB36-sx-w,RBsx Wet Deck w/ Head studs,RBsx Wet Deck w/ Head studs,,,,RBsx Wet Deck w/ Head studs,13950.00,41110,GST on Income,,
05-callies-rbsx-90,Callies Magnum Billet 94.5mm ,,,,,,6500.00,41110,GST on Income,,
BUL-FR-RBsx,90mm Fire Ring Sealing System,90mm Fire Ring Sealing System,,,,90mm Fire Ring Sealing System,760.00,41110,GST on Income,,
05-rb30-torington,Torrington Kit.,,,,,,108.25,41110,GST on Income,,
05-rb30-tor-wash,Torrington Washers.,,,,,,20.00,41110,GST on Income,,
05-kelford-cams,Kelford Cams,,,,,,1050.00,41110,BAS Excluded,,
05-RB30-rear-wp,Rear Water Plate.,,,,,,110.00,41110,GST on Income,,
06-ass-RB26-shimlss,Set Shimless Cam Clearance,,,,,,770.00,41110,GST on Income,,
06-CL-pist,Clearance Pistons to Oil Jets,,,,,,220.00,41110,GST on Income,,
06-packing,Packing ,,,,,,220.00,41110,GST on Income,,
BUL-FR-tb48,TB48 Fire Ring Sealing System,TB48 Fire Ring Sealing System,,,,TB48 Fire Ring Sealing System,790.00,41110,GST on Income,,
Bul-x-rod-4,Bullet Extreme Steel I-Beam Ro,Bullet Extreme Steel I-Beam Rods 4 Cyl,,,,Bullet Extreme Steel I-Beam Rods 4 Cyl,1100.00,41110,GST on Income,,
05-prp-rb-sump,PRP Billet 2WD Sump,,,,,,1690.00,41110,GST on Income,,
05-barnes-rb-4st,Barnes 4 Stage Oil Pump kit.,,,,,,4200.00,41110,GST on Income,,
05-barnes-fuel,Rear fuel pump drive for oil p,,,,,,295.00,41110,GST on Income,,
05-ARP-7.5-stud,"AR7.500-1LGB 7.5""x1/2"" Head St",,,51120,,,39.35,41113,GST on Income,,
05-ati-bal,ATI Balancer,,,,,,1100.00,41110,GST on Income,,
BUL-wp-rb26,RB26 side wate plates,,,,,,550.00,41110,GST on Income,,
06-edm,EDM,,,,,,143.00,41110,GST on Income,,
06-grind,Grind,,,,,,0.00,41110,GST on Income,,
05-barnes-rb-ds-kit,Barnes 4 Stage Oil Pump Dry Su,,,,,,8850.00,41110,GST on Income,,
00-bank fees,Bank Fees.,,,,,,0.00,60110,GST on Income,,
00-usd-conv-aud,Conversion of AUD invoice to U,,,,,,0.00,41110,GST Free Expenses,,
05-ARP-7/16-rb-main-kit,Billet RB main stud kit.,,,51120,,,641.42,41110,GST on Income,,
05-rb-remot-ofil,Remote Oil Filter bracket.,,,,,,250.00,41110,GST on Income,,
05-rb-saenz,Saenz Titanium Rods.,,,,,,6060.00,41110,GST on Income,,
06-anodize,Anodize Billet block.,,,,,,1500.00,41110,GST on Income,,
05-callies-StreetZilla,Callies Billet 79mm Crank.,,,,,,6000.00,41110,GST on Income,,
05-rb26-crnk-gear,Crank Gear & Guides.,,,,,,155.00,41110,GST on Income,,
05-rb30-tbelt,RB30 Timing Belt to suit Bulle,,,,,,199.00,41110,GST on Income,,
05-norris-dry-sump,Norris Dry Sump Kit,,,,,,5500.00,41110,GST on Income,,
06-tunnel-head,Tunnel bore head,,,,,,220.00,41110,GST on Income,,
06-RB-awd-sump,Modified AWD Sump to suit exte,,,,,,2500.00,41110,GST on Income,,
05-2jz-ross-pan,Ross Billet DrySump Pan,,,,,,1750.00,41110,GST on Income,,
05-2jz-dailey-dry sump kit,Dailey 5 Stage Dry Sump Kit,,,,,,8990.00,41110,GST on Income,,
05-2jz-dailey-ft-cvr,Billet Front Cover to suit Dry,,,,,,1600.00,41110,GST on Income,,
06-acid,Acid Dip Engine Block,,,,,,145.00,41110,GST on Income,,
"06-mach-1/2""-stds","Machine block for 1/2"" head st",,,,,,24.00,41110,GST on Income,,
06-tun-main,Machine 6 cyl main tunnel,,,,,,550.00,41110,GST on Income,,
06-berng-clrnce,Set Rod & Main Bearing clearan,,,,,,440.00,41110,GST on Income,,
05-LS-Psi,LS Beehive springs,,,,,,455.00,41110,GST on Income,,
05-ls-hed-bolts,Stock Head bolts.,,,,,,70.00,41110,GST on Income,,
05-ls-lift,Stock Lifters,,,,,,285.00,41110,GST on Income,,
05-ls-hed-gask,MLS Head Gaskets,,,,,,245.00,41110,GST on Income,,
05-edel-efi,Edelbrock Performer RPM EFI,,,,,,3000.00,41110,GST on Income,,
05-ls-stgII-complete,LS Heads CNC Ported with SS va,,,,,,3000.00,41110,GST on Income,,
06-annular,Machine annular bearing groove,,,,,,220.00,41110,GST on Income,,
06-wld-dd-v8,Weld Heads for Dry Deck & Wate,,,,,,990.00,41110,GST on Income,,
BUL-BL-hol-v8-w,Holden V8 Billet block Wet,Holden V8 Billet block Wet with head stud kit,,,,Holden V8 Billet block Wet with head stud kit,14950.00,41110,GST on Income,,
BUL-BL-hol-v8-d,Holden V8 Billet block DRYDECK,Holden V8 Billet block dry deck with head stud kit,,,,Holden V8 Billet block dry deck with head stud kit,14950.00,41110,GST on Income,,
BUL-BL-hol-v8-s,Holden Billet V8 block SOLID,Holden Billet V8 block solid with head stud kit,,,,Holden Billet V8 block solid with head stud kit,14950.00,41110,GST on Income,,
05-stZila-crank,Billet 79mm SuperFinished cran,,,,,,4500.00,41110,GST on Income,,
05-stZila-rods,Steel I-Beam RB26 SuperFi Rods,,,,,,1100.00,41110,GST on Income,,
05-cp-pist,"CP 86.5mm RB26 Pistons, Pins &",,,,,,1900.00,41110,GST on Income,,
06-b&h-TP-V6,Bore & Hone with Torque Plate,,,,,,440.00,41110,GST on Income,,
Bul-bl-barra-d,Billet Barra Dry Deck block ,Billet Barra Dry Deck block with head stud kit,,,,Billet Barra Dry Deck block with head stud kit,16000.00,41110,GST on Income,,
BUL-BL-RB36-sx-d, RBsx Dry Deck with head studs, RBsx Dry Deck with head studs,,,, RBsx Dry Deck with head studs,13950.00,41110,GST on Income,,
05-sce-hed-gskt,SCE MLS Head Gasket with Gas S,,,,,,350.00,41110,GST on Income,,
05-vr38-hed-gskt,MLS Head Gasket,,,,,,400.00,41110,GST on Income,,
05-2jz-buckets,Shimless Buckets,,,,,,22.50,41110,GST on Income,,
BUL-BL-4G63-cradle,Billet 4G63 cradle,Billet 4G63 cradle,,,,Billet 4G63 cradle,2500.00,41120,GST on Income,,
Bul-bl-barra-s,Billet Ford Barra Solid block,Billet Ford Barra Solid block,,,,Billet Ford Barra Solid block,15000.00,41110,GST on Income,,
Bul-bl-barra-w,Billet For Barra Wet block,Billet For Barra Wet block with head stud kit,,,,Billet For Barra Wet block with head stud kit,16000.00,41110,GST on Income,,
05-RB30-hed-gakt,RB30 MLS Head Gasket,,,,,,299.00,41110,GST on Income,,
05-RB30-arp-std,RB30 ARP Std Head studs,,,,,,1.00,41110,GST on Income,,
05-spool-rb26-2.8,Spool 2.8ltr Stroker Kit,,,,,,6150.00,41110,GST on Income,,
05-ARP-AMS-studs,"ARP 1/2"" AMS Head Studs.",,,,,,780.00,41110,GST on Income,,
05-supertech-seals,Supertech Valvestem Seals.,,,,,,4.00,41110,GST on Income,,
05-kiwi,Billet RB Sump with Diff Housi,,,,,,10450.00,41110,GST on Income,,
06-LS-stg I,LS Heads Factory valves.,,,,,,1850.00,41110,GST on Income,,
05-2JZ-Thrust,Needle roller thrust bearing,,,,,,115.00,41110,GST on Income,,
05-callico-2j-m,Callico main bearings,,,,,,345.00,41110,GST on Income,,
05-pac-ls,LS PAC Spring Kit,,,,,,560.00,41110,GST on Income,,
CR-4G-150-ST,Bullet Steel I-Beam Xrod,,,,,,1400.00,41110,GST on Income,,
05-rb26-wp,Water pump.,,,,,,75.00,41110,GST on Income,,
05-rb-sump-mods,Modify RB AWD Sump,,,,,,2990.00,41110,GST on Income,,
05-remote-filter,Remote oil filter mount.,,,,,,250.00,41110,GST on Income,,
06-inst-crnk,Instal & Blueprint Crank.,,,,,,220.00,41110,GST on Income,,
05-RB30-vlv-sprgs,RB30 Beehive valve springs,,,,,,440.00,41110,GST on Income,,
05-ARP-RB-hed stud-kit,"ARP 1/2"" Head Stud Kit for RB",,,51120,,,550.90,41110,GST on Income,,
06-b&h-90mm,Over bore RB30 to 90mm.,,,,,,550.00,41110,GST on Income,,
05-rbx-drv-plate,Custom RBx Drive Plate,,,,,,1299.00,41110,GST on Income,,
05-RBsx-hed-gskt,Custom 90mm RBsx MLS head gask,Custom 90mm RBsx MLS head gasket,,,,Custom 90mm RBsx MLS head gasket,550.00,41110,GST on Income,,
06-soft,Soft Chamber machining,,,,,,990.00,41110,GST on Income,,
06-maiclr-6,Set main bearing clearances.,,,,,,245.00,41110,GST on Income,,
05-spool-RB26-rods,Spool RB26 I-beam rods,,,,,,1080.00,41110,GST on Income,,
05-efi-vlves,Stainless steal Hol EFI valves,,,,,,25.50,41110,GST on Income,,
ST-FD,Billet Ford Shocker Towers .,,,51110,,,395.00,41130,GST on Income,,
05-tc-gask,Timing cover gasket set,,,,,,18.00,41110,GST on Income,,
05-scat-hol-kit,"Scat Stroker Crank, Rods & SRP",,,,,,4320.00,41110,GST on Income,,
06-ass-v8 short,Assemble V8 short motor,,,,,,1200.00,41110,GST on Income,,
05-tighe-hol-cam,Tighe Custom Holden cam,,,,,,1150.00,41110,GST on Income,,
05-hol-bdrive,Exposed timing belt with dizzy,,,,,,2950.00,41110,GST on Income,,
05-hol-cam-bear,Supply and fit cam bearings ,,,,,,190.00,41110,GST on Income,,
05-promo-pack-ex,"T-shirt, hat, stubby holder, k",,,,,,72.00,41120,GST Free Expenses,,
05-spool-rb- caps,Spool Steel caps & girdle ,,,,,,1700.00,41120,GST Free Expenses,,
06-mach-hol-heds,Machine Holden Heads to suit B,,,,,,220.00,41110,GST on Income,,
05-ati-rubbers,ATI Elastometer replacement,,,,,,89.00,41110,GST on Income,,
adv,Promotion Credit,Promotion Credit - Social Media,,,,Promotion Credit - Social Media,0.00,60104,GST Free Expenses,,
06-hw-blk-4cyl,Hot wash block,,,,,,95.00,41110,GST on Income,,
05-ho k-manley-tt,Manley Turbo Tuff rods,,,,,,1680.00,41110,GST on Income,,
06-bb,Bead Blast,,,,,,150.00,41110,GST on Income,,
06-rb30-solid-cam,Instal & clearance Solid cam,,,,,,440.00,41110,GST on Income,,
Stripe-AUS,Website sale,,,,,,0.00,41110,GST on Income,,
06-prep-block,"Debur, Wash & Prepare block fo",,,,,,440.00,41110,GST on Income,,
TC-WIN,Billet Windsor Timing Cover.,,,51110,,,405.00,41130,BAS Excluded,,
05-4g-weld-on,Weld on water fitting,,,,,,30.00,41110,GST on Income,,
06-ass-honk-head,Assemble Head,,,,,,330.00,41110,GST on Income,,
06-set-cam-honK,Set cam clearance.,,,,,,880.00,41110,GST on Income,,
TC-HOL,Billet Holden Timing Cover.,,,51110,,,405.00,41130,BAS Excluded,,
05-saenz,Saenz Titanium Rods,,,,,,7200.00,41110,GST on Income,,
05-hon k-st-kit,Supertech valve train,,,,,,1620.00,41110,GST on Income,,
BME-90-pist,"BME Custom 90mm Pistons, Pins ",,,51140,,,2699.00,41110,GST on Income,,
05-grt-short-fill,Hard Block short fill ,,,,,,267.00,41110,GST on Income,,
05-grt-tall-fill,Hard Block Tall Fill,,,,,,400.00,41110,GST on Income,,
05-rb26-super-Ex-valves,Supertech + 1mm Exhaust valves,,,,,,55.00,41110,GST on Income,,
06-engine build,Assemble Short Motor,,,,,,1600.00,41110,GST Free Expenses,,
06-wash-prep,Wash & prep block for assembly,,,,,,220.00,41110,GST on Income,,
05-engine-box,Export shipping Container,Export shipping Container,,,,Export shipping Container,295.00,41110,GST on Income,,
05-callies-RBX-90,Callies RB Magnum 90mm stroke,,,51111,,,9000.00,41110,GST on Income,,
05-Callies-Rbsx-94.5,Callies RB Magnum 94.5mm,,,51140,,,9000.00,41110,GST on Income,,
ATI-917753,RB26 1000hp balancer,,,51140,,,1200.00,41110,GST on Income,,
RB30 Block,RB30 Block Billet,678x265x240,,51120,,678x265x240,,,BAS Excluded,,
RB Cradle,RB26/30 Cradle Billet,678x375x76,,51120,,678x375x76,,,BAS Excluded,,
4G63 Block,4G63 Block Billet,450x350x240,,51120,,450x350x240,,,BAS Excluded,,
Honda K Block,Honda K Block Billet,480x380x240,,51120,,480x380x240,,,BAS Excluded,,
SR Block,SR20 Block Billet,490x340x230,,51120,,490x340x230,,,BAS Excluded,,
8-slx294,Mitsubishi 4g63 EVO8 Race Cams,Mitsubishi 4g63 EVO8 Race Cams to suit solid lifters,,51140,,Mitsubishi 4g63 EVO8 Race Cams to suit solid lifters,1111.46,41110,GST on Income,,
KCG63,4G63 Cam Gears,Kelford 4G63/ EVO Cam Gears,,51140,,Kelford 4G63/ EVO Cam Gears,611.00,41110,GST on Income,,
16-RB26-182-S,182-S 700/1000hp,182-S 700/1000hp,,51140,,182-S 700/1000hp,1274.00,41110,GST on Income,,
16-RB26-182SE,182-SE 900/1300hp,182-SE 900/1300hp,,51140,,182-SE 900/1300hp,1274.00,41112,GST on Income,,
16-RB26-182SF,182-SF 1100/1600hp,182-SF 1100/1600hp,,51111,,182-SF 1100/1600hp,1274.00,41112,GST on Income,,
16-RB26-182SG,182-SG 1350+hp 45psi,182-SG 1350+hp 45psi,,51110,,182-SG 1350+hp 45psi,1274.00,41110,GST on Income,,
RE-8.5mm-ls-drill,8.5mm Long Series drill,GU502 08.5  Drill D/Hole 08.5240X165,,69300,,GU502 08.5  Drill D/Hole 08.5240X165,,,BAS Excluded,,
RE-1/4UNC-tap,"1/4"" UNC Tap",GU876 1/4  Tap SP/FL HSSE  YLLW 1/4X20UNC,,69300,,GU876 1/4  Tap SP/FL HSSE  YLLW 1/4X20UNC,,,BAS Excluded,,
102-2501,RB26 Balancer Bolt,Nissan RB26 Balancer Bolt,,51110,,Nissan RB26 Balancer Bolt,1107.68,41110,GST on Income,,
FXD.WP3 Stretch Pant,Work Pants,Work Pants,,51110,,Work Pants,,,BAS Excluded,,
"Prec-4""-hol-crank","Holden 4"" stroke Crank","CS430840005850N Crank 4340 Forged Holden V8 4.00"" Stroke 5.850"" 2.0""",,51110,,"CS430840005850N Crank 4340 Forged Holden V8 4.00"" Stroke 5.850"" 2.0""",2500.00,41110,GST on Income,,
Prec-ARP-LS-BBolt,LS Balance Bolt,ARP2342503 12-PT BALANCER BOLT KIT ALL LS SERIES EXCEPT LS7,,51110,,ARP2342503 12-PT BALANCER BOLT KIT ALL LS SERIES EXCEPT LS7,110.00,41110,GST on Income,,
28-SBC-arp-chev-flex-bolt,ARP Flexplate Bolts suit Chev,"ARP Chev Flexplate Bolt Kit 7/16"" X .680",,51110,,"ARP Chev Flexplate Bolt Kit 7/16"" X .680",27.63,41110,GST on Income,,
28-SBC-oil-bypass,Pioneer SBC Oil Filter Bypass ,Pioneer SBC Oil Filter Bypass Block,,51110,,Pioneer SBC Oil Filter Bypass Block,56.93,41110,GST on Income,,
18-pushrod-5/16,5/16 Pushrods,Magnum 7.650in Long .080in Wall 5/16in Diameter Pushrod Set,,51110,,Magnum 7.650in Long .080in Wall 5/16in Diameter Pushrod Set,261.17,41110,GST on Income,,
28-SBC-timing-point,TIMING POINTER BILLET SBC 6.25,TIMING POINTER BILLET SBC 6.250,,51110,,TIMING POINTER BILLET SBC 6.250,58.38,41110,GST on Income,,
05-belt,V Belt,Supply V belt,,51110,,Supply V belt,14.00,41110,GST on Income,,
8-ALT,Supply Alternator,Supply 90 amp mini alternator,,51110,,Supply 90 amp mini alternator,680.00,41110,GST on Income,,
02-hol-efi-cnc-co,CNC poerted Holden Efi,CNC Ported Holden EFI heads Complete Change Over,,,,CNC Ported Holden EFI heads Complete Change Over,3500.00,41110,GST on Income,,
8-nis-r34-ds-tank,New Item,3 Gallon Peterson dry sump tank,,51110,,3 Gallon Peterson dry sump tank,1705.00,41110,GST on Income,,
8-3gal-tank-brkt,Peterson 3 Gallon tank brk,Peterson 3 Gallon Tank Brackets 08-0101,,51110,,Peterson 3 Gallon Tank Brackets 08-0101,207.00,41110,GST on Income,,
26-Belt-Idler-Tensioner-Kit,Belt-Idler-JBT6801DY,Belt-Idler-JBT6801DY,,51110,,Belt-Idler-JBT6801DY,80.00,41110,GST on Income,,
26-Belt-Tensioner-T/Kit,Belt-Tensioner-JBT400GMB,Belt-Tensioner-JBT400GMB,,51110,,Belt-Tensioner-JBT400GMB,70.00,41110,GST on Income,,
26-RB30-Belt-Gates-T/Kit,Belt-Gates T317,Belt-Gates T317 90153x25 5492XS PG TB Powergrip Timing Belt,,51110,,Belt-Gates T317 90153x25 5492XS PG TB Powergrip Timing Belt,157.00,41110,GST on Income,,
14-HG-FR-Hon-K,Head Gasket Honda K,Head Gasket Honda K,,51110,,Head Gasket Honda K,0.00,41110,GST on Income,,
18-comp-bh-ls,comp cams behive spring,comp cams beehive valve springs suit chev ls1,,51110,,comp cams beehive valve springs suit chev ls1,494.00,41110,GST on Income,,
82-ARP-AR5.600-1LGB,ARP stud 5.6 AR5.600-1LGB,ARP stud 5.600 OAL Stud 1/2 Long coarse Thread,,51110,,ARP stud 5.600 OAL Stud 1/2 Long coarse Thread,15.34,41110,GST on Income,,
ARP300-8304,ARP 1/2-20 12pt nut ,ARP 1/2-20 12pt nut (ARP-ARN 12-1),,51110,,ARP 1/2-20 12pt nut (ARP-ARN 12-1),7.00,41110,GST on Income,,
"82-ARP200-8514-1/2""-Washer",ARP 1/2 ID 7/8 OD black washer,ARP200-8514 1/2 ID 7/8 OD black washer,,51110,,ARP200-8514 1/2 ID 7/8 OD black washer,2.50,41110,GST on Income,,
16-M10x-3AN,Speedflow-M10x-3AN-SF-351-03,Speedflow-M10x-3AN-SF-351-03,,51110,,Speedflow-M10x-3AN-SF-351-03,0.00,41110,GST on Income,,
16-M14x1/8npt,Speedflow-M14x1/8npt-SF-912-M1,Speedflow-M14x1/8npt-SF-912-M1,,51110,,Speedflow-M14x1/8npt-SF-912-M1,0.00,41110,GST on Income,,
16-12-Stainless-Braid-Hose,Speedflow-100-12-Stainless-Br,Speedflow-100-12-Stainless-Br,,51110,,Speedflow-100-12-Stainless-Br,0.00,41110,GST on Income,,
16-103-12-90deg,Speedflow-90deg-103-12-BLK,Speedflow-90deg-103-12-BLK,,51110,,Speedflow-90deg-103-12-BLK,0.00,41110,GST on Income,,
18-816-08-BLK,Speedflow-STR-Male-NPT-Adapter,,,51110,,,8.31,41110,GST on Income,,
38-strip-hds,Strip-heads-inspect,Strip heads & inspect,,,,Strip heads & inspect,154.00,41110,GST on Income,,
38-Drill-&-Tap-Fitting,Drill & Tap heads for oil drai,,,,,,75.00,41110,GST on Income,,
38-Buff-Valves,Buff-16-Valves-8-Cylinder,,,,,,75.00,41110,GST on Income,,
38-Glass-Bead,Glass-Bead-Chambers-&-Ports,,,,,,150.00,41110,GST on Income,,
48-Crack -Test-Crank,Crack-test-crankshaft,Crack-test-crankshaft,,51110,,Crack-test-crankshaft,115.00,41110,GST on Income,,
48-Gring-BE-Journals,Grind-BE-Journals-If crank is,,,51110,,,0.00,41110,GST on Income,,
46-Balance-RB-30-Crankshaft,Balance-RB-30-Crankshaft,,,51110,,,0.00,41110,GST on Income,,
46-Balance-RB-26-Crankshaft,Balance RB 26 Crankshaft,,,51110,,,170.00,41110,GST on Income,,
48-Strip-Block-Inspect,Dissasemble bottom end & inspe,Disassemble bottom end & inspect,,,,Disassemble bottom end & inspect,650.00,41112,GST on Income,,
48-Assemble-V8-Long,Assemble V8 long motor,Assemble V8 long motor,,,,Assemble V8 long motor,3300.00,41112,GST on Income,,
Hard-Anodise,Hard Anodise Caps,Please Hard Anodise Parts in Black,,58000,,Please Hard Anodise Parts in Black,,,BAS Excluded,,
26-RB26-Rod-Brng-H,6B2960-H-STD-ACL- Race-RB,6B2960-H-STD-ACL- Race-RB,,51111,,6B2960-H-STD-ACL- Race-RB,87.00,41112,GST on Income,,
26-RB30-BE-Brng,RB30 ACL Big End Bearings,RB30 ACL Big End Bearings,,51111,,RB30 ACL Big End Bearings,68.81,41112,GST on Income,,
26-RB26-Main-Brng-H-STD,7M2428-H-STD-RB26-ACL-Race-M-B,7M2428-H-STD-RB26-ACL-Race-M-B,,51111,,7M2428-H-STD-RB26-ACL-Race-M-B,155.54,41112,GST on Income,,
26-RB26-Main-Brng-HX-STD,7M2428-HX-STD-RB26-ACL-Race,7M2428-HX-STD-RB26-ACL-Race,,51111,,7M2428-HX-STD-RB26-ACL-Race,327.25,41112,GST on Income,,
26-2J-Main-Brng-Calico,7M8103HXC-STD,7M8103HXC-STD Calico 2JZ ACL Race Series Main Bearings Standard,,51111,,7M8103HXC-STD Calico 2JZ ACL Race Series Main Bearings Standard,397.00,41112,GST on Income,,
16-RB-30/26-90mm,Head Gasket Fire Ring,Head Gasket Fire Ring,,51110,,Head Gasket Fire Ring,0.00,41110,GST on Income,,
16-RB-30/26-90mm-Fire-Ring,RB-30/26-90mm-Fire-Rings,RB-30/26-90mm-Fire-Rings,,51110,,RB-30/26-90mm-Fire-Rings,0.00,41110,GST on Income,,
16-BT-Head-Gasket-Fire-Ring,Blue-Turd-Head-Gasket-Fire-Rin,Blue-Turd-Head-Gasket-Fire-Rin,,51110,,Blue-Turd-Head-Gasket-Fire-Rin,0.00,41110,GST on Income,,
16-BT-Fire-Ring,Blue Turd Fire Rings,Blue Turd Fire Rings,,51110,,Blue Turd Fire Rings,0.00,41110,GST on Income,,
14-SR20-Spring-Kit,SPR-K-H1021-DSR20 Spring Kit S,SPR-K-H1021-DSR20 Spring Kit S,,51120,,SPR-K-H1021-DSR20 Spring Kit S,890.00,41110,GST on Income,,
82-M5x10mm-CSK-Skt-Scw-Zinc,M5x10mm-CSK-Skt-Scw-Zinc-Plate,,,51110,,,,,BAS Excluded,,
82-M10x25mm-CSK-Skt-Scw-Zinc,M10x25mm-CSK-Skt-Scw-Zinc-Plat,,,51110,,,,,BAS Excluded,,
82-M10x40mm-CSK-Skt-Scw-Zinc,M10x40mm-CSK-Skt-Scw-Zinc-Plat,,,51110,,,,,BAS Excluded,,
84-Reamer-Mach-6.6mm,Valve Guide reamer 6.6mm suit ,,,51120,,,,,BAS Excluded,,
14-Hon-In-HIVN-1022D,Honda-Intake-Valve-36mm-SS-Bla,Honda-Intake-Valve-36mm-SS-Bla,,51110,,Honda-Intake-Valve-36mm-SS-Bla,33.00,41110,GST on Income,,
14-Hon-Ex-HEVI-1021D,Honda-Ex-Valve-30.5m-Inconel-N,Honda-Ex-Valve-30.5m-Inconel-N,,51110,,Honda-Ex-Valve-30.5m-Inconel-N,45.00,41110,GST on Income,,
14-Hon-In-HIVN-1020D,Honda-Intake-Valve-35mm-SS-Bla,Honda-Intake-Valve-35mm-SS-Bla,,51110,,Honda-Intake-Valve-35mm-SS-Bla,8.31,41110,GST on Income,,
14-Hon-Ex-HEVI-1020D,Honda-Exhaust-Valve-30mm-Black,Honda-Exhaust-Valve-30mm-Black,,51110,,Honda-Exhaust-Valve-30mm-Black,8.31,41110,GST on Income,,
14-Hon-SPRK-H1019D,Honda Spring-Kit-H1019D,Honda Spring-Kit-H1019D,,51110,,Honda Spring-Kit-H1019D,8.31,41110,GST on Income,,
14-Mitsi-GDE-MI66-STI,In-Valve-Guides-GDE-MI66-STI,In-Valve-Guides-GDE-MI66-STI,,51110,,In-Valve-Guides-GDE-MI66-STI,12.00,41110,GST on Income,,
14-Mitsi-GDE-MI66-STE,Ex-Valve-Guides-GDE-MI66-STE,Ex-Valve-Guides-GDE-MI66-STE,,51110,,Ex-Valve-Guides-GDE-MI66-STE,12.00,41110,GST on Income,,
26-Ext-Oil-pump-00021662,Single-Stage-Pump-Under-Alt,Single-Stage-Pump-Under-Alt 00021662,,51110,,Single-Stage-Pump-Under-Alt 00021662,2841.00,41110,GST on Income,,
24-Oil-Filter-K&N-HP-3001,Oil-Filter-K&N-HP-3001-Z9,Oil-Filter-K&N-HP-3001-Z9,,51110,,Oil-Filter-K&N-HP-3001-Z9,49.05,41110,GST on Income,,
86-BCH25594-4-Cyl-Hd-Gskt-Pk,4-Cylinder-Gasket-Pack,BCH25594 4 Cyl Head Gskt Pk,,51120,,BCH25594 4 Cyl Head Gskt Pk,,,BAS Excluded,,
86-24100-Plywood-box-SM,Plywood box short motor ,,,51120,,,0.00,41110,BAS Excluded,,
86-24100AR-Inserts,21400-Inserts,,,51120,,,,,BAS Excluded,,
16-RB26-Ex-Vlv-NEVI-1032-7,RB 26 Exhaust Valve std Length,RB 26 Exhaust Valve std Length,,51120,,RB 26 Exhaust Valve std Length,64.00,41110,BAS Excluded,,
16-RB26-IN-Vlv-NIVN-1032,RB26 Intake Valve Std Length,RB26 Intake Valve Std Length,,51120,,RB26 Intake Valve Std Length,43.00,41110,BAS Excluded,,
38-Match-Port-Pro-Paw-Man,Match Port to Pro Paw Manifold,,,,,,0.00,41110,GST on Income,,
38-Port-Plenum-Pro-Paw,Port Plenum Pro Port,,,,,,0.00,41110,GST on Income,,
38-Install-Jessel-1.8-Rockers,Install Jessel 1.8 Ratio Rocke,,,,,,0.00,41110,GST on Income,,
"38-Modify-Heads-Suit-3/8""-Push","Modify Heads to Suit 3/8"" Push",,,,,,0.00,41110,GST on Income,,
38-Check-Inst-Spring-Height,Check Installed Spring Height,Check Installed Spring Height,,,,Check Installed Spring Height,75.00,41110,GST on Income,,
48-Balance,Balance Rotating Assembly,,,58000,,,660.00,41112,GST on Income,,
48--lnsh-v8-crnk,Linish V8 cranckshaft,,,,,,143.00,41112,GST on Income,,
48--c&h-rod,Close & Hone Con Rods,,,,,,275.00,41112,GST on Income,,
88-A-101-Red-Gauge-Oil,Superflow Red Gauge Oil 30ml,,,51120,,,,,BAS Excluded,,
48-Grind-Side-clearance-rods,Grind rods for side clearance,,,,,,275.00,41112,GST on Income,,
38-Cut-Valve-Seats,Cut performance multi angle se,Cut performance multi angle seats,,,,Cut performance multi angle seats,440.00,41112,GST on Income,,
38-Face-Valves,Face Valves,Face Valves,,,,Face Valves,8.80,41112,GST on Income,,
