Co./Last Name,First Name,Purchase No.,Date,Supplier Invoice No.,Inclusive,Delivery Status,Journal Memo,Detail Date,Description,Account No.,Amount,Job,Comment,Promised Date,Tax Code,Tax Amount,Purchase Status,Terms - Payment is Due,           - Discount Days,           - Balance Due Days,           - % Discount,Amount Paid,Category,Card ID,Record ID
Premier Technology Solutions,,153461,30/04/2021,85409,,P,Imported Premier Technology Solutions,,Premier Technology Solutions,61150,$953.52 ,,,,GST,$95.35 ,B,2,0,6,0,"$1,048.87 ",,5501,1863
,,,,,,,,,,,,,,,,,,,,,,,,,
Jims Test & Tag,,153462,30/04/2021,634,,P,Imported Jims Test & Tag,,Jims Test and Tag,51050,$662 ,,,,GST,$66.20 ,B,2,0,6,0,$728.20 ,,5193,141
,,,,,,,,,,,,,,,,,,,,,,,,,
PCTE (Papworths Construction Testing Equipment),,153463,4/5/2021,2021/0329,,P,Imported PCTE (Papworths Construction Testing Equipment),,PCTE,51050,"$5,767.64 ",,,,GST,$576.76 ,B,2,0,2,0,"$6,344.40 ",,5265,133
,,,,,,,,,,,,,,,,,,,,,,,,,
Australasian Corrosion Consultants Pty  Ltd,,153464,30/04/2021,2018-01,,P,Imported Australasian Corrosion Consultants Pty  Ltd,,Australasian Corrosion Consultants Pty ltd,54400,"$1,950 ",,,,GST,$195 ,B,2,0,10,0,"$2,145 ",,5028,55
,,,,,,,,,,,,,,,,,,,,,,,,,
Optimatum Pty Ltd T/A Miglic Macleod,,153465,30/04/2021,2077,,P,Imported Optimatum Pty Ltd T/A Miglic Macleod,,Optimatum P/L t/a Miglic MacLeod,54400,"$1,425.52 ",,,,GST,$142.55 ,B,2,0,10,0,"$1,568.07 ",,1923,2327
,,,,,,,,,,,,,,,,,,,,,,,,,
Sharp and Howells Pty Ltd,,153466,6/5/2021,15483,,P,Imported Sharp and Howells Pty Ltd,,sharp and Howells Pty ltd,54400,"$1,790 ",,,,GST,$179 ,B,2,0,4,0,"$1,969 ",,5301,28
,,,,,,,,,,,,,,,,,,,,,,,,,
Corinella Pty LTd - Jim's mowing,,153467,4/5/2021,13478,,P,Imported Jims Mowing,,Jims Mowing,61250,$90 ,,,,GST,$9 ,B,2,0,6,0,$99 ,,1693,2191
,,,,,,,,,,,,,,,,,,,,,,,,,
TPG Telecom / AAPT,,153468,1/5/2021,16406404,,P,Imported TPG Telecom / AAPT,,TPG Telecom,61150,$804 ,,,,GST,$80.40 ,B,2,0,9,0,$884.40 ,,1672,2178
,,,,,,,,,,,,,,,,,,,,,,,,,
PHMG (Please Hold (UK) Limited),,153469,2/5/2021,1209631,,A,Imported PHMG (Please Hold (UK) Limited),,PHMG (Please Hold (UK) Limited),61300,"$1,191 ",,,,FRE,$0.00 ,B,2,0,8,0,"$1,191 ",,1852,2309
,,,,,,,,,,,,,,,,,,,,,,,,,
National Concrete Scanning and Coring Pty Ltd,,153470,30/04/2021,3377,,P,Imported National Concrete Scanning and Coring Pty Ltd,,National Concrete Scanning and Coring,54300,$835 ,,,,GST,$83.50 ,B,2,0,13,0,$918.50 ,,2250,2520
,,,,,,,,,,,,,,,,,,,,,,,,,
Protection Pacific Security,,153471,30/04/2021,387750,,P,Imported Protection Pacific Security,,Protection Pacific Security,66080,$159.09 ,,,,GST,$15.91 ,B,2,0,13,0,$175 ,,1729,2225
,,,,,,,,,,,,,,,,,,,,,,,,,
Momentum Energy,,153472,5/5/2021,12049522,,P,"Imported Momentum Energy, ",,Momentum Energy,66060,$930.10 ,,,,GST,$93.78 ,B,2,0,8,0,"$1,023.88 ",,5423,875
,,,,,,,,,,,,,,,,,,,,,,,,,
Southern Divers Pty Ltd,,153473,10/5/2021,587,,P,Imported Southern Divers Pty Ltd,,Southern Divers pty Ltd,54300,"$1,050 ",,,,GST,$105 ,B,2,0,8,0,"$1,155 ",,1649,2164
,,,,,,,,,,,,,,,,,,,,,,,,,
Optimatum Pty Ltd T/A Miglic Macleod,,153474,12/5/2021,2088,,P,Imported Optimatum Pty Ltd T/A Miglic Macleod,,Optimatum PL trading as Miglic MacLeod,54400,"$5,880 ",,,,GST,$588 ,B,2,0,6,0,"$6,468 ",,1923,2327
,,,,,,,,,,,,,,,,,,,,,,,,,
Southern Divers Pty Ltd,,153475,10/5/2021,586,,P,Imported Southern Divers Pty Ltd,,Southern Divers pty Ltd,54300,"$7,120 ",,,,GST,$712 ,B,2,0,8,0,"$7,832 ",,1649,2164
,,,,,,,,,,,,,,,,,,,,,,,,,
SOI (Kent Street No 1) Pty Ltd,,153476,18/05/2021,SOI1200,,P,Imported SOI (Kent Street No 1) Pty Ltd,,SOI Kent St No 1,66010,"$4,500 ",,,,GST,$450 ,B,2,0,0,0,"$4,950 ",,2096,2426
,,,,,,,,,,,,,,,,,,,,,,,,,
Telstra Corp,,153477,10/5/2021,100521,,P,Imported Telstra Corp,,Telstra Mobile Phones,61300,"$1,087.46 ",,,,GST,$97.45 ,B,2,0,8,0,"$1,184.91 ",,5330,89
,,,,,,,,,,,,,,,,,,,,,,,,,
Officeworks,,153478,13/05/2021,17022354,,P,Imported Officeworks,,Officeworks,61215,$108.71 ,,,,GST,$10.87 ,B,2,0,6,0,$119.58 ,,5255,40
,,,,,,,,,,,,,,,,,,,,,,,,,
Racket Agency Pty Ltd,,153479,23/05/2021,973,,P,Imported Racket Agency Pty Ltd,,Racket Agency Pty Ltd,59130,"$7,500 ",,,,GST,$750 ,B,2,0,2,0,"$8,250 ",,5548,2099
,,,,,,,,,,,,,,,,,,,,,,,,,
Sharp and Howells Pty Ltd,,153480,6/5/2021,15482,,P,Imported Sharp and Howells Pty Ltd,,Sharp and Howells Pty Ltd,54400,"$3,660 ",,,,GST,$366 ,B,2,0,19,0,"$4,026 ",,5301,28
,,,,,,,,,,,,,,,,,,,,,,,,,
Southern Divers Pty Ltd,,153481,10/5/2021,577,,P,Imported Southern Divers Pty Ltd,,Southern Divers Pty Ltd,54300,"$6,150 ",,,,GST,$615 ,B,2,0,15,0,"$6,765 ",,1649,2164
,,,,,,,,,,,,,,,,,,,,,,,,,
Wayne's High Access (Trustee for Birrell family Tr,,153482,18/05/2021,52305,,P,Imported Wayne's High Access (Trustee for Birrell family Tr,,Waynes High Access,54300,"$4,600 ",,,,GST,$460 ,B,2,0,7,0,"$5,060 ",,1663,2200
,,,,,,,,,,,,,,,,,,,,,,,,,
Jobfit Health Group Pty Ltd,,153483,6/5/2021,2110042546,,P,Imported Jobfit Health Group Pty Ltd,,Jobfit Health Group Pty Ltd Jess Lyndon,65150,$420 ,,,,GST,$42 ,B,2,0,384,0,$462 ,,2054,2402
,,,,,,,,,,,,,,,,,,,,,,,,,
Officeworks,,153484,19/05/2021,17149223,,P,Imported Officeworks,,Officeworks,61215,$46.55 ,,,,GST,$4.65 ,B,2,0,6,0,$51.20 ,,5255,40
,,,,,,,,,,,,,,,,,,,,,,,,,
Air Aid Airconditioning,,153485,21/05/2021,7599,,P,Imported Air Aid Airconditioning,,Air Aid Airconditioning,61250,$750 ,,,,GST,$75 ,B,2,0,4,0,$825 ,,5473,1526
,,,,,,,,,,,,,,,,,,,,,,,,,
Mountain View Window Cleaning,,153486,19/05/2021,6,,P,Imported Mountain View Window Cleaning,,Mountain View Window Cleaning,61250,$800 ,,,,GST,$80 ,B,2,0,6,0,$880 ,,5487,1665
,,,,,,,,,,,,,,,,,,,,,,,,,
Toshiba Australia Pty Limited,,153487,20/05/2021,10529690,,P,Imported Toshiba Australia Pty Limited,,Toshiba Australia Pty Limited,61215,$124.13 ,,,,GST,$12.41 ,B,2,0,5,0,$136.54 ,,1842,2302
,,,,,,,,,,,,,,,,,,,,,,,,,
ACA (The Australasian Corrosion Association),,153488,25/05/2021,9499,,P,Imported ACA (The Australasian Corrosion Association),,ACA Inc NACE training CP level 3 for HM,61310,"$3,181.82 ",,,,GST,$318.18 ,B,2,0,0,0,"$3,500 ",,5005,431
,,,,,,,,,,,,,,,,,,,,,,,,,
JT WORX PTY LTD,,153489,26/05/2021,331,,P,Imported JT Worx Pty Ltd,,JT Worx Pty Ltd,54300,"$2,200 ",,,,GST,$220 ,B,2,0,1,0,"$2,420 ",,2045,2397
,,,,,,,,,,,,,,,,,,,,,,,,,
Corinella Pty LTd - Jim's mowing,,153490,26/05/2021,13702,,P,Imported Jims Mowing,,Jims Mowing,61250,$90 ,,,,GST,$9 ,B,2,0,1,0,$99 ,,1693,2191
,,,,,,,,,,,,,,,,,,,,,,,,,
Officeworks,,153491,26/05/2021,17253469,,P,Imported Officeworks,,Officeworks,61215,$128.89 ,,,,GST,$12.89 ,B,2,0,1,0,$141.78 ,,5255,40
,,,,,,,,,,,,,,,,,,,,,,,,,
Bennetti Coffee,,153492,26/05/2021,210451,,P,Imported Bennetti Coffee,,Bennetti Coffee,65145,$100 ,,,,FRE,$0.00 ,B,2,0,1,0,$100 ,,5498,1735
,,,,,,,,,,,,,,,,,,,,,,,,,
Jobfit Health Group Pty Ltd,,153493,17/05/2021,2110046049,,P,Imported Jobfit Health Group Pty Ltd,,Jobfit Health Group Part Medical for OD,65150,$179 ,,,,GST,$17.90 ,B,2,0,10,0,$196.90 ,,2054,2402
,,,,,,,,,,,,,,,,,,,,,,,,,
G C Nixon and Associates Pty Ltd,,153494,25/05/2021,6184,,P,Imported G C Nixon and Associates Pty Ltd,,G C Nixon and Assoc Pty Ltd,54400,"$1,250 ",,,,GST,$125 ,B,2,0,6,0,"$1,375 ",,5145,225
,,,,,,,,,,,,,,,,,,,,,,,,,
HR Consulting Melbourne,,153495,31/05/2021,302021,,P,Imported HR Consulting Melbourne,,HR Consulting Melbourne,61035,$450 ,,,,GST,$45 ,B,2,0,1,0,$495 ,,2097,2428
,,,,,,,,,,,,,,,,,,,,,,,,,
Hightalk Pty Ltd,,153496,1/6/2021,2186,,P,Imported Hightalk Pty Ltd,,Hightalk,61300,$362.73 ,,,,GST,$36.27 ,B,2,0,0,0,$399 ,,2099,2429
,,,,,,,,,,,,,,,,,,,,,,,,,
Australasian Corrosion Consultants Pty  Ltd,,153497,28/05/2021,1986-01,,P,Imported Australasian Corrosion Consultants Pty  Ltd,,Australasian Corrosion Consultants,54400,$325 ,,,,GST,$32.50 ,B,2,0,6,0,$357.50 ,,5028,55
,,,,,,,,,,,,,,,,,,,,,,,,,
Optimatum Pty Ltd T/A Miglic Macleod,,153498,31/05/2021,2105,,P,Imported Optimatum Pty Ltd T/A Miglic Macleod,,Miglic MacLeod,54400,"$2,411.28 ",,,,GST,$241.13 ,B,2,0,3,0,"$2,652.41 ",,1923,2327
,,,,,,,,,,,,,,,,,,,,,,,,,
Australasian Corrosion Consultants Pty  Ltd,,153499,28/05/2021,2072,,P,Imported Australasian Corrosion Consultants Pty  Ltd,,Australasian Corrosion Consultants,54400,"$1,820 ",,,,GST,$182 ,B,2,0,6,0,"$2,002 ",,5028,55
,,,,,,,,,,,,,,,,,,,,,,,,,
Inspired Outcome Consulting,,153500,28/05/2021,1438,,P,Imported Inspired Outcome Consulting,,Inspired Outcomes Consulting,61035,"$7,890 ",,,,GST,$789 ,B,2,0,6,0,"$8,679 ",,2244,2514
,,,,,,,,,,,,,,,,,,,,,,,,,
Suk Kyun Shin,,153501,31/05/2021,475197,,P,Imported Suk Kyun Shin,,Suk Kyun Shin Office Cleaning,61215,$575 ,,,,GST,$57.50 ,B,2,0,3,0,$632.50 ,,2238,2508
,,,,,,,,,,,,,,,,,,,,,,,,,
SOI (Kent Street No 1) Pty Ltd,,153502,31/05/2021,SOI1206,,P,Imported SOI (Kent Street No 1) Pty Ltd,,SOI Kent St No 1,61215,$1.15 ,,,,GST,$0.12 ,B,2,0,3,0,$1.27 ,,2096,2426
,,,,,,,,,,,,,,,,,,,,,,,,,
Premier Technology Solutions,,153503,31/05/2021,85545,,P,Imported Premier Technology Solutions,,Premier Technology Solutions,61150,"$1,053 ",,,,GST,$633.17 ,B,2,0,3,0,"$1,686.17 ",,5501,1863
,,,,,,,,,,,,,,,,,,,,,,,,,
Racket Agency Pty Ltd,,153504,31/05/2021,979,,P,Imported Racket Agency Pty Ltd,,Racket (Uniform replenishment for new staff),54100,"$2,577 ",,,,GST,$257.70 ,B,2,0,7,0,"$2,834.70 ",,5548,2099
,,,,,,,,,,,,,,,,,,,,,,,,,
Jobfit Health Group Pty Ltd,,153505,27/05/2021,2110049255,,P,Imported Jobfit Health Group Pty Ltd,,Jobfit Health Group,65150,$715 ,,,,GST,$71.50 ,B,2,0,11,0,$786.50 ,,2054,2402
,,,,,,,,,,,,,,,,,,,,,,,,,
Seton Australia,,153506,4/6/2021,9346924827,,P,Imported Seton Australia,,Seton Aust (face respirator for JL),51000,$47.33 ,,,,GST,$4.73 ,B,2,0,3,0,$52.06 ,,1714,2209
,,,,,,,,,,,,,,,,,,,,,,,,,
Visy Recycling,,153507,31/05/2021,140058432,,P,Imported Visy Recycling,,Visy Recycling ,61215,$34.08 ,,,,GST,$3.41 ,B,2,0,7,0,$37.49 ,,5510,1903
,,,,,,,,,,,,,,,,,,,,,,,,,
TPG Telecom / AAPT,,153508,1/6/2021,16502392,,P,Imported TPG Telecom / AAPT,,TPG Telecom,61150,$804 ,,,,GST,$80.40 ,B,2,0,6,0,$884.40 ,,1672,2178
,,,,,,,,,,,,,,,,,,,,,,,,,
Premier Technology Solutions,,153509,1/6/2021,85612,,P,Imported Premier Technology Solutions,,Premier Tech Solutions,61150,"$2,124.10 ",,,,GST,$212.41 ,B,2,0,6,0,"$2,336.51 ",,5501,1863
,,,,,,,,,,,,,,,,,,,,,,,,,
Premier Technology Solutions,,153510,31/05/2021,85771,,P,Imported Premier Technology Solutions,,Premier Tech Solutions,61150,$949.98 ,,,,GST,$95 ,B,2,0,7,0,"$1,044.98 ",,5501,1863
,,,,,,,,,,,,,,,,,,,,,,,,,
Ezy Rentals Pty Ltd,,153511,9/6/2021,24375,,P,Imported Ezy Rentals Pty Ltd,,Ezy Rentals Pty Ltd,54500,"$1,070.86 ",,,,GST,$107.09 ,B,2,0,1,0,"$1,177.95 ",,2269,2528
,,,,,,,,,,,,,,,,,,,,,,,,,
Ezy Rentals Pty Ltd,,153512,9/6/2021,25058,,P,Imported Ezy Rentals Pty Ltd,,Ezy Rentals Pty Ltd,54500,"$1,865 ",,,,GST,$186.50 ,B,2,0,1,0,"$2,051.50 ",,2269,2528
,,,,,,,,,,,,,,,,,,,,,,,,,
SOI (Kent Street No 1) Pty Ltd,,153513,10/6/2021,SOI1216,,P,Imported SOI (Kent Street No 1) Pty Ltd,,SOI Kent St No 1,66010,"$4,500 ",,,,GST,$450 ,B,2,0,0,0,"$4,950 ",,2096,2426
,,,,,,,,,,,,,,,,,,,,,,,,,
Brett A Williams Design Engineering,,153514,15/06/2021,321,,P,Imported Brett A Williams Design Engineering,,Brett A Williams Design Engineering,51000,$450 ,,,,FRE,$0.00 ,B,2,0,0,0,$450 ,,2271,2529
,,,,,,,,,,,,,,,,,,,,,,,,,
Momentum Energy,,153515,6/6/2021,12226867,,P,"Imported Momentum Energy, ",,Momentum Energy,66060,$746.75 ,,,,GST,$75.48 ,B,2,0,9,0,$822.23 ,,5423,875
,,,,,,,,,,,,,,,,,,,,,,,,,
Premier Technology Solutions,,153516,15/06/2021,P84673,,P,Imported Premier Technology Solutions,,Premier Technologies Solutions,61150,"$15,480 ",,,,GST,"$1,548 ",B,2,0,0,0,"$17,028 ",,5501,1863
,,,,,,,,,,,,,,,,,,,,,,,,,
Australian Institute of Company Directors,,153517,15/06/2021,11088099,,P,Imported Australian Institute of Company Directors,,Australian Institute of Company Directors,61310,"$8,168 ",,,,FRE,$0.00 ,B,2,0,1,0,"$8,168 ",,2272,2530
,,,,,,,,,,,,,,,,,,,,,,,,,
Australian Institute of Company Directors,,153518,15/06/2021,11088097,,P,Imported Australian Institute of Company Directors,,Australian Institute of Company Directors,61310,$750 ,,,,GST,$75 ,B,2,0,1,0,$825 ,,2272,2530
,,,,,,,,,,,,,,,,,,,,,,,,,
Sharp and Howells Pty Ltd,,153519,17/06/2021,15592,,P,Imported Sharp and Howells Pty Ltd,,Sharp and Howells Pty Ltd,54400,"$1,330 ",,,,GST,$133 ,B,2,0,4,0,"$1,463 ",,5301,28
,,,,,,,,,,,,,,,,,,,,,,,,,
D1 Store Pty Ltd,,153520,17/06/2021,10357,,P,Imported D1 Store Pty Ltd,,D1 Store Pty Ltd - Drone and Accessories Purchase,51050,"$20,565.56 ",,,,GST,"$2,056.56 ",B,2,0,4,0,"$22,622.12 ",,2276,2532
,,,,,,,,,,,,,,,,,,,,,,,,,
Corinella Pty LTd - Jim's mowing,,153521,16/06/2021,13856,,P,Imported Jims Mowing,,Jims Mowing,61250,$90 ,,,,GST,$9 ,B,2,0,5,0,$99 ,,1693,2191
,,,,,,,,,,,,,,,,,,,,,,,,,
Toshiba Australia Pty Limited,,153522,20/06/2021,10566008,,P,Imported Toshiba Australia Pty Limited,,Toshiba Australia Pty Ltd,61215,$55.29 ,,,,GST,$5.53 ,B,2,0,1,0,$60.82 ,,1842,2302
,,,,,,,,,,,,,,,,,,,,,,,,,
Jobfit Health Group Pty Ltd,,153524,17/05/2021,2110046050,,P,Imported Jobfit Health Group Pty Ltd,,Jobfit Health Group Pty Ltd - invoice to be credited OD medical not attended,65150,$207 ,,,,GST,$20.70 ,B,2,0,36,0,$227.70 ,,2054,2402
,,,,,,,,,,,,,,,,,,,,,,,,,
Jobfit Health Group Pty Ltd,,153525,21/06/2021,NJ211000163,,P,Imported Jobfit Health Group Pty Ltd,,Jobfit Health Group Pty Ltd Credit for OD medical not attended,65150,($207),,,,GST,($20.70),B,2,0,1,0,($227.70),,2054,2402
,,,,,,,,,,,,,,,,,,,,,,,,,
Jobfit Health Group Pty Ltd,,153526,8/6/2021,2110055485,,P,Imported Jobfit Health Group Pty Ltd,,Jobfit Health Group Pty Ltd Medical OD,65150,$306 ,,,,GST,$30.60 ,B,2,0,14,0,$336.60 ,,2054,2402
,,,,,,,,,,,,,,,,,,,,,,,,,
VicRoads,,153527,22/06/2021,220621,,P,Imported VicRoads,,Vic Roads Rego renewal ZEN746 apply to directors loan,11251,$801.35 ,,,,GST,$44.55 ,B,2,0,7,0,$845.90 ,,5364,83
,,,,,,,,,,,,,,,,,,,,,,,,,
St John Ambulance Australia,,153528,24/06/2021,6187126,,P,Imported St John Ambulance Australia,,St John Vic First Aid Training for BG,54800,$195 ,,,,FRE,$0.00 ,B,2,0,5,0,$195 ,,5479,1605
,,,,,,,,,,,,,,,,,,,,,,,,,
Suk Kyun Shin,,153529,28/06/2021,475209,,P,Imported Suk Kyun Shin,,Suk kyun Shin Office Cleaning,61215,$345 ,,,,GST,$34.50 ,B,2,0,1,0,$379.50 ,,2238,2508
,,,,,,,,,,,,,,,,,,,,,,,,,
ASSE Consultants Pty Ltd,,153530,28/06/2021,2899,,P,Imported ASSE Consultants Pty Ltd,,ASSE Consultants Pty Ltd,54400,"$23,290 ",,,,GST,"$2,329 ",B,2,0,3,0,"$25,619 ",,1752,2241
,,,,,,,,,,,,,,,,,,,,,,,,,
ASSE Consultants Pty Ltd,,153531,28/06/2021,2898,,P,Imported ASSE Consultants Pty Ltd,,ASSE Consultants Pty Ltd,54400,"$25,300 ",,,,GST,"$2,530 ",B,2,0,3,0,"$27,830 ",,1752,2241
,,,,,,,,,,,,,,,,,,,,,,,,,
ASSE Consultants Pty Ltd,,153532,28/06/2021,2891,,P,Imported ASSE Consultants Pty Ltd,,ASSE Consultants Pty Ltd,54400,"$5,940 ",,,,GST,$594 ,B,2,0,3,0,"$6,534 ",,1752,2241
,,,,,,,,,,,,,,,,,,,,,,,,,
ASSE Consultants Pty Ltd,,153533,26/06/2021,2897,,P,Imported ASSE Consultants Pty Ltd,,ASSE Consultants Pty Ltd,54400,$660 ,,,,GST,$66 ,B,2,0,5,0,$726 ,,1752,2241
,,,,,,,,,,,,,,,,,,,,,,,,,
Ezy Rentals Pty Ltd,,153534,5/6/2021,25387,,P,Imported Ezy Rentals Pty Ltd,,Ezy Rentals Pty Ltd,54500,"$1,805 ",,,,GST,$180.50 ,B,2,0,4,0,"$1,985.50 ",,2269,2528
,,,,,,,,,,,,,,,,,,,,,,,,,
Cosentino Group Pty Ltd,,153535,24/06/2021,3231,,P,Imported Cosentino Group Pty Ltd,,Cosentino Group Pty Ltd,61250,"$5,900 ",,,,GST,$590 ,B,2,0,7,0,"$6,490 ",,2279,2534
,,,,,,,,,,,,,,,,,,,,,,,,,
Cosentino Group Pty Ltd,,153536,15/06/2021,3229,,P,Imported Cosentino Group Pty Ltd,,Cosentino Group Pty Ltd,61250,"$4,250 ",,,,GST,$425 ,B,2,0,14,0,"$4,675 ",,2279,2534
,,,,,,,,,,,,,,,,,,,,,,,,,
Phillro Industries Pty Ltd,,153537,30/06/2021,16005718,,P,Imported Phillro Industries Pty Ltd,,Phillro Industries Pty Ltd,51050,"$7,668.38 ",,,,GST,$766.84 ,B,2,0,1,0,"$8,435.22 ",,5271,540
,,,,,,,,,,,,,,,,,,,,,,,,,
HR Consulting Melbourne,,153538,29/06/2021,362021,,P,Imported HR Consulting Melbourne,,HR Consulting,61035,$450 ,,,,GST,$45 ,B,2,0,2,0,$495 ,,2097,2428
,,,,,,,,,,,,,,,,,,,,,,,,,
Hightalk Pty Ltd,,153539,1/7/2021,2232,,P,Imported Hightalk Pty Ltd,,Hightalk Pty Ltd,61300,$362.73 ,,,,GST,$36.27 ,B,2,0,0,0,$399 ,,2099,2429
,,,,,,,,,,,,,,,,,,,,,,,,,
Nickless Miller Meehans  Pty Ltd,,153540,22/06/2021,1123,,P,Imported Nickless Miller Meehans  Pty Ltd,,Nickless Miller Meehans,61015,"$9,254 ",,,,GST,$925.40 ,B,2,0,9,0,"$10,179.40 ",,5251,29
,,,,,,,,,,,,,,,,,,,,,,,,,
ASSE Consultants Pty Ltd,,153541,25/06/2021,2894,,P,Imported ASSE Consultants Pty Ltd,,ASSE Consultants Pty Ltd,54400,"$2,025 ",,,,GST,$202.50 ,B,2,0,6,0,"$2,227.50 ",,1752,2241
,,,,,,,,,,,,,,,,,,,,,,,,,
G C Nixon and Associates Pty Ltd,,153542,29/06/2021,6219,,P,Imported G C Nixon and Associates Pty Ltd,,G C Nixon and Associates Pty Ltd,54400,"$4,500 ",,,,GST,$450 ,B,2,0,6,0,"$4,950 ",,5145,225
,,,,,,,,,,,,,,,,,,,,,,,,,
Optimatum Pty Ltd T/A Miglic Macleod,,153543,1/7/2021,2166,,P,Imported Optimatum Pty Ltd T/A Miglic Macleod,,Optimatum P/L t/a Miglic MacLeod,54400,"$1,250 ",,,,GST,$125 ,B,2,0,7,0,"$1,375 ",,1923,2327
,,,,,,,,,,,,,,,,,,,,,,,,,
G C Nixon and Associates Pty Ltd,,153544,1/7/2021,6223,,P,Imported G C Nixon and Associates Pty Ltd,,G C Nixon and Associates,54400,$500 ,,,,GST,$50 ,B,2,0,7,0,$550 ,,5145,225
,,,,,,,,,,,,,,,,,,,,,,,,,
G C Nixon and Associates Pty Ltd,,153545,1/7/2021,6220,,P,Imported G C Nixon and Associates Pty Ltd,,G C Nixon and Associates,54400,"$1,250 ",,,,GST,$125 ,B,2,0,7,0,"$1,375 ",,5145,225
,,,,,,,,,,,,,,,,,,,,,,,,,
ACA Foundation Limited,,153546,1/7/2021,21,,P,Imported ACA Foundation Limited,,ACA Foundation Ltd Award sponsorship for 2021,59110,"$2,500 ",,,,FRE,$0.00 ,B,2,0,7,0,"$2,500 ",,2284,2538
,,,,,,,,,,,,,,,,,,,,,,,,,
Australian Institute of Waterproofing Inc,,153547,1/7/2021,1763,,P,Imported Australian Institute of Waterproofing Inc,,Australian Institute of Waterproofing Inc,51100,$310 ,,,,FRE,$0.00 ,B,2,0,7,0,$310 ,,1996,2470
,,,,,,,,,,,,,,,,,,,,,,,,,
Visy Recycling,,153548,1/7/2021,140307787,,P,Imported Visy Recycling,,Visy Recycling ,61215,$41.58 ,,,,GST,$4.16 ,B,2,0,7,0,$45.74 ,,5510,1903
,,,,,,,,,,,,,,,,,,,,,,,,,
Protection Pacific Security,,153549,1/7/2021,390516,,P,Imported Protection Pacific Security,,Protection Pacific Security,66080,$159.09 ,,,,GST,$15.91 ,B,2,0,7,0,$175 ,,1729,2225
,,,,,,,,,,,,,,,,,,,,,,,,,
Premier Technology Solutions,,153550,1/7/2021,86142,,P,Imported Premier Technology Solutions,,Premier Tech Solutions,61150,$923.31 ,,,,GST,$92.33 ,B,2,0,7,0,"$1,015.64 ",,5501,1863
,,,,,,,,,,,,,,,,,,,,,,,,,
Premier Technology Solutions,,153551,1/7/2021,85994,,P,Imported Premier Technology Solutions,,Premier Tech Solutions,61150,"$2,124.10 ",,,,GST,$212.41 ,B,2,0,7,0,"$2,336.51 ",,5501,1863
,,,,,,,,,,,,,,,,,,,,,,,,,
TPG Telecom / AAPT,,153552,1/7/2021,16610180,,P,Imported TPG Telecom / AAPT,,TPG Telecom,61150,$804 ,,,,GST,$80.40 ,B,2,0,7,0,$884.40 ,,1672,2178
,,,,,,,,,,,,,,,,,,,,,,,,,
Defendi Communications,,153553,11/7/2021,165,,P,Imported Defendi Communications,,Defendi Communications,54900,"$2,635 ",,,,FRE,$0.00 ,B,2,0,4,0,"$2,635 ",,2229,2505
,,,,,,,,,,,,,,,,,,,,,,,,,
AGL,,153554,1/7/2021,10721,,P,Imported AGL,,AGL Energy Ltd Gas Acct,66030,$587.58 ,,,,GST,$58.76 ,B,2,0,14,0,$646.34 ,,5458,1336
,,,,,,,,,,,,,,,,,,,,,,,,,
Momentum Energy,,153555,7/7/2021,12408127,,P,"Imported Momentum Energy, ",,Momentum Energy,66060,$637.36 ,,,,GST,$64.04 ,B,2,0,8,0,$701.40 ,,5423,875
,,,,,,,,,,,,,,,,,,,,,,,,,
Racket Agency Pty Ltd,,153556,14/07/2021,999,,P,Imported Racket Agency Pty Ltd,,Racket Agency Pty Ltd,59130,"$6,500 ",,,,GST,$650 ,B,2,0,5,0,"$7,150 ",,5548,2099
,,,,,,,,,,,,,,,,,,,,,,,,,
VBCS Plus Victoria Body Corporate Services Pty Ltd,,153557,16/07/2021,M0005526,,P,Imported VBCS Plus Victoria Body Corporate Services Pty Ltd,,VBCS Plus,51100,$75 ,,,,GST,$7.50 ,B,2,0,3,0,$82.50 ,,2116,2438
,,,,,,,,,,,,,,,,,,,,,,,,,
AMOG,,153558,1/7/2021,062021ICMIS,,P,Imported AMOG,,AMOG Pty Ltd,61150,"$1,500 ",,,,GST,$150 ,B,2,0,18,0,"$1,650 ",,5017,482
,,,,,,,,,,,,,,,,,,,,,,,,,
Corinella Pty LTd - Jim's mowing,,153559,8/7/2021,14040,,P,Imported Jims Mowing,,Jims Mowing,61250,$90 ,,,,GST,$9 ,B,2,0,11,0,$99 ,,1693,2191
,,,,,,,,,,,,,,,,,,,,,,,,,
Australian Society of Building Consultants,,153560,21/07/2021,536,,P,Imported Australian Society of Building Consultants,,Australian Society of Building Consultants,59100,$285 ,,,,FRE,$0.00 ,B,2,0,6,0,$285 ,,2137,2456
,,,,,,,,,,,,,,,,,,,,,,,,,
Perfect Concrete Care Pty Ltd,,153561,21/07/2021,3511,,P,Imported Perfect Concrete Care Pty Ltd,,Perfect concrete Care Pty Ltd,54300,$844 ,,,,GST,$84.40 ,B,2,0,6,0,$928.40 ,,2283,2541
,,,,,,,,,,,,,,,,,,,,,,,,,
SGS Australia Pty Ltd,,153562,23/07/2021,SC50101830,,P,Imported SGS Australia Pty Ltd,,SGS Australia Pty Ltd,54400,$702 ,,,,GST,$70.20 ,B,2,0,4,0,$772.20 ,,2124,2447
,,,,,,,,,,,,,,,,,,,,,,,,,
