Co./Last Name,First Name,Addr 1 - Line 1,Addr 1 - Line 2,Addr 1 - Line 3,Addr 1 - Line 4,Inclusive,Purchase No.,Date,Supplier Invoice No.,Ship Via,Delivery Status,Description,Account No.,Amount,Job,Comment,Journal Memo,Shipping Date,Tax Code,Tax Amount,Freight Amount,Freight Tax Code,Freight Tax Amount,Purchase Status,Terms - Payment is Due,           - Discount Days,           - Balance Due Days,           - % Discount,Amount Paid,Category,Card ID,Record ID
Toshiba Australia Pty Limited,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155139,8/1/2025,23087,,P,Photocopier meterage,61215,$42.95 ,,,Purchase; Toshiba Australia Pty Limited,,GST,$4.30 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,$47.25 ,,1842,2302
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corinella Pty LTd - Jim's mowing,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155147,16/01/2025,INV-6789,,P,"Lawn mowing,gardening,weeding,weed spraying and\r\nblowing of carparks on 14/1/25",61250,$100 ,,,Purchase; Corinella Pty LTd - Jim's mowing,,GST,$10 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,$110 ,,1693,2191
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maxsum Solutions Pty Ltd,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155148,16/01/2025,48920,,P,Microsoft 365 - Annual,61290,"$2,155.20 ",,,Purchase; Maxsum Solutions Pty Ltd,,GST,$215.52 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,"$2,370.72 ",,2643,2775
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STONE AND CHALK LIMITED,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155149,16/01/2025,INV-25170,,P,Sydney Office Rent 01/01/25 -31/01/25,66010,"$7,950 ",,,Purchase; STONE AND CHALK LIMITED,,GST,$795 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,"$8,745 ",,2653,2778
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GL Booth,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155150,17/01/2025,2509,,P,Board Director 01/10/24 to 31/12/24,61060,"$6,250 ",,,Purchase; GL Booth,,FRE,$0.00 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,"$6,250 ",,*None,2714
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monash Self Storage Centre,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155151,20/01/2025,,,P,Rental Fee Unit 034 26/01/25 -25/02/25,61250,$163.64 ,,,Purchase; Monash Self Storage Centre,,GST,$16.36 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,$180 ,,2292,2542
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Telstra Corp,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155152,10/1/2025,T311 Jan 25,,P,Telephone Jan 2025,61153,"$1,462.43 ",,,Purchase; Telstra Corp,,GST,$145.04 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,"$1,607.47 ",,5330,89
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ian Godson Superannuation Fund,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155153,22/01/2025,8,,P,Water bill (5910 3249 1271,66090,$516.33 ,,,Purchase; Ian Godson Superannuation Fund,,FRE,$0.00 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,$516.33 ,,5157,200
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Momentum Energy,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155154,22/01/2025,19274882,,P,electricity bill 01/12/2024 - 31/12/2024,66060,"$1,218.04 ",,,Purchase; Momentum Energy,,GST,$122.53 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,"$1,340.57 ",,5423,875
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arma Shutter Trading Pty Ltd,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155155,21/01/2025,AS203480,,P,The front door shutter replacement,61250,"$2,600 ",,,Purchase; Arma Shutter Trading Pty Ltd,,GST,$260 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,"$2,860 ",,2668,2789
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suk Kyun Shin,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155156,31/01/2025,SKY-000162,,P,Office Cleaning  January,61215,$510 ,,,Purchase; Suk Kyun Shin,,GST,$51 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,$561 ,,2238,2508
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Officeworks,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155157,31/01/2025,619648333,,P,Stationery ( for Sydney Office),61215,$69.34 ,,,Purchase; Officeworks,,GST,$6.93 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,$76.27 ,,5255,40
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYOB Australia,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155158,3/2/2025,2-10011187038,,P,MYOB AccountRight Live Plus Recurring Subscription 01 Feb 2025 to 28 Feb 2025,61290,$128.18 ,,,Purchase; MYOB Australia,,GST,$12.82 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,$141 ,,5509,1209
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Toshiba Australia Pty Limited,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155159,3/2/2025,26120,,P,Photocopier ,61215,$20.12 ,,,Purchase; Toshiba Australia Pty Limited,,GST,$2.01 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,$22.13 ,,1842,2302
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Visy Recycling,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155160,6/2/2025,150940121,,P,Per Lift Fee for Service and equipment rent,61215,$43.08 ,,,Purchase; Visy Recycling,,GST,$4.31 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,$47.39 ,,5510,1903
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corinella Pty LTd - Jim's mowing,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155161,4/2/2025,INV-7031,,P,"Lawn mowing, gardening, weeding, weed spraying and blowing of carpark on 04/02/25",61250,$100 ,,,Purchase; Corinella Pty LTd - Jim's mowing,,GST,$10 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,$110 ,,1693,2191
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPG Telecom / AAPT,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155162,1/2/2025,21546739,,P,Recurring charges 01/01/2025 to 31/01/2025,61290,$799 ,,,Purchase; TPG Telecom / AAPT,,GST,$79.90 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,$878.90 ,,1672,2178
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Momentum Energy,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155163,11/2/2025,19416677,,P,Electricity 01/01/2025 -31/01/2025,66060,"$1,145.43 ",,,Purchase; Momentum Energy,,GST,$115.25 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,"$1,260.68 ",,5423,875
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HR Consulting Melbourne,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155164,11/2/2025,INV-0091245,,P,Employee relations advice,61038,$135 ,,,Purchase; HR Consulting Melbourne,,GST,$13.50 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,$148.50 ,,2097,2428
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hightalk Pty Ltd,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155165,1/2/2025,4529,,P,"1300 Number, Number, SIP line unlimited with support, Wireless Broadband data",61153,$362.73 ,,,Purchase; Hightalk Pty Ltd,,GST,$36.27 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,$399 ,,2099,2429
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maxsum Solutions Pty Ltd,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155166,10/2/2025,49179,,P,"HP EliteBook 830 G10 13.3"" Touch Screen note book",61151,"$2,039.99 ",,,Purchase; Maxsum Solutions Pty Ltd,,GST,$204 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,"$2,243.99 ",,2643,2775
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maxsum Solutions Pty Ltd,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155167,3/2/2025,49109,,P,MaxGuard Ultimate,61150,"$3,401 ",,,Purchase; Maxsum Solutions Pty Ltd,,GST,$340.10 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,"$3,741.10 ",,2643,2775
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maxsum Solutions Pty Ltd,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155168,30/01/2025,48983,,P,Datto Backupify,61290,$157.50 ,,,Purchase; Maxsum Solutions Pty Ltd,,GST,$15.75 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,$173.25 ,,2643,2775
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elevate Talent Solutions,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155170,11/2/2025,INV-000030,,P,Placement of Reuben Bugaring ,65150,"$5,219.76 ",,,Purchase; Elevate Talent Solutions,,FRE,$0.00 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,"$5,237.76 ",,N0005,2841
Elevate Talent Solutions,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155170,11/2/2025,INV-000030,,P,International transfer,61020,$18 ,,,Purchase; Elevate Talent Solutions,,N-T,$0.00 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,"$5,237.76 ",,N0005,2841
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maxsum Solutions Pty Ltd,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155171,30/01/2025,48928,,P,Microsoft Office 365-  January 2025,61290,"$3,264.12 ",,,Purchase; Maxsum Solutions Pty Ltd,,GST,$326.41 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,"$3,590.53 ",,2643,2775
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maxsum Solutions Pty Ltd,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155172,4/1/2025,49157,,P,January 2025 - Out of Scope Works,61152,$219.90 ,,,Purchase; Maxsum Solutions Pty Ltd,,GST,$21.99 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,$241.89 ,,2643,2775
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nickless Miller Meehans  Pty Ltd,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155173,14/02/2025,INV-4952,,P,"Corporate Secretarial Service\r\nMaintenance of your corporate records and to your corporate secretarial matters, for compliance with Australian\r\nSecurities and Investments Commission (ASIC) requirements, including:\r\n- Collection and Forwarding of your 2025 Annual Company Statement;\r\n- Advice on payment amounts and due dates for ASIC Fees",61015,$190 ,,,Purchase; Nickless Miller Meehans  Pty Ltd,,GST,$19 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,$209 ,,5251,29
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASIC,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155174,9/2/2025,4X8785069480B A,,P,ASIC Annual Review,61100,$321 ,,,Purchase; ASIC,,FRE,$0.00 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,$321 ,,5024,60
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Officeworks,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155175,13/02/2025,620037122,,P,Stationery,61215,$85.07 ,,,Purchase; Officeworks,,GST,$8.51 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,$93.58 ,,5255,40
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Officeworks,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155176,13/02/2025,620043117,,P,Stationery,61215,$59.56 ,,,Purchase; Officeworks,,GST,$5.96 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,$65.52 ,,5255,40
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STONE AND CHALK LIMITED,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155177,3/2/2025,INV-25481,,P,Sydney Secure Office 01/02/2025-28/02/2025,66010,"$7,950 ",,,Purchase; STONE AND CHALK LIMITED,,GST,$795 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,"$8,745 ",,2653,2778
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maxsum Solutions Pty Ltd,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155178,30/01/2025,48977,,P,Max Guard Security,61290,$195.64 ,,,Purchase; Maxsum Solutions Pty Ltd,,GST,$19.56 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,$215.20 ,,2643,2775
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Covermore Insurance,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155179,18/02/2025,34049,,P,Travel Insurance 19/02/25-18/02/26 SD,61140,$88.49 ,,,Purchase; Covermore Insurance,,N-T,$0.00 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,"$1,490.19 ",,5102,527
Covermore Insurance,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155179,18/02/2025,34049,,P,Travel Insurance 19/02/25-18/02/26 SD,61140,"$1,326.99 ",,,Purchase; Covermore Insurance,,GST,$74.71 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,"$1,490.19 ",,5102,527
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Telstra Corp,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155180,10/2/2025,T311 Feb 25,,P,Mobile phones Feb 25,61153,"$1,452.13 ",,,Purchase; Telstra Corp,,GST,$145.34 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,"$1,597.47 ",,5330,89
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monash Self Storage Centre,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155181,19/02/2025,1015954,,P,Rental fee Unit 034 from 26/02/2025 - 25/03/2025,61250,$163.64 ,,,Purchase; Monash Self Storage Centre,,GST,$16.36 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,$180 ,,2292,2542
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Officeworks,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155184,21/02/2025,620200109,,P,Samsung Galaxy S25+ + 512 GB Silver,61154,"$1,531.82 ",,,Purchase; Officeworks,,GST,$153.18 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,"$1,685 ",,5255,40
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corinella Pty LTd - Jim's mowing,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155185,25/02/2025,INV-7292,,P,"Lawn Mowing. gardening, weeding, weed spraying and blowing of carparks ",61250,$100 ,,,Purchase; Corinella Pty LTd - Jim's mowing,,GST,$10 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,$110 ,,1693,2191
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCTE (Papworths Construction Testing Equipment),,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155188,23/01/2025,,,P,Calibration per certificate,51000,$295 ,,,Purchase; PCTE (Papworths Construction Testing Equipment),,GST,$29.50 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,$324.50 ,,5265,133
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maxsum Solutions Pty Ltd,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155189,24/02/2025,,,P,Project #1438 Chart YOur Course,61152,"$5,000 ",,,Purchase; Maxsum Solutions Pty Ltd,,GST,$500 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,"$5,500 ",,2643,2775
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suk Kyun Shin,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155192,28/02/2025,SKY-000178,,P,Office cleaning Feb 25,61215,$680 ,,,Purchase; Suk Kyun Shin,,GST,$68 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,$748 ,,2238,2508
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGL,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155193,3/3/2025,437027866,,P,GAS 25/12/24 - 27/02/25,66030,$71.79 ,,,Purchase; AGL,,GST,$7.18 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,$78.97 ,,5458,1336
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPG Telecom / AAPT,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155194,1/3/2025,21686847,,P,Recurring charges 01 Feb 25 to 28 Feb 25,61155,$799 ,,,Purchase; TPG Telecom / AAPT,,GST,$79.90 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,$878.90 ,,1672,2178
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STONE AND CHALK LIMITED,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155196,3/3/2025,INV-25695,,P,Sydney office rent 01/03/25 - 31/03/25,66010,"$7,950 ",,,Purchase; STONE AND CHALK LIMITED,,GST,$795 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,"$8,745 ",,2653,2778
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Visy Recycling,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155197,28/02/2025,151173127,,P,Recycle bin oer lift fee for service and rent (bin),61215,$56.08 ,,,Purchase; Visy Recycling,,GST,$5.61 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,$61.69 ,,5510,1903
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Toshiba Australia Pty Limited,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155198,28/02/2025,30559,,P,Photocopier meterage,61215,$45.34 ,,,Purchase; Toshiba Australia Pty Limited,,GST,$4.53 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,$49.87 ,,1842,2302
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pointon Partners Lawyers,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155200,28/02/2025,37652,,P,"Deed of Indemnity, Employee Share Scheme and D & O Insurance",61165,$407.40 ,,,Purchase; Pointon Partners Lawyers,,GST,$40.74 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,$448.14 ,,1733,2230
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trendspek Operations Pty Limited,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155201,12/1/2025,INV-0648,,P,Pro Plan (28/02/25 -27/02/26),11204,"$26,495 ",,,Purchase; Trendspek Operations Pty Limited,,GST,"$2,649.50 ",$0.00 ,GST,$0.00 ,B,2,0,30,0,"$53,688.25 ",,2246,2518
Trendspek Operations Pty Limited,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155201,12/1/2025,INV-0648,,P,Processing Pack Bundled - 5000GP,11204,"$22,312.50 ",,,Purchase; Trendspek Operations Pty Limited,,GST,"$2,231.25 ",$0.00 ,GST,$0.00 ,B,2,0,30,0,"$53,688.25 ",,2246,2518
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maxsum Solutions Pty Ltd,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155202,27/02/2025,49249,,P,Datto Backupify,61150,$157.50 ,,,Purchase; Maxsum Solutions Pty Ltd,,GST,$15.75 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,$173.25 ,,2643,2775
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maxsum Solutions Pty Ltd,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155203,27/02/2025,49242,,P,MaxGuard Security,61150,$209.40 ,,,Purchase; Maxsum Solutions Pty Ltd,,GST,$20.94 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,$230.34 ,,2643,2775
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maxsum Solutions Pty Ltd,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155204,27/02/2025,49194,,P,Microsoft Office 365,61290,"$3,336.12 ",,,Purchase; Maxsum Solutions Pty Ltd,,GST,$333.61 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,"$3,669.73 ",,2643,2775
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maxsum Solutions Pty Ltd,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155207,3/3/2025,49431,,P,"HP Elite x360 1040 G10 14"" Touch screen Convertible 2 in 1 notebook for BG",61151,"$1,721.11 ",,,Purchase; Maxsum Solutions Pty Ltd,,GST,$172.11 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,"$1,893.22 ",,2643,2775
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maxsum Solutions Pty Ltd,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155208,3/3/2025,49329,,P,MaxGuard Ultimate,61150,"$3,580 ",,,Purchase; Maxsum Solutions Pty Ltd,,GST,$358 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,"$3,938 ",,2643,2775
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYOB Australia,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155209,11/3/2025,,,P,MYOB AccountRight Live Plus Recurring Subscription 01 Mar 2025 to 31 Mar 2025,61290,$136.36 ,,,Purchase; MYOB Australia,,GST,$13.64 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,$150 ,,5509,1209
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
StaySafe (SA) Pty Ltd  Securitas,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155211,7/3/2025,AURS-PSI23-97164,,P,Security monitoring 01/04/25 -30/06/25,66080,$165.91 ,,,Purchase; StaySafe (SA) Pty Ltd  Securitas,,GST,$16.59 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,$182.50 ,,2393,832
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hightalk Pty Ltd,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155213,1/3/2025,4591,,P,"1300 number, Number, SIP Line unlimited with support, wireless Broad band",61153,$362.73 ,,,Purchase; Hightalk Pty Ltd,,GST,$36.27 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,$399 ,,2099,2429
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corinella Pty LTd - Jim's mowing,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155215,18/03/2025,INV-7526,,P,"Lawn mowing, gardening, weeding, weed spraying and blowing of carpark",61250,$100 ,,,Purchase; Corinella Pty LTd - Jim's mowing,,GST,$10 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,$110 ,,1693,2191
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monash Self Storage Centre,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155216,19/03/2025,1016420,,P,Rental Fee Unit 034 26/03/2025 - 25/04/2025,61250,$163.64 ,,,Purchase; Monash Self Storage Centre,,GST,$16.36 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,$180 ,,2292,2542
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kraft Refrigeration & Air Conditioning Pty Ltd,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155217,24/03/2025,6480,,A,Services and cleaned all filters in the building.,61250,$400 ,,,Purchase; Kraft Refrigeration & Air Conditioning Pty Ltd,,GST,$40 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,$440 ,,N00015,2929
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ian Godson Superannuation Fund,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155218,1/12/2024,9,,P,Office Rent December 2024,66010,"$11,051.04 ",,,Purchase; Ian Godson Superannuation Fund,,GST,"$1,105.11 ",$0.00 ,GST,$0.00 ,B,2,0,30,0,"$12,156.15 ",,5157,200
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ian Godson Superannuation Fund,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155219,1/2/2025,10,,P,Office Rent February 2025,66010,"$11,051.04 ",,,Purchase; Ian Godson Superannuation Fund,,GST,"$1,105.11 ",$0.00 ,GST,$0.00 ,B,2,0,30,0,"$12,156.15 ",,5157,200
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ian Godson Superannuation Fund,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155220,1/3/2025,11,,P,Office rent March 2025,66010,"$11,051.04 ",,,Purchase; Ian Godson Superannuation Fund,,GST,"$1,105.11 ",$0.00 ,GST,$0.00 ,B,2,0,30,0,"$12,156.15 ",,5157,200
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ian Godson Superannuation Fund,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155221,1/4/2025,12,,P,Office Rent April 2025,66010,"$11,051.04 ",,,Purchase; Ian Godson Superannuation Fund,,GST,"$1,105.11 ",$0.00 ,GST,$0.00 ,B,2,0,30,0,"$12,156.15 ",,5157,200
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
