Job Number,Job Name,Sub-job of,Header,Description,Contact,Percent Complete,Start Date,Finish Date,Manager,Linked Customer,Inactive Job,Track Reimburseables,,
FUT005,Proj Tender Assistance,ENV,D,,,0%,,,,,Y,Y,,
BHP085,JB WINS Wheelarra,TEC,D,JB Maint WIN's Development Wheelarra,,0%,,,,,Y,Y,,
EQA004,HAS Earthmoving audit,Assurance,D,,,0%,,,,,Y,Y,,
WPC015,Review doc control,OHS,D,,,0%,,,,,Y,Y,,
CIR003,Boroo Gold Social Closure,ENV,D,Boroo Gold Mine Social Closure Assessment,,0%,,,,,Y,Y,,
BGE002,MRWA Env Management Syste,ENV,D,,,0%,,,,,Y,Y,,
NBD009,Trevor Tunks,TRA,D,Nebosh Distance Program,,0%,,,,,Y,Y,,
SKR055,Jason Fiedler,TRA,D,Diploma of Quality Auditing - Credit Transfer,,0%,,,,,Y,Y,,
WPC014,TMP Guideline for Mnt Dep,OHS,D,Development and completion of TMP guideline documents for the Maintenance Department,,0%,,,,,Y,Y,,
IMW001,Dev of Risk Mgt Plan,ENV,D,Ishar Multicultural women's Health Center,,0%,,,,,Y,Y,,
DEW002,ICAM Yandi Isolation,OHS,D,,,0%,,,,,Y,Y,,
NEB020,Braydon Thomas,TRA,D,Nebosh IGC Distance Learning,,0%,,,,,Y,Y,,
WPC016,TPSP Procedure Review,OHS,D,,,0%,,,,,Y,Y,,
WEL001,Gap analysis,OHS,D,in alignment with ISO 9001, 14001 and AS/NZS 4801,,0%,,,,,Y,Y,
MDP011,Compliance Audit,ENV,D,Compliance audit & Annual HSEC Risk w/shop-Jack Hill,,0%,,,,,Y,Y,,
NBD010,Matthew Wilson,TRA,D,Nebosh IGC Distance Learning Program,,0%,,,,,Y,Y,,
MDP010,Ad Hoc support,ENV,D,,,0%,,,,,Y,Y,,
ERT002,Tech Writing support,TEC,D,,,0%,,,,,Y,Y,,
KML006,Karara Port HSE Audit,ENV,D,,,0%,,,,,Y,Y,,
FUT006,Xena Project Env support,ENV,D,,,0%,,,,,Y,Y,,
FUT007,Persephone Rise removal,ENV,D,Persephone Rise removal project ENV support,,0%,,,,,Y,Y,,
MMA006,Safety Advisor -Batam,TEC,D,,,0%,,,,,Y,Y,,
WBC001,RIO HSE Prequal Audit,TEC,D,Services to Manage and attend RIO HSE PreQual Audit,,0%,,,,,Y,Y,,
MCC001,Millennium Challenge Corp,ENV,D,,,0%,,,,,Y,Y,,
SMC001,Quality Development,TEC,D,Specialised Machinery Company Pty Ltd,,0%,,,,,Y,Y,,
SKR056,Graham Sharpe,TRA,D,Advanced Diploma of WHS - RPL,,0%,,,,,Y,Y,,
SKR057,John Scott,TRA,D,Enterprise Trainer and Assessor Skill Set - RPL,,0%,,,,,Y,Y,,
CER034,Chevron Onslow,TRA,D,SOA's for Chevron Onslow delivered on 21-22 May 2014,,0%,,,,,Y,Y,,
CER035,Roc Oil,TRA,D,SOA's for Roc Oil delivered 29 May 2014,,0%,,,,,Y,Y,,
WBC002,Rio HSE Prequal audit,TEC,D,Services to manage & attend RIO HSE PreQual Audit,,0%,,,,,Y,Y,,
CER036,Brendan Privilege,TRA,D,Replacement Certificate/Statement of Attainment,,0%,,,,,Y,Y,,
SMC002,Dev't of QMS,TEC,D,,,0%,,,,,Y,Y,,
CER037,Cert Printing - 10 SOA's,TRA,D,10 x SOA for Chevron 3-4 June 2014,,0%,,,,,Y,Y,,
SKR058,John Michael Byrne,TRA,D,Diploma of WHS - RPL,,0%,,,,,Y,Y,,
CER038,Ferguson/McCarthy/Dodd,TRA,D,Training and Development,,0%,,,,,Y,Y,,
PCA003,Telesales activities,mis004,D,,,0%,,,,,Y,Y,,
LAC007,Joanne Smith,TRA,D,Environmental Management Systems,,0%,,,,,Y,Y,,
PER002,Ind ENV  Risk Assessment,ENV,D,,,0%,,,,,Y,Y,,
DMM001,Dev Risk assesssment,TEC,D,Development Risk Assessment & update to co Mgt system,,0%,,,,,Y,Y,,
OYT014Dii,Air Emission,SEA,D,,,0%,,,,,Y,Y,,
GRM001,Proposal - GRM,SEA,D,,,0%,,,,,Y,Y,,
EQA005,Drouin Machining & Maint.,Assurance,D,,,0%,,,,,Y,Y,,
EQA006,Pre-Certification Audit,Assurance,D,Specialised Machinery Company Pty Ltd,,0%,,,,,Y,Y,,
EQA006a,Certification Audit,Assurance,D,Specialised Machinery Company Pty Ltd,,0%,,,,,Y,Y,,
SKR059,James Pettit,TRA,D,Diploma of WHS - RPL,,0%,,,,,Y,Y,,
LAC008,Ben Fountain,TRA,D,Leading Management System Audit Teams,,0%,,,,,Y,Y,,
CER039,Certificate printing,TRA,D,,,0%,,,,,Y,Y,,
CER040,Cert printing Bumi Armada,TRA,D,,,0%,,,,,Y,Y,,
BCC001,ICAM Investigation,OHS,D,BGC Contracting,,0%,,,,,Y,Y,,
KML008,Mgt Gap Analysis,TEC,D,Karara Mining,,0%,,,,,Y,Y,,
ICO001,HSE review & action plan,OHS,D,ICON Engineering,,0%,,,,,Y,Y,,
RNM006,Safety Mgt System Audit,OHS,D,,,0%,,,,,Y,Y,,
NBD012,Simon Young,TRA,D,Nebosh IGC Distance Learning Program,,0%,,,,,Y,Y,,
SKR060,Tracey-Lee Hempstead,TRA,D,Diploma of Management - RPL,,0%,,,,,Y,Y,,
CER041,Shenzhen Job Safety,TRA,D,Emergency Response SOA's for Shenzhen Job Safety Training,,0%,,,,,Y,Y,,
NBD011,Holly-Anne Escott,TRA,D,Nebosh IGC Distance Learning Program,,0%,,,,,Y,Y,,
NBD013,Williams James MacDonald,TRA,D,Nebosh IGC Distance Learning Program,,0%,,,,,Y,Y,,
NRE004,Matthew Lloyd Wilson,TRA,D,Nebosh IGC Distance Learning Program,,0%,,,,,Y,Y,,
MDP012,HSEC audit action plan,ENV,D,,,0%,,,,,Y,Y,,
OYT014Dvi,Waste,SEA,D,,,0%,,,,,Y,Y,,
OYT015,Biodiversity:Gashun Road,SEA,D,Biodiversity:Gashun  Sukhiait Road,,0%,,,,,Y,Y,,
PER003,Action Plan,ENV,D,Action Plan for ENV improvements,,0%,,,,,Y,Y,,
AGA003,CorrectiAction Plan Audit,ENV,D,,,0%,,,,,Y,Y,,
ATT001,Achmmach ESIA review,ENV,D,,,0%,,,,,Y,Y,,
KML007,Compliance Audit,ENV,D,,,0%,,,,,Y,Y,,
OYT014Diii,Air Dispersion Modelling,SEA,D,,,0%,,,,,Y,Y,,
PCA004,Ac mgt,contractor onboard,TEC,D,,,0%,,,,,Y,Y,
GEP001,OHS System Review,OHS,D,Gumala,,0%,,,,,Y,Y,,
BLF001,ICAM investigation,OHS,D,Blue Lightning Freight,,0%,,,,,Y,Y,,
OYT014Dv,Noise,SEA,D,,,0%,,,,,Y,Y,,
EBR009,ESIA support-Lukoil,ENV,D,Lukoil Offshore Shah Deniz Stage 2,,0%,,,,,Y,Y,,
NBD014,Mark Denniston,TRA,D,Nebosh IGC Distance Learning Program,,0%,,,,,Y,Y,,
CER043,Chevron,TRA,D,SOAs for PMA units delivered to Chevron 21-22 July 2014,,0%,,,,,Y,Y,,
CER044,Yara Pilbara,TRA,D,SOAs for PMA units delivered to Yara Pilbara 24 July 2014,,0%,,,,,Y,Y,,
CER042,Neil Williams,TRA,D,Certificate Printing Replacement,,0%,,,,,Y,Y,,
DMM001a,Tech support,TEC,D,Technical support and document development,,0%,,,,,Y,Y,,
KPA001,Gap Analysis for HSE Sys,OHS,D,Gap Analysis for HSE Sys,,0%,,,,,Y,Y,,
CER045,The Vietnam Subsidiary,TRA,D,5 x SOAs for The Vietnam Subsidiary of Rosneft - 14-15 August 2014,,0%,,,,,Y,Y,,
HAR007,Anglo Saxon Proposal,ENV,D,MP, EMP, MCP updates,,0%,,,,,Y,Y
MMA007,KJV HSE Mgt System,OHS,D,,,0%,,,,,Y,Y,,
SKR061,Meghan Hale,TRA,D,Advanced Diploma of WHS - RPL,,0%,,,,,Y,Y,,
CER046,Sally-Anne Doley,TRA,D,Replacement Certificate/Statement of Attainment,,0%,,,,,Y,Y,,
GEP002,Operational Risk Assmnt,OHS,D,,,0%,,,,,Y,Y,,
SKR062,Lee Clissold,TRA,D,Advanced Diploma of WHS - RPL,,0%,,,,,Y,Y,,
FMG003,Tech Writer Support,TEC,D,MDR Reviewing, Auditing & Compilation,,0%,,,,,Y,Y,
MDP013,Update & Implementation,ENV,D,Update and Implementation of Care and Maintenance Plan - Jack Hills,,0%,,,,,Y,Y,,
MDP014,Oakjee Port and Rail proj,ENV,D,Oakajee Port and Rail project,,0%,,,,,Y,Y,,
BLF002,Develop VOC procedure,OHS,D,Develop Verification of Competency (VOC) procedure,,0%,,,,,Y,Y,,
WPC017,PCL SMS PROC 004,OHS,D,,,0%,,,,,Y,Y,,
KPA002,Dev of HSE documentation,OHS,D,,,0%,,,,,Y,Y,,
NZH001,Gap analysis of OHS Sys,OHS,D,,,0%,,,,,Y,Y,,
TTS001,Risk Assessment-Raytheon,OHS,D,,,0%,,,,,Y,Y,,
BGA004,Barrick Gold,SEA,D,,,0%,,,,,Y,Y,,
OYT014cii,Interim Landfill,SEA,D,,,0%,,,,,Y,Y,,
FAB002,Fabricon OHS support,OHS,D,,,0%,,,,,Y,Y,,
NBD015,Billy Kerton,TRA,D,Nebosh IGC Distance Learning Program,,0%,,,,,Y,Y,,
WPC018,Strategic Concern Review,OHS,D,,,0%,,,,,Y,Y,,
PCA006,Tech Support - Qantas,TEC,D,,,0%,,,,,Y,Y,,
WPC019,Safety Specialist Support,OHS,D,,,0%,,,,,Y,Y,,
AMA003,Development of QMS,OHS,D,,,0%,,,,,Y,Y,,
BLF003,VOC & HSE Development,OHS,D,Develop Verification of Competency (VOC) and Develop & Implement HSE,,0%,,,,,Y,Y,,
PCA005,Attendance Annual Summit,TEC,D,15 Sept -18 Sept in US,,0%,,,,,Y,Y,,
FUT008,Variation - Support Prep,ENV,D,Variation to Support Preparation of WEL Required Documents,,0%,,,,,Y,Y,,
BHP077,Incident Investigation,TRA,D,Incident Investigation for Supervisor Training,,0%,,,,,Y,Y,,
BGC006,Biodiversity Offset Strat,SEA,D,Biodiversity Offset Strategy,,0%,,,,,Y,Y,,
NMC023,Cyanide Audit,ENV,D,Cyanide delivery audit from QLD to Tanam,,0%,,,,,Y,Y,,
MMA008,HSS Officer Gor,OHS,D,,,0%,,,,,Y,Y,,
EQA007,EMS Surveillance Audit,Assurance,D,EMS surveillance audit of Cristal Pigments, Australind,,0%,,,,,Y,Y,
NMC024,Cyanide Code Gap Assessme,ENV,D,Pre-Recertification Cyanide Code Gap Assessment Audit for Newmont Tanami,,0%,,,,,Y,Y,,
OYT014Ci,Air Quality Services,SEA,D,,,0%,,,,,Y,Y,,
OYT014a,Q2 Mine Decommissioning,SEA,D,Q2 Mine Decommissioning Liability Assessment Update,,0%,,,,,Y,Y,,
ERT003,Ertech Holdings,OHS,D,,,0%,,,,,Y,Y,,
DJM003,Certification Action Plan,OHS,D,Certification Action Plan Audit,,0%,,,,,Y,Y,,
CER049,SOA's - Chevron Perth,TRA,D,SOAs for Chevron Perth\r\n- 15-16 September 2014,,0%,,,,,Y,Y,,
CER050,Chevron Perth - 8-9/9/14,TRA,D,SOAs for Chevron Perth\r\n- 8-9 September 2014,,0%,,,,,Y,Y,,
CER048,Chevron AEMT,TRA,D,SOAs for Chevron AEMT Training 26-27 August 2014,,0%,,,,,Y,Y,,
CER051,James Eisterhold,TRA,D,Certificate Printing Replacement,,0%,,,,,Y,Y,,
WCP002,ISO Cert audit,OHS,D,Water Corporation,,0%,,,,,Y,Y,,
PCR001,Rio HSE Prequal audit,TEC,D,Provision of services to comply with Rio Tinto HSE prequalification audit requirements,,0%,,,,,Y,Y,,
SKR063,Scott Batina,TRA,D,Diploma of Quality Auditing - RPL,,0%,,,,,Y,Y,,
ERT004,Safety advisor-Onslow,OHS,D,,,0%,,,,,Y,Y,,
BLF004,VOC & HSE Dev't.,OHS,D,Develop Verification of Competency (VOC) and Develop & Implement HSE,,0%,,,,,Y,Y,,
MMA009,HSE Systems Audit 2014,OHS,D,,,0%,,,,,Y,Y,,
WPC020,Incident Investigation,OHS,D,Conduct Incident Investigation,,0%,,,,,Y,Y,,
BCC002,ICAM Report,OHS,D,ICAM Facilitaion and Report,,0%,,,,,Y,Y,,
BWA001,Review risk assessment,OHS,D,Review risk assessment for The 2015 Dams Challenge,,0%,,,,,Y,Y,,
WSE025,Compliance Audit - KGP,ENV,D,,,0%,,,,,Y,Y,,
GEP003,Tech support &OHS sys,OHS,D,Technical Support and OHS management system implementation,,0%,,,,,Y,Y,,
BBP002,IMS Support,TEC,D,Big Bale Pilbara,,0%,,,,,Y,Y,,
WPR050,contractor Prequal audits,Assurance,D,,,0%,,,,,Y,Y,,
HAR008,Support for ENV approval,ENV,D,,,0%,,,,,Y,Y,,
WPR051,Pre qual assessment-HSE,Assurance,D,Contractor pre qaulification assessment- HSE requirement,,0%,,,,,Y,Y,,
GFA001,Pre-Recertification Audit,ENV,D,Pre-Recertification Health Check and Recertification Audit,,0%,,,,,Y,Y,,
SCE001,Operational Risk Asstmnt,OHS,D,Schalm Engineering,,0%,,,,,Y,Y,,
ERT005,Tech Writing Support,TEC,D,Technical Writing support for development of documentation,,0%,,,,,Y,Y,,
CER052,Lauren Roff, Chevron,TRA,D,SOAs for Chevron: 3-4 November 2014,,0%,,,,,Y,Y,
LLE008,Safety Support-GFF proj,TEC,D,Safety Support for Graham Farmer Freeway project,,0%,,,,,Y,Y,,
WHS007,Cert IV,TRA,D,10-14 Nov 14,,0%,,,,,Y,Y,,
SKR064,RPL Advanced Diploma OHS,TRA,D,,,0%,,,,,Y,Y,,
CER053,Philippa Bilman,TRA,D,Re-print Certificate,,0%,,,,,Y,Y,,
ERT006,HSE Coordination,TEC,D,,,0%,,,,,Y,Y,,
ERT007,Developing SOPs,TEC,D,,,0%,,,,,Y,Y,,
OYT017,Waste audits,SEA,D,,,0%,,,,,Y,Y,,
MDP015,OPR HSE Compliance Audit,ENV,D,,,0%,,,,,Y,Y,,
WPC021,Sygnery ObligationProcess,OHS,D,,,0%,,,,,Y,Y,,
WHG003,OHS&EMS Prequal Audit,OHS,D,,,0%,,,,,Y,Y,,
DAP006,Ichthys IESC Audit,ENV,D,,,0%,,,,,Y,Y,,
DVG001,HSEQ Mgt system support,OHS,D,Phase I,,0%,,,,,Y,Y,,
OYT014B,ENV approvals&Anti poachi,SEA,D,ENV approvals and Anti poaching pilot programme,,0%,,,,,Y,Y,,
OYT016,Anti Poaching programme,SEA,D,,,0%,,,,,Y,Y,,
CER054,$50 x 6 -cert replacement,TRA,D,Certificate Replacement,,0%,,,,,Y,Y,,
SKR065,Damien Egan,TRA,D,Cert IV in Frontline Management,,0%,,,,,Y,Y,,
CER055,Paul Weir,TRA,D,Replacement Certificate/Statement of Attainment,,0%,,,,,Y,Y,,
BCC003,ICAM Investigation,OHS,D,ICAM Facilitaiton and Report,,0%,,,,,Y,Y,,
YAR002,Environmental Support,ENV,D,,,0%,,,,,Y,Y,,
CER056,Cert Printing - Chevron,TRA,D,9 x SOA Chevron  26-27 November 2014 @ $1800,,0%,,,,,Y,Y,,
PBM007,Cyanide Code Gap Analysis,ENV,D,Cyanide Code gap analysis audit of the Ban Houyxai Gold Mine in Laos,,0%,,,,,Y,Y,,
GAL001,Galati Group OHS review,OHS,D,,,0%,,,,,Y,Y,,
OYT018,General site condition,SEA,D,,,0%,,,,,Y,Y,,
OYT014Di,Ghouse Gas Emission,SEA,D,,,0%,,,,,Y,Y,,
ORL001,HSEQ system support,TEC,D,,,0%,,,,,Y,Y,,
SEA001,Admin time chargeable SEA,mis004,D,,,0%,1/1/2015,,,,N,Y,,
YAR003,Tech Writing - Yara,TEC,D,Provision of Technical Writer and technical writing process to develop operational work instructions for Laboratory processes.,,0%,,,,,Y,Y,,
NBD016,Nathan Philip Hanna,TRA,D,Nebosh IGC Distance Learning Program,,0%,,,,,Y,Y,,
MMA010,Senior HS Advisor,OHS,D,Dampier,,0%,,,,,Y,Y,,
PCA007,Tech Client Support,TEC,D,Holcim,,0%,,,,,Y,Y,,
CER057,9 x SOA Roc Oil,TRA,D,Cert Printing,,0%,,,,,Y,Y,,
CER058,Shell Philippines,TRA,D,4 SOA's for Shell Philippines staff  \r\n12 -13 January 2015,,0%,,,,,Y,Y,,
YAR005,Review & provide taining,TRA,D,Review of training and competency requirements & provide a training needs analysis report for H&S aspect,,0%,,,,,Y,Y,,
YAR006,Desktop review,TRA,D,Desktop review of Yara Permit to Work system,,0%,,,,,Y,Y,,
FMG004,Contractor Training audit,OHS,D,Contractor training audit, gap analysis and BTNA development for Christmas Creek Mine Site,,0%,,,,,Y,Y,
PCA006a,Client Support - Qantas,TEC,D,Client implementation support - Qantas,,0%,,,,,Y,Y,,
YAR004,Laboratory Audit,ENV,D,Laboratory Systems Audit provided by John McKenna,,0%,,,,,Y,Y,,
SAN002,Tech Writing Sandvik,TEC,D,Assistance with SWPs for NBWT Stackers,,0%,,,,,Y,Y,,
ARM005,Community Perception Surv,SEA,D,,,0%,,,,,Y,Y,,
ADM005,Marketing,mis004,D,,,0%,,,,,Y,Y,,
NEW008,Compliance audit for CEPA,ENV,D,,,0%,,,,,Y,Y,,
ADM008,Sales Advisor,mis004,D,,,0%,,,,,Y,Y,,
ERT008,ICAM investigation,OHS,D,ICAM investigation on LV roll over incident at Roy Hill Construction Project,,0%,,,,,Y,Y,,
PCA007a,Holcim,TEC,D,Addt'l Holcim job,,0%,,,,,Y,Y,,
ERT009,HSE Administration suppor,OHS,D,Justyna Kortas,,0%,,,,,Y,Y,,
SKR066,Jeff Davidson,TRA,D,Diploma of WHS - RPL,,0%,,,,,Y,Y,,
IES001,Support for shutdown,TEC,D,Safety advisor support for shutdown,,0%,,,,,Y,Y,,
MEC001,Gold Processing Plant,SEA,D,Gold Processing Plant Design Review,,0%,,,,,Y,Y,,
WHS008,Bradley Mark Dunne,TRA,D,Certificate III in Work Health and Safety - RPL,,0%,,,,,Y,Y,,
YAR007,Drug & Alcohol Procedure,TRA,D,Drug & Alcohol Procedure Review,,0%,,,,,Y,Y,,
SHR003,Bond, Howard, Chipman,TRA,D,Safety and Health Representatives Course - Refresher,,0%,,,,,Y,Y
SKR067,Ryan Archer,TRA,D,Certificate IV in Frontline Management \r\n- BSBMGT402A- Implement Operational Plan\r\n- BSBWHS401A- Implement and monitor WHS\r\n- BSBRSK401A- ID Risk & apply risk mgt processes\r\nDate of workshop: Perth on 12th & 13th  of March,,0%,,,,,Y,Y,,
AIG001,Wastewater discharge Rpt,ENV,D,Wastewater discharge Report,,0%,,,,,Y,Y,,
CER059,Amy Ashton,TRA,D,Replacement Certificate/Statement of Attainment,,0%,,,,,Y,Y,,
PCA008,Tech support-V Line,TEC,D,,,0%,,,,,Y,Y,,
MDP016,Permitting Strategy,ENV,D,,,100%,,,,,Y,Y,,
KON003,Review&Amend HSE Doc,TEC,D,,,0%,,,,,Y,Y,,
SAN003,Cape Lambert - Tech Writg,TEC,D,Technical Writing,,0%,,,,,Y,Y,,
MLT002,Risk,Incident Severity,OHS,D,Risk,Incident Severity Parymid,,0%,,,,,Y,Y
BGC007,ESIA disclosure-Gatsuurt,SEA,D,ESIA disclosure package -Gatsuurt project,,0%,,,,,Y,Y,,
WHS009,Karen Chynoweth,TRA,D,BSB30712 - Certificate IV in WHS,,0%,,,,,Y,Y,,
YAR008,Miscelleneous jobs,TRA,D,Miscelleneous jobs requested by client,,0%,,,,,Y,Y,,
CER060,8 SOA's Chevron,TRA,D,8 SOA's for Chevron   \r\n12 -13 March 2015,,0%,,,,,Y,Y,,
SAN005,Tech Writing-Hope Down4,TEC,D,,,0%,,,,,Y,Y,,
SAN004,West Angeles,TEC,D,Writing of SWPs - West Angeles,,0%,,,,,Y,Y,,
RCS001,RJC Audits,ENV,D,,,0%,,,,,Y,Y,,
YAR009,Tech Writing-Lab WIs,OHS,D,,,0%,,,,,Y,Y,,
ACT001,Doc review&GAP analysis,ENV,D,,,0%,,,,,Y,Y,,
EBR009a,Extension of EBR009,ENV,D,,,0%,,,,,Y,Y,,
OYT019,Core Biodiversity Monitor,SEA,D,,,0%,,,,,Y,Y,,
MET001,Conduct an audit,OHS,D,,,0%,,,,,Y,Y,,
ERT010,DIMP - Wheatstone Proj,OHS,D,Development of Information Management Plan  - Wheatstone Project,,0%,,,,,Y,Y,,
GEO011,ICAM - Aldi project,OHS,D,,,0%,,,,,Y,Y,,
EVM001,ICMC Pre-recert Audit,ENV,D,Evolution Gold (formerlyBarrick Cowel Mine site),,0%,,,,,Y,Y,,
PBM006,Learning & Dev program,TRA,D,Learning & Dev program towards Cert IV in WHS,,0%,,,,,Y,Y,,
FUT009,Env service support,ENV,D,WEL Julimar Dredging proj,,0%,,,,,Y,Y,,
BGC008,Soical Impact Assessment,SEA,D,Gatsuurt Project,,0%,,,,,Y,Y,,
MDP018,Maintain permit -OPR Proj,ENV,D,,,0%,,,,,Y,Y,,
CER061,11 SOA's - Chevron Perth,TRA,D,11 SOA's for Chevron Perth   \r\n17 -18 March 2015,,0%,,,,,Y,Y,,
CER062,SOA 7-Chevron & 2-Clough,TRA,D,7 SOA's for Chevron Perth and  2 for Clough\r\n23-24  March 2015,,0%,,,,,Y,Y,,
CER063,7 SOA's Chevron Barrow Is,TRA,D,7 SOA's for Chevron Barrow Island IEMT   \r\n30-31 March 2015,,0%,,,,,Y,Y,,
CER064,14 SOA Chevron Perth EMT,TRA,D,14 SOA's for Chevron Perth EMT\r\n25-26 March 2015,,0%,,,,,Y,Y,,
CER065,8 SOA Chevron Perth,TRA,D,8 SOA's for Chevron Perth \r\n13-14 April 2015,,0%,,,,,Y,Y,,
SKR068,Sam Kelly-Cert IV FLM,TRA,D,Cert IV Frontline management,,0%,,,,,Y,Y,,
MDP017,Assist in Maintain permit,ENV,D,Extension of Jack Hills Mine site - Oakajee Port and Rail Project,,0%,,,,,Y,Y,,
IFC005,Water Monitoring Training,SEA,D,2015,,0%,,,,,Y,Y,,
WHS010,Cert IV WHS  course,TRA,D,5 days course 20-24 April 2015,,0%,,,,,Y,Y,,
EBR011,Biodiversity offsetw/shop,SEA,D,,,0%,,,,,Y,Y,,
GTS001,HSEQ support&consulting,OHS,D,HSEQ audits,,0%,,,,,Y,Y,,
CBR001,Statoil Constn&relocation,OHS,D,,,0%,,,,,Y,Y,,
GOF001,Improvement Plan -Ladders,OHS,D,Inspect, analyse & provide an improvement plan for ladders & stairs,,0%,,,,,Y,Y,
FUT010,ENV support on WEL GWF-1,ENV,D,,,0%,,,,,Y,Y,,
HAR009,Finalisation of ENV Doc,ENV,D,,,0%,,,,,Y,Y,,
PCA011,Contractor Onboarding,TEC,D,Malaysia & Philippines,,0%,,,,,Y,Y,,
YAR012,Review & Develop HSE Mgt,TEC,D,,,0%,,,,,Y,Y,,
OYT020,Biodiversity 2015-16,SEA,D,,,0%,,,,,Y,Y,,
WEN001,Qty&Env Mgt sys framework,OHS,D,,,0%,,,,,Y,Y,,
KML009,MS Audit 2015,ENV,D,,,0%,,,,,Y,Y,,
PER004,Risk to ground water,ENV,D,Risk to Groundwater from Pond leakage,,0%,,,,,Y,Y,,
MDP019,Care& Mtce OptionAnalysis,ENV,D,Jack Hill Mine Site,,0%,,,,,Y,Y,,
MIM001,HSE Mgt System Review,TEC,D,,,0%,,,,,Y,Y,,
LAC051,Lead Auditor CourseJun15,TRA,D,Lead Auditor Course run in June 15,,0%,,,,,Y,Y,,
RPL302,Stephen Poynter -Dip WHS,TRA,D,,,0%,,,,,Y,Y,,
DAP009,E&S support-Ichthys Proj,ENV,D,,,0%,,,,,Y,Y,,
RPL303,Wayne Stephens,TRA,D,Ray Stephens & Son Building & civil Engineering,,0%,,,,,Y,Y,,
NBD017,Frenold Walter,TRA,D,Solomon Island Electrical Authority,,0%,,,,,Y,Y,,
ATS001,Develop HSE Manual,OHS,D,Services to comply with Metro Train Melbourne / PICS auditing requirement,,0%,,,,,Y,Y,,
GEO012,EHS support : Air monitor,OHS,D,Air Monitor set up for Waste Dump in Midland,,0%,,,,,Y,Y,,
CER066,6 SOA Bechtel,TRA,D,,,0%,,,,,Y,Y,,
CER067,16 SOA Chevron,TRA,D,22-23 June 2015,,0%,,,,,Y,Y,,
ROE001,Business Imp Facilitation,OHS,D,Facilitation of Business improvement workshops,,0%,,,,,Y,Y,,
SSL003,Code Compliance Audit,OHS,D,,,0%,,,,,Y,Y,,
RPL304,Emeco- Deanna Sandwith,TRA,D,,,0%,,,,,Y,Y,,
CLP001,3rd Party Verification,ENV,D,Third Party Verification Statement- Perth Old Boys School project,,0%,,,,,Y,Y,,
CLP002,Develop EMS &EMP,ENV,D,For Perth Old Boys School Project,,0%,,,,,Y,Y,,
NBD018,Peter Spencer,TRA,D,NEBOSH IGC Distance Learning,,0%,,,,,Y,Y,,
CAP022,Closure Cost Est Review,ENV,D,,,0%,,,,,Y,Y,,
BCC004,ICAM investigation,OHS,D,ICAM investigation into 2 mobile plant incidents at Mt. Webber Site- BGC contracting,,0%,,,,,Y,Y,,
YAR013,Site Investigation,ENV,D,Detailed site investigation, Remediation Strategy Development & Implementation,,0%,,,,,Y,Y,
WSE026,ENV audit 2015: KGP,ENV,D,Environmental Audit 2015: Karratha Gas Plant ( Oct 2015),,0%,,,,,Y,Y,,
WSE027,ENV audit 2015: PGP,ENV,D,Environmental Audit 2015: Pluto Gas Plant ( Oct 2015),,0%,,,,,Y,Y,,
MMA011,ENV Services Support,ENV,D,,,0%,,,,,Y,Y,,
PCA012,Audit Admin,TEC,D,,,0%,,,,,N,Y,,
IES002,Safety support-FMG s/down,OHS,D,,,0%,,,,,Y,Y,,
NBD019,Paul Stanwick-Wright,TRA,D,,,0%,,,,,Y,Y,,
ADM006,Strategic Planning Day,mis004,D,11-Aug-15,,0%,,,,,Y,Y,,
MMA012,TOR Silja Europa EMPAudit,ENV,D,,,0%,,,,,Y,Y,,
RPL305,Therese Dower,TRA,D,,,0%,,,,,Y,Y,,
LAC052,Lead auditor Course Aug15,TRA,D,18-20 August 2015 Therese Dower,,0%,,,,,Y,Y,,
MDP020,Risk assessment,ENV,D,Jack Hills Mine Site\r\n( Crosslands Resources Ltd),,0%,,,,,Y,Y,,
HAR011,Follow up with DMP Enquir,ENV,D,,,0%,,,,,Y,Y,,
WEL002,HSE System review,OHS,D,,,0%,,,,,Y,Y,,
ILR001,Iluka Puttalam proj rev,ENV,D,,,0%,,,,,Y,Y,,
IFC006,Mining&G/water MgtTrainin,SEA,D,,,0%,,,,,Y,Y,,
CER068,2 SOA Bechtel 27/8/15,TRA,D,,,0%,,,,,Y,Y,,
CAR001,Development of HSE Manual,TEC,D,,,0%,,,,,Y,Y,,
GEO013,Investigation-precast cor,OHS,D,Investigation of precast concrete production facility,,0%,,,,,Y,Y,,
SAP001,WH&S Inspection,TEC,D,,,0%,,,,,Y,Y,,
OYT016a,Anti Poaching,SEA,D,,,0%,,,,,Y,Y,,
BGE003,Compliance audits,ENV,D,Audits to assess compliance with conditions of clearing permit CPS 818,,0%,,,,,Y,Y,,
WBC003,HSE Management Sys Review,TEC,D,,,0%,,,,,Y,Y,,
SVT001,HSE Mgt system assistance,TEC,D,,,0%,,,,,Y,Y,,
NHM001,Cyanide Code Comp Advice,ENV,D,,,0%,,,,,Y,Y,,
BFR004,Dev of Standards&Procedur,ENV,D,Development of Standards and Procedures of Brookfield Rail Depots,,0%,,,,,Y,Y,,
BFR005,Audits of BF Rail Depots,ENV,D,,,0%,,,,,Y,Y,,
FUT011,Pluto Spool Recovery Proj,ENV,D,,,0%,,,,,Y,Y,,
AMA004,Develop Quality Mgt Sys,OHS,D,Develop a Quality Management Syatem and provide European Busness Excellence Framework,,0%,,,,,Y,Y,,
