ContactName,AccountNumber,POAddressLine1,POAddressLine2,POAddressLine3,POAddressLine4,POCity,PORegion,POPostalCode,POCountry,PhoneNumber,MobileNumber,FaxNumber,EmailAddress,Website,SAAttentionTo,SAAddressLine1,SAAddressLine2,SAAddressLine3,SAAddressLine4,SACity,SARegion,SAPostalCode,SACountry,DueDateSalesTerm,TaxNumber,BankAccountNumber,BankAccountName,SalesAccount
 Hunter Premium Funding,Hunt,PO Box 7229,,,,St Kilda Road,VIC,8004,Australia,1300 HUNTER,,,,,,,,,,,,,,2,,Unknown,,
Enkhsuvb Selenge,*None,PO Box 100,,,,Lock,SA,5633,Australia,,,,,,,,,,,,,,,2,,Unknown,,
Kelvin Victor,RPL306,74 Kurrajong Drive,,,,Thornlie,WA,6108,Australia,042021 2910,,,kelvin.victor@cytec.com,,,,,,,,,,,2,,Unknown,,
 Danakali Ltd,DKL000,Attn: James Durrant,"Level 11, 125 St George Terrace",Churchill Court,,Subiaco,WA,6000,Australia,08 6189 8635,,08 9486 7093,accounts@danakali.com,jdurrant@danakali.com,,,,,,,,,,2,,Unknown,,
 Evolution Mining ( Cowal) Pty Ltd,EVM000,"Level 24, 175 Liverpool street",,,,Sydney,NSW,2000,Australia,02 9696 2962,,,CGO.Invoices@EVOLUTIONMINING.COM.AU,CGO.Accounts@evolutionmining.com.au,,,,,,,,,,2,,Unknown,,
 Yara Pilbara Nitrates Pty Ltd,YPN000,Eastpoint Plaza,"Level 10, 233 Adelaide Terrace",,,Perth,WA,6000,Australia,08 9327 8100,,08 9327 8199,e-invoice@yara.com,,,,,,,,,,,2,,Unknown,,
 DTZ  Trading as Cushman & Wakefield,RPL307,92 Hugo Johnston Drive,Penrose,,,Auckland 1642,,,New Zealand,,,,,,,,,,,,,,,2,,Unknown,,
 Metro Lintels Steel Fabrication,MLS,2 Kalmia Road,,,,Bibra Lake,WA,6163,Australia,08 9434 1160,04 3951 5773,,PeterH@metrolintels.com.au,,,,,,,,,,,2,,Unknown,,
 360 Logistics Pty Ltd,360000,"Unit 4a, 5 Mumford Place",,,,Balcatta,WA,6021,Australia,08 9240 2863,04 4733 3027-Tim Knox,,accounts@360logistics.com.au;tim.knox@360logistics.com.au,,,,,,,,,,,2,,Unknown,,
 Corrs Support Services Pty Ltd,CCW000,"Level 15, Woodside Plaza",240 St George Terrace,,,Perth,WA,6000,Australia,08 9460 1655,,08 9460 1667,val.sidhom@corrs.com.au,,,,,,,,,,,2,,Unknown,,
David Tilbury,NBD020,PO Box 22,,,,Chidlow,WA,6556,Australia,0499 070 730,,,,,,,,,,,,,,2,,Unknown,,
 Auctus Resources Pty Ltd,AUM000,Burke Development Road,,,,Chillagoe,QLD,4871,Australia,07 4242 4401,,,admin.mungana@auctusresources.com.au,,,Attn: Harry Thompson,"Suite 15, 58 Kishorn Road",,,Mount Pleasant,WA,6153.0,Australia,4,,Unknown,,
Aqeel Yousaf,NBD021,92 Ditton Road,Sunnybank Hills,,,Brisbane,QLD,4109,Australia,04 4963 0861,,,aqeel_yousaf@yahoo.com,,,,,,,,,,,2,,Unknown,,
Elizabeth Cornelissen,RPL311,2/14 Monument Street,,,,Mosman Park,WA,6012,Australia,040383 2517,,,,,,,,,,,,,,2,,Unknown,,
 Golden Star Resources,GSR,Plot No. 16 HSE No.A,Nortey Ababio Street,,,"Roman Ridge, Accra",,,Ghana,+233 302 779040,+233 302 779041,+233 302 777700,sfrost@gsrgh.com,,,,,,,,,,,2,,Unknown,,
 Golden Star (Bogoso / Prestea) Ltd,GSRB,Plot No. 16 HSE No.A,Nortey Ababio Street,"Roman Ridge, Accra",,,,,Ghana,,,,pvarris@gsrgh.com;mraffield@gsr.com,,,,,,,,,,,2,,Unknown,,
 Golden Star (Wassa) Ltd,GSRW,Plot No. 16 HSE No.A,Nortey Ababio Street,"Roman Ridge, Accra",,,,,Ghana,,,,pvarris@gsrgh.com;mraffield@gsr.com,,,,,,,,,,,2,,Unknown,,
 NT Mining Operations Pty Ltd,NMO000,PO Box 469,,,,Darwin,NT,801,Australia,08 8982 4444,08 8982 4413-accounts,08 8982 4400,invoicesnt@klgold.com.au,accountsnt@klgold.com.au,,,,,,,,,,2,,Unknown,,
 Pindan Contracting Pty Ltd,PIC JHG029,PO Box 93,,,,Belmont,WA,6984,Australia,08 6274 7372,08 9463 7100,08 9471 5301,accounts.contracting@pindan.com.au,contracting@pindan.com.au;guy.mead@jhg.com.au,,,,,,,,,,2,,Unknown,,
 Netspark Pty Ltd,LAC053,34 Biscayne Way,,,,Jandakot,WA,6164,Australia,08 9417 3011,04 2052 3284,,ruth@netspark.com.au,,,,,,,,,,,2,,Unknown,,
 Southern Gas Corridor CJSC,ADB002,Attn: Mr. Fuad Sultanov,"99 Central Boulevard Str.,Baku White City","Business Center 2020, 6th Floor",,Baku,,AZ1025,Azerbaijan,+994 12 521 3091,,+994 12 497 0436-CJSC,finance@sgc.az;afgan.isayev@sgc.az;aptil@adb.org;elmir.musayev@sgc.az,,,,,,,,,,,2,,Unknown,,
 Qantas Group Shared Services Pty Ltd,QAN000,QCB Level 1,10 Bourke Road,,,Mascot,NSW,2020,Australia,02 9691 9015,,,lyndarichards@qantas.com.au;mpearce@qantas.com.au,,,,,,,,,,,2,,Unknown,,
Paulo Francisco,RPL312,26 Etherington Avenue,,,,Spearwood,WA,6163,Australia,0427 085 126,,,paulof0@yahoo.com.au,,,,,,,,,,,2,,Unknown,,
Christian Hoad,HOAC,22 Garden Street,,,,Swanbourne,WA,6010,Australia,04 0425 3853,,,christian.hoad@inpex.com.au,,,,,,,,,,,2,,Unknown,,
 Gold Road Resources Ltd,GRR000,Level 2,26 Colin Street,,,West Perth,WA,6005,Australia,08 9200 1600,,08 9481 6405,accounts@goldroad.com.au,,,,,,,,,,,2,,Unknown,,
Julieanne Mills,CER075,130 Brenchley Drive,,,,Atwell,WA,6164,Australia,,,,julieanne.mills@downergroup.com,,,,,,,,,,,2,,Unknown,,
Jeff Summers,CER076,PO Box 1689,,,,Mandurah,WA,6210,Australia,,,,,,,,,,,,,,,2,,Unknown,,
 Bank of China Ltd,BAC000,London Branch,Attn: Agency Team,1 Lothbury,,London,,EC2R 7DB,United Kingdom,+44 (0) 20 7282 8979,+44 (0) 20 7282 89713,,rhao.uk@bank-of-china.com,mkpan.uk@bank-of-china.com;syndicationloan@bank-of-china.com;loanadmin.uk@bank-of-china.com,,,,,,,,,,2,,Unknown,,
 South32 International Investment Holdings Pty Ltd,LAC055,125 St Georges Terrace,,,,Perth,WA,6000,Australia,08 9324 9426,,,South32paymentquery@south32.net,Rebecca.Velkoski@south32.net,,,,,,,,,,2,,Unknown,,
 Avetta LLC,AVETTA AUD,Accounts Payable,549 E Timpanogos Parkway,Building G,,Orem,UT,84097,USA,,,,invoices@avetta.com,accountspayable@avetta.com;matt.southgate@avetta.com,,,,,,,,,,2,,Unknown,,
Dean Harvey,CER077,62 Domain Crescent,Waimauku,,,Auckland,,881,New Zealand,,,,,,,,,,,,,,,2,,Unknown,,
Paul Edwards,EDP001,2/76 Clydedale Street,,,,Como,WA,6152,Australia,0417 915 249,,,paul.paul.edwards@gmail.com,,,,,,,,,,,2,,Unknown,,
Daley Walker,WALD,PO Box 706,,,,Parap,NT,804,Australia,,,,daleywelch@gmail.com,,,,,,,,,,,2,,Unknown,,
Amarsaikhan Tserennadmid,*None,,,,,Ulaanbaatar,,,Mongolia,,,,amarsaikhants@gmail.com,,,,,,,,,,,2,,Unknown,,
Erdenebat Lkhagvadorj,*None,Apartment 78,Building 25,"7th Khoroo, Bayangol District",,Ulaanbaatar,,,Mongolia,,,,erkasu@yahoo.com,,,,,,,,,,,2,,Unknown,,
Bold-Erdene Zorig,*None,,,,,Ulaanbaatar,,,Mongolia,,,,bold-erdenez@riotinto.com,,,,,,,,,,,2,,Unknown,,
Batmungun Emiikho,*None,Apartment 55,Building 51,19th Khoroo,Bayangol District,Ulaanbaatar,,,Mongolia,,,,batmungon.emikho@riotinto.com,,,,,,,,,,,2,,Unknown,,
Bayarmaa Ganbaatar,*None,Apartment 49,Building 14,18th District,,Ulaanbaatar,,,Mongolia,,,,bayarbeg@yahoo.com,,,,,,,,,,,2,,Unknown,,
Enkhsetseg Tumendemberel,*None,Apartment 8 ,Building 105,6th Khoroo,Bayangol District,Ulaanbaatar,,,Mongolia,,,,enkhtsetsegt@gmail.com,,,,,,,,,,,2,,Unknown,,
Zolijargal Enktaivan,*None,Apartment 19,Building 359,26th Khoroo,Bayanzurkh District,Ulaanbaatar,,,Mongolia,,,,zolijargale@riotinto.com,,,,,,,,,,,2,,Unknown,,
 Salini Impregilo Joint Venture,SAM000,Cnr of Samantha Riley and ,Windsor Road,,,Kellyville,NSW,2155,Australia,02 8867 0200,,,accounts@isjv.com.au,maggie.zhang@isjv.com.au,,,,,,,,,,2,,Unknown,,
Mark Kingston,*None,2 Gelirah Lane,,,,Martin,WA,6110,Australia,,,,markkingston@maca.net.au,,,,,,,,,,,2,,Unknown,,
Christopher Hales,*None,2 Barnden Road,,,,Helena Valley,WA,6056,Australia,,,,christopherhales@gmail.com,,,,,,,,,,,2,,Unknown,,
 HYLC Joint Venture,HYL000,PO Box 330,,,,Kent Town DC,SA,5071,Australia,08 8229 7300,08 8229 7317-Accounts,08 8229 7331,hylcjvaccounts@hansenyuncken.com.au;cheryl.durdin@hansenyuncken.com.au,mrosenboom@hansenyuncken.com.au,,,,,,,,,,2,,Unknown,,
 Bargeco Pty Ltd,BCO000,PO Box 518,,,,Cottesloe,WA,6911,Australia,0404 054 004,,,guy@bargeco.com.au,,,,,,,,,,,2,,Unknown,,
Samuel Kelly,CER081,2D Jacaranda Crescent,,,,Bunbury,WA,6230,Australia,04 0073 4259,,,sam.kelly0400@hotmail.com,,,,,,,,,,,2,,Unknown,,
 Inter Steel Pty Ltd,INS000,9 Ilda Road,,,,Canning Vale,WA,6155,Australia,08 9256 3311,0451 023 160,08 9256 3322,jlocantro@intergroup.net.au,,,,,,,,,,,2,,Unknown,,
 Resources WA Pty Ltd,REW000,141 Cambridge Street,,,,West Leederville,WA,6007,Australia,08 9383 8300,,,accounts@resources-wa.com.au,andre.garnaut@resources-wa.com.au,,,,,,,,,,2,,Unknown,,
 PGA of Australia,PGA000,WS6 Perth Risk Management Plan Authorisation,600 Thompsons Road,,,Sandhurst,VIC,3799,Australia,03 8320 1979,,,DBurgess@pga.org.au,,,,,,,,,,,2,,Unknown,,
 Prosight C/- Gallagher Bassett,GBS000,Attn: Kylie Thompson,"Level 6, 201 Miller Street",,,North Sydney,NSW,2060,Australia,02 9464 7458,,02 9464 7400,kylie_thompson@gbtpa.com.au,www.gallagherbassett.com.au,,,,,,,,,,2,,Unknown,,
 Central Norseman Gold Corporation Ltd,CCW003,"Level 15, Woodside Plaza",240 St. George Terrace,,,Perth,WA,6000,Australia,08 9460 1655,,08 9460 1667,cara.leavesley@corrs.com.au,,,,,,,,,,,2,,Unknown,,
 Gruyere Management Pty Ltd,GRR,GPO Box 2731,Cloisters Square PO,,,Perth,WA,6850,Australia,08 9211 9200,,08 9211 9201,Gruyere.AccountsPayable@goldfields.com,renae.shuttleworth@goldfields.com,,,,,,,,,,2,,Unknown,,
 Synergy Retail Business Unit,SYN000,GPO Box U1913,,,,Perth,WA,6845,Australia,08 6282 7666,04 0386 5149,,accounts.payable@synergy.net.au,,,Synergy Retail Business Unit,GPO Box U1913,,,Perth,WA,6845.0,Australia,2,,Unknown,,
Stephen Poynter,RPL313,17 Redheart Road,,,,Carramar,WA,6031,Australia,0467 710 949,08 6400 1019,,kalsteve@bigpond.com,,,,,,,,,,,2,,Unknown,,
 Ord Valley Events Incorporated,OVE000,C/- Mellen Events,414 Stirling Highway,,,Claremont,WA,6010,Australia,08 9383 3534,,08 9284 4335,accounts@mellenevents.com,,,,,,,,,,,2,,Unknown,,
 Golden Star Resources Limited,GSR corp,Suite 1200,Sun Life Tower,150 King Street West,,Toronto,Ontario,,Canada,,,,pvarris@gsrgh.com,,,,,,,,,,,2,,Unknown,,
 D'appolonia S.p.A,DAP Euro,Via San Nazaro,19-16145 ,,,Genova,,,Italy,+ 39 010 3628148,,+ 39 010 3621078,suppliers.appo@rina.org,amministrazione@dappolonia.it,,,,,,,,,,2,,Unknown,,
 Yara Australia Pty Ltd,YAA,Level 1,6 Holt Street,,,McMahons Point,NSW,2060,Australia,0475 506 017,,,tim.erbacher@yara.com,e-invoice@yara.com,,,,,,,,,,2,,Unknown,,
 Risk Consult Pty Ltd,RIC000,PO Box 3248,,,,Joondalup,WA,6027,Australia,0402 146 777,,,matt.wylie@riskconsult.com.au,,,,,,,,,,,2,,Unknown,,
 Asahi Beverages,ASB000,100 Pilbara Street,,,,Welshpool,WA,6106,Australia,08 9333 2120,,,brett.mcevoy@asahi.com.au,,,,,,,,,,,2,,Unknown,,
 Spotless Facility Services Australia Pty Ltd,SPO000,Branch Code: 9079,549 St Kilda Road,,,Melbourne,VIC,3004,Australia,03 9269 7628,,,NationalSecurity.Admin@spotless.com.au,clean.vic@spotless.com.au,,,,,,,,,,2,,Unknown,,
 Metecno Pty Ltd,HBA000,C/-  HBA Legal Pty Ltd,Level 20,140 St George Terrace,,Perth,WA,6000,Australia,08 9265 6017,,,melissa.wroe@hbalegal.com,mark.birbeck@hbalegal.com;sandra.raub@hbalegal.com,,,,,,,,,,2,,Unknown,,
Brett Robin Pascoe,RPL314,10 Beaumont Parkway,,,,Success,WA,6164,Australia,0438 530 677,,,Brett.pascoe@newmont.com,,,,,,,,,,,2,,Unknown,,
 Toll Energy & Marine Logistics Pty Ltd,TOL001,"Level 7, 380 St. Kilda Road",,,,Melbourne,VIC,3004,Australia,08 9346 0452,08 9346 0400,08 9346 0488,TE.SSC.AP@tollgroup.com,janette.bradley@tollgroup.com;adam.gallash@tollgroup.com,,,,,,,,,,2,,Unknown,,
 Co-operative Bulk Handling Ltd,CBH000,Level 6,240 St Georges Terrace,,,Perth,WA,6000,Australia,08 9416 6265,08 9416 6111,08 9237 9699,CBH.Accounts.Payable@cbh.com.au,,,,,,,,,,,2,,Unknown,,
 DENMAC Holdings Pty Ltd,DEN000,185 Camboon Road,,,,Malaga,WA,6090,Australia,08 9249 2800,,,dianne.finucane@denmac.net.au,prelean.bismark@denmac.net.au-AP,,,,,,,,,,2,,Unknown,,
 Integrated Mining Services,IMS000,15 Normandy Road,,,,Elwood,VIC,3184,Australia,0421 047 610,,,william.lloyd@outlook.com,,,,,,,,,,,2,,Unknown,,
 Mellen Promotions Pty Ltd,MEL000,T/A Mellen Events & Lloyd Events,414 Stirling Highway,,,Claremont,WA,6010,Australia,08 9383 3534,,08 9284 4335,accounts@mellenevents.com,,,,,,,,,,,2,,Unknown,,
 RINA Consulting S.p.A,DAP001,Via San Nazaro 19,16145 Genova,VAT No. 03476550102,,,,,Italy,+ 39 010 3628148,,+ 39 010 3621078,suppliers.appo@rina.org,www.rinaconsulting.org,,,,,,,,,,4,,Unknown,,
 RINA Consulting S.p.A,DAP001 Euro,Via San Nazaro 19,16145 Genova,VAT No.03476550102,,,,,Italy,+ 39 010 3628148,,+ 39 010 3621078,suppliers.rinaconsulting@rina.org,www.rinaconsulting.org,,,,,,,,,,2,,Unknown,,
 European Bank for Reconstruction & Development,EBR000,Bank & Donor Fund Operational Control,5 Bank Street,"London , E14 4BG",,,,,United Kingdom,,,+44 207 338 7513,GroupBankDFOpsControl@ebrd.com,KazemiV@ebrd.com;ProtsenV@ebrd.com,,,,,,,,,,2,,Unknown,,
 Perth Children's Hospital Foundation Ltd,PCH000,Level 1,68 Hay Street,Attn: Karen Kagi,        Events Manager,Perth,WA,6008,Australia,08 9489 1144,,,karen.kagi@pchf.org.au,,,,,,,,,,,2,,Unknown,,
 Enterprise Mining Alliance Pty Ltd,EMA000,,,,,Kalgoorlie,WA,6430,Australia,421047610,,,william.lloyd@outlook.com,,,,,,,,,,,2,,Unknown,,
 GME Resources Ltd,GME000,5/78 Marine Terrace,,,,Fremantle,WA,6160,Australia,0419 969 587,,,accounts@gmeresources.com.au,jason@graymatter.net.au,,,,,,,,,,2,,Unknown,,
 Electro-Motive Maintenance Operations Pty Ltd,EMM000,PO Box 357,,,,North Revesby,NSW,2212,Australia,02 8723 6200,02 8759 7518-AP,,trackaccounts.aus@progressrail.com;abrass@progressrail.com,,,,,,,,,,,2,,Unknown,,
 DLA Piper Australia,DLA000,Level 21,240  St. George Terrace,,,Perth,WA,6000,Australia,08 6467 6215,02 9286 8000,08 6467 6001,VoucherEntry.Australia@dlapiper.com,,,1 Martin Place,,,,Sydney,NSW,2000.0,Australia,2,,Unknown,,
 MMG Dugald River Pty Ltd,MMG000,PO Box 69,,,,Cloncurry,QLD,4824,Australia,07 4442 0746,,,accountspayable@mmg.com,,,Level 23,28 Freshwater Place,,,Southbank,VIC,3006.0,Australia,4,,Unknown,,
 Rockys Own Transport Company,ROT000,18 Power Street,,,,North Rockhampton,QLD,4701,Australia,07 4937 4791,,,training@rockysown.com.au,,,,,,,,,,,2,,Unknown,,
 National Lifestyle Villages Pty Ltd,NLV000,PO Box 6423,,,,East Perth,WA,6892,Australia,08 9221 9099,0429 883 358,08 9270 6899,accounts@nlv.com.au,AndrewG@nlv.com.au,,,,,,,,,,2,,Unknown,,
 Hanson Australia Pty Ltd,HAN000,Level 10,35 Clarence Street,,,Sydney,NSW,2000,Australia,02 9407 7431,0409 144 477,,Leanne.parker@hanson.com.au,,,,,,,,,,,4,,Unknown,,
 Westridge Construction Pty Ltd,WEST,PO Box 2351,,,,Marmion,WA,6020,Australia,08 9447 5541,0438 100 595,,louise@renewrenovations.com.au,,,,,,,,,,,2,,Unknown,,4-1030
John Awege,RPL309,22 Lae Street,,,,Trinity Beach,QLD,4879,Australia,0400 141 784,,,johnawege@yahoo.com.au,,,,,,,,,,,2,,Unknown,,
John Allen Webster,JAW000,444 Timor Road,,,,Coonabarabran,NSW,2357,Australia,0427 428 207,02 6842 4416,,jawebster1@bigpond.com,,,,,,,,,,,2,,Unknown,,
 Mintap Services Pty Ltd,MINT,PO Box 2122 ,,,,Marmion,WA,6020,Australia,+61 427 127 544,,,brant@mintap.com.au;ashlea@mintap.com.au,www.mintap.com.au,,,,,,,,,,3,,Unknown,,4-1030
 SICE Pty Ltd,SIC000,G01/146 Arthur Street,,,,North Sydney,NSW,2060,Australia,02 8456 7090,03 8256 6900-Mel Off,,accounts@sice.com.au,,,,,,,,,,,2,,Unknown,,
 TikForce Operations Pty Ltd,TIK000,"A7, Level 1",435 Roberts Road,,,Subiaco,WA,6008,Australia,1800 732 543,0418 473 678,,accounts@tikforce.com,grant@Tikforce.com,,,,,,,,,,2,,Unknown,,
 Truscott - Crisis Leaders,TIC001,15 Kylie Street,,,,"Wembley Downs, Perth",WA,6019,Australia,08 9204 5141,,,advedova@crisisleaders.com;jtruscott@crisisleaders.com,,,,,,,,,,,2,,Unknown,,
 Living Farm Pty Ltd,LIV000,2 Maxwell Street,,,,York,WA,6302,Australia,08 9641 2845,04 3743 0576,,jenelle@livingfarm.com.au,,,,,,,,,,,2,,Unknown,,
 Southern Ports Authority,SPA001,"Level 4, 679 Murray Street",,,,West Perth,WA,6005,Australia,08 9235 8002,0417 379 402,,Accounts.Esperance@southernports.com.au,,,,,,,,,,,2,,Unknown,,
 City of Albany,*None,PO Box 484,,,,Albany,WA,6331,Australia,08 6820 3115,,,lloyd.sounness@albany.wa.gov.au,,,,,,,,,,,2,,Unknown,,
Shea O'Neill,ONES1,2 Foreshore Drive,,,,Singleton,WA,6175,Australia,,,,shea.oneill@green-square.com.au,,,,,,,,,,,2,,Unknown,,
 Mettle Global Holdings Pty Ltd,MGH000,3 Boscastle Street,,,,City Beach,WA,6015,Australia,0429 637 581,,,jtruscott@crisisleaders.com;ben@mettle.global,,,,,,,,,,,2,,Unknown,,
 Downer EDI Rail Pty Ltd,DER000,"T1, Triniti Business Campus",39 Delhi Road,,,North Ryde,NSW,2113,Australia,04 0800 1175,,,invoices@downergroup.com;Roslyn.Cook1@downergroup.com,,,Downer Victoria PPP Maintenance Pty Ltd,"Level 2 , T3 Triniti Business Park",39 Delhi Road,,North Ryde,NSW,2113.0,Australia,2,,Unknown,,
 Serenitas Management Pty Ltd -Head Office,NLV001,"Level 1, 22 Eastbrook Terrace",,,,East Perth,WA,6004,Australia,08 9221 9099,08 6210 4429,,accounts@nlv.com.au,,,,,,,,,,,2,,Unknown,,
 Sedgman Operations Pty Ltd,SED000,"Level 2, 2 Gardner Close",,,,Milton,QLD,4064,Australia,07 3514 1000,,07 3514 1996,accounts.payable@sedgman.com,,,,,,,,,,,2,,Unknown,,
 Mills Industrial Services,MIS001,5B ( Lot21) Bellevue Road,,,,Bellevue,WA,6056,Australia,08 6336 9718,08 6336 9716,,steve@millsindustrial.com.au;andrew@millsindustrial.com.au,,,,,,,,,,,2,,Unknown,,
 Qube Bulk Pty Ltd,QPB000,15 Outram Street,,,,West Perth,WA,6005,Australia,08 6141 1900,,,kylee.stewart@qube.com.au,,,,,,,,,,,2,,Unknown,,
 Santrix Diesel Pty Ltd,STX000,2-35 Makybe Diva Drive,,,,Mackay,QLD,4740,Australia,0418 411 531,,,accounts@santrixdiesel.com,,nick@santrixdie,,,,,,,,,2,,Unknown,,
 M & A Steel Fabrication Pty Ltd,MAS001,20 Graham Street,PO Box 1334,,,Albany,WA,6331,Australia,08 9842 5423,,,martino@masteel.net.au,,,,,,,,,,,2,,Unknown,,
 Electrical & Communications Association WA,NEC000,"Unit 18 , 199 Balcatta Road",,,,Balcatta,WA,6021,Australia,08 6241 6100,,,alison.tedeschi@ecawa.org.au;sue.gismondi@ecawa.org.au,,,,,,,,,,,2,,Unknown,,
 Downer EDI Ltd,DOE000,,,,,North Ryde,NSW,2113,Australia,,,,,,,,,,,,,,,2,,Unknown,,
 Progress Rail Australia Pty Ltd,PROG,24 Daisy Street,,,,Revesby,NSW,2212,Australia,02 4041 8429,,,trackaccounts.aus@progressrail.com;sparker@progressrail.com,,,,,,,,,,,2,,Unknown,,
 Tour of Margaret River,TOM000,PO Box 1692,,,,Margaret River,WA,6285,Australia,0416 049 691,,,rebecca@tourofmargaretriver.com,,,,,,,,,,,2,,Unknown,,
 Worley Power Services Pty Ltd,TPS000,PO Box 42,,,,Collie,WA,6225,Australia,08 9781 6200,0408 754 959,,AccountsPayable.WPS@Worley.com;collie.accounts@synergy.net.au,accounts@collieps.com.au,,AGL Loy Yang,PO Box 9136,,,Traralgon,VIC,3844.0,Australia,2,,Unknown,,
 South East Conveyors Pty Ltd,SEC000,299 Commercial Street West,,,,Mount Gambier,SA,5291,Australia,08 8723 3333,,,seconveyors@seconveyors.com.au,,,,,,,,,,,2,,Unknown,,
 Trans Adriatic Pipeline AG,TAP001,Accounts Payable,Lindenstrasse 2,,,6340 Baar,,,Switzerland,+ 41 41 747 34 57,+ 41 79 105 20 52,,invoices_chp@tph.tap-ag.com;david.dsilva@tap-ag.com,invoices_chp@pet.tap-ag.com,,,,,,,,,,2,,Unknown,,
 TANAP Dogalgaz Iletim A.S,TNP000,Sogutozu Mahallesi,Sogutozu Caddesi,Koc Kuleleri B Block,No. 2B/37 Cankaya,Ankara,,,Turkey,+ 90 312 999 1111,,+ 90 312 999 1112,defne.arisoy@tanap.com;idil.yildiz@tanap.com;dcc@tanap.com,,,,,,,,,,,2,,Unknown,,
Martina Antonetta Maria Verschure,*None,2/4A The Boulevarde,,,,Newport Beach,NSW,2106,Australia,,,,antonieke@gmail.com,,,,,,,,,,,2,,Unknown,,
 Saracen Metals Pty Ltd,SAR001,GPO Box 2563,,,,Perth,WA,6001,Australia,08 6229 9100,,08 6229 9199,SMAccounts@saracen.com.au,,,,,,,,,,,2,,Unknown,,
 Caps Australia Pty Ltd,CAU000,185 Planet Street,,,,Welshpool,WA,6106,Australia,08 6250 9800,1800 800 878,08 6250 9850,Jason.Mance@caps.com.au,,,,,,,,,,,2,,Unknown,,
 Access World ( Australia) Pty Ltd,AWA000,4a/5 Mumford Place,,,,Balcatta,WA,6021,Australia,0447 333 027,,,tim.knox@accessworld.com;graham.napier@accessworld.com,,,,,,,,,,,2,,Unknown,,
 CIVCON Civil and Project Management Pty Ltd,CIV000,Level 1,350 Hay Street,,,Subiaco,WA,6008,Australia,08 6500 1388,0433 582 461,,ee.yii@civconwa.com.au,,,,,,,,,,,2,,Unknown,,
 Grit Consulting Pte Ltd,GRI001,UEN. 201805867D,30 Cecil Street,#19-08 Prudential Tower,,,,,Singapore 049712,+ 65 6320 1888,0458 033 580,,john.ptasznik@gritconsult.com,,,,,,,,,,,2,,Unknown,,
 Edenlife Communities Pty Ltd,EDE000,Level 2 47 Stirling Highway,,,,Nedsland,WA,6009,Australia,08 9423 5100,0411 227 752,08 9423 5199,bmarshall@edenlife.com.au,,,,,,,,,,,2,,Unknown,,
 Aboriginal United Services Pty Ltd,AUS001,2-34 Hasler Road,,,,Osborne Park,WA,6017,Australia,08 9463 3297,0498 498 404,,accounts@AusHoldings.com.au,stephen.sandilands@AusHoldings.com.au,,,,,,,,,,2,,Unknown,,
 Flanders Electric of Australia Pty Ltd,FLA000,56 Archerfield Road,,,,Darra,QLD,4076,Australia,08 9248 1277,08 9248 5901,,brisbanersc@flandersinc.com;tammybrown@flandersinc.com,,,Unit 1-118 Millrose Drive,,,,Malaga,WA,6090.0,Australia,2,,Unknown,,
 Wotton and Kearney,WOK000,Brookfield Place Tower 2,"Level1, Suit 1",123 St George Terrace,,Perth,WA,6000,Australia,08 9222 6911,,,perth@wottonkearney.com.au,Ella.Wallwork@wottonkearney.com.au,,,,,,,,,,2,,Unknown,,
 Greyhound Australia Pty Ltd,GRA001,PO BOx 1475,,,,Eagle Farm,QLD,4009,Australia,07 3868 0823,0409 591 669,,accounts.payable@greyhound.com.au;kirsty.falloon@greyhound.com.au,,,,,,,,,,,2,,Unknown,,
 CDI Group Pty Ltd,CDI000,Level 1 ,16 Milligan Street,,,Perth,WA,6000,Australia,08 9346 0700,0439 559 850,,accounts@cdigroup.com;monique@cdigroup.com;chrisb@cdigroup.com,,,,,,,,,,,2,,Unknown,,
 Pardoo Beef Corporation Pty Ltd,ENW001,Level 5 ,189 St Georges Terrace,,,Perth,WA,6000,Australia,08 92219500-LauraTodd,409 204 998-LauraTodd,08 9221 9544-EVW,accounts@pardoo.com;monica.chetty@pardoo.com,,,,,,,,,,,2,,Unknown,,
 Byblos Constructions Pty Ltd,BYB000,Unit 4-190 Abernethy Road,,,,Belmont,WA,6104,Australia,08 9478 3777,0487 310 419,08 9478 3737,brett.harrap@byblosgroup.com.au;reception@byblosgroup.com.au,www.byblosgroup.com.au,,,,,,,,,,2,,Unknown,,
 Satterley Property Group Pty Ltd,SPG000,PO Box 1346,,,,West Perth,WA,6872,Australia,08 9368 9000,08 9368 9030,08 9368 9003,invoices@satterley.com.au,melissah@satterley.com.au-AP,,,,,,,,,,4,,Unknown,,
 Swiss Aluminium Australia Ltd,RIO000,Alcan Gove PL as agent of SAAL,PO Box 1016,,,Brisbane,QLD,4001,Australia,1300 667 703,07 9339 7840,02 8003 8523,Invoices.aust@riotinto.com,,,,,,,,,,,4,,Unknown,,
 PGF Consultancy,PGF000,1 Groves Avenue,,,,Attadale,WA,6156,Australia,0427 143 460,,,pgfconsultancy@gmail.com,,,,,,,,,,,2,,Unknown,,
 Tasmanian Water & Sewerage Corporation Pty Ltd,TWS000,GPO Box 1393,,,,Hobart,tas,7001,Australia,03 6237 8529,0417 313 062,,brendan.hanigan@taswater.com.au,,,,,,,,,,,2,,Unknown,,
 WA Insolvency Solutions,MIS007,Level 49,108 St George's Terrace,,,Perth,WA,6000,Australia,08 9463 3000,,,admin@wais.com.au;cwee@wais.com.au,,,,,,,,,,,2,,Unknown,,
